Date,Settle
2015-06-12,122.22
2015-06-15,121.99
2015-06-16,121.84
2015-06-17,121.31
2015-06-18,121.85
2015-06-19,122.54
2015-06-22,121.83
2015-06-23,122.16
2015-06-24,122.18
2015-06-25,122.12
2015-06-26,122.06
2015-06-29,122.46
2015-06-30,122.49
2015-07-01,122.21
2015-07-02,121.55
2015-07-03,121.66
2015-07-06,122.34
2015-07-07,121.94
2015-07-08,122.21
2015-07-09,122.04
2015-07-10,121.88
2015-07-13,121.86
2015-07-14,121.88
2015-07-15,122.1
2015-07-16,122.19
2015-07-17,122.32
2015-07-20,122.38
2015-07-21,122.53
2015-07-22,122.82
2015-07-23,123.42
2015-07-24,123.73
2015-07-27,123.63
2015-07-28,123.17
2015-07-29,123.41
2015-07-30,123.19
2015-07-31,122.69
2015-08-03,123.07
2015-08-04,123.02
2015-08-05,122.83
2015-08-06,122.88
2015-08-07,122.97
2015-08-10,123.56
2015-08-11,123.9
2015-08-12,124.63
2015-08-13,124.19
2015-08-17,124.36
2015-08-18,124.39
2015-08-19,124.11
2015-08-20,124.42
2015-08-21,124.56
2015-08-24,125.2
2015-08-25,124.97
2015-08-26,124.67
2015-08-27,124.59
2015-08-28,124.26
2015-08-31,124.26
2015-09-01,124.22
2015-09-02,124.58
2015-09-03,124.36
2015-09-04,124.87
2015-09-07,125.01
2015-09-08,124.95
2015-09-09,124.74
2015-09-10,124.93
2015-09-11,124.87
2015-09-14,124.55
2015-09-15,124.72
