Date,Settle
2014-06-17,106.2
2014-06-18,106.2
2014-06-19,106.29
2014-06-20,106.42
2014-06-23,106.36
2014-06-24,106.35
2014-06-25,106.34
2014-06-26,106.33
2014-06-27,106.41
2014-06-30,106.46
2014-07-01,106.45
2014-07-02,106.7
2014-07-03,106.685
2014-07-04,106.66
2014-07-07,106.68
2014-07-08,106.57
2014-07-09,106.66
2014-07-10,106.79
2014-07-11,106.77
2014-07-14,106.75
2014-07-15,106.76
2014-07-16,106.81
2014-07-17,107.02
2014-07-18,106.97
2014-07-21,106.98
2014-07-22,106.97
2014-07-23,107.09
2014-07-24,107.01
2014-07-25,107.03
2014-07-28,107.01
2014-07-29,106.96
2014-07-30,106.99
2014-07-31,106.97
2014-08-01,106.88
2014-08-04,106.88
2014-08-05,106.97
2014-08-06,106.91
2014-08-07,106.96
2014-08-08,107.075
2014-08-11,107.04
2014-08-12,106.99
2014-08-13,106.98
2014-08-14,106.92
2014-08-18,106.84
2014-08-19,106.78
2014-08-20,106.8
2014-08-21,106.78
2014-08-22,106.78
2014-08-25,106.85
2014-08-26,106.95
2014-08-27,106.99
2014-08-28,106.99
2014-08-29,107.02
2014-09-01,107.01
2014-09-02,107.02
2014-09-03,106.95
2014-09-04,106.95
2014-09-05,107.04
2014-09-11,107.1
2014-09-12,107.34
2014-09-15,107.36
2014-09-16,107.38
