Date,Settle
2015-09-15,109.56
2015-09-16,109.5
2015-09-17,109.44
2015-09-18,109.66
2015-09-21,109.755
2015-09-22,109.72
2015-09-23,109.74
2015-09-24,109.7
2015-09-25,109.75
2015-09-30,109.93
2015-10-01,109.82
2015-10-02,109.83
2015-10-05,109.91
2015-10-06,109.85
2015-10-07,109.78
2015-10-08,109.75
2015-10-12,109.65
2015-10-13,109.66
2015-10-14,109.6
2015-10-15,109.73
2015-10-16,109.73
2015-10-19,109.73
2015-10-20,109.66
2015-10-21,109.64
2015-10-22,109.62
2015-10-23,109.62
2015-10-26,109.66
2015-10-27,109.71
2015-10-28,109.72
2015-10-29,109.665
2015-11-02,109.61
2015-11-03,109.57
2015-11-04,109.51
2015-11-05,109.47
2015-11-06,109.34
2015-11-09,109.12
2015-11-10,109.15
2015-11-11,109.05
2015-11-12,109.15
2015-11-13,109.125
2015-11-16,109.28
2015-11-17,109.24
2015-11-18,109.25
2015-11-19,109.33
2015-11-20,109.27
2015-11-23,109.25
2015-11-24,109.22
2015-11-25,109.24
2015-11-26,109.23
2015-11-27,109.17
2015-11-30,109.24
2015-12-01,109.22
2015-12-02,109.22
2015-12-03,109.26
2015-12-04,109.18
2015-12-07,109.17
2015-12-08,109.31
2015-12-09,109.33
2015-12-10,109.4
2015-12-11,109.35
2015-12-14,109.4
