Date,Settle
2013-09-10,105.3
2013-09-12,105.41
2013-09-13,105.33
2013-09-16,105.58
2013-09-17,105.75
2013-09-23,105.93
2013-09-24,105.89
2013-09-25,105.85
2013-09-26,105.79
2013-09-27,105.84
2013-09-30,105.92
2013-10-01,105.82
2013-10-02,105.9
2013-10-04,105.9
2013-10-07,105.88
2013-10-08,105.81
2013-10-10,105.73
2013-10-11,105.77
2013-10-14,105.7
2013-10-15,105.72
2013-10-16,105.76
2013-10-17,105.81
2013-10-18,105.91
2013-10-21,105.87
2013-10-22,105.9
2013-10-23,106.07
2013-10-24,106.03
2013-10-25,106.04
2013-10-28,105.95
2013-10-29,106.06
2013-10-30,106.11
2013-10-31,106.0
2013-11-01,105.92
2013-11-04,105.86
2013-11-05,105.76
2013-11-06,105.8
2013-11-07,105.75
2013-11-08,105.8
2013-11-11,105.58
2013-11-12,105.55
2013-11-13,105.61
2013-11-14,105.6
2013-11-15,105.6
2013-11-18,105.61
2013-11-19,105.54
2013-11-20,105.51
2013-11-21,105.45
2013-11-22,105.54
2013-11-25,105.47
2013-11-26,105.52
2013-11-27,105.49
2013-11-28,105.44
2013-11-29,105.38
2013-12-02,105.3
2013-12-03,105.31
2013-12-04,105.35
2013-12-05,105.32
2013-12-06,105.37
2013-12-09,105.51
2013-12-10,105.52
2013-12-11,105.45
2013-12-12,105.49
2013-12-13,105.66
2013-12-16,105.85
