Date,Open,High,Low,Settle,Volume,Interest
2015-01-19,0.0,0.0,0.0,432.8,0.0,0.0
2015-01-20,0.0,0.0,0.0,435.35,0.0,0.0
2015-01-21,0.0,0.0,0.0,438.45,0.0,0.0
2015-01-22,0.0,0.0,0.0,445.2,0.0,0.0
2015-01-23,0.0,0.0,0.0,451.9,0.0,0.0
2015-01-26,0.0,0.0,0.0,456.65,0.0,0.0
2015-01-27,0.0,0.0,0.0,451.8,0.0,0.0
2015-01-28,0.0,0.0,0.0,449.55,0.0,0.0
2015-01-29,0.0,0.0,0.0,450.0,0.0,0.0
2015-01-30,0.0,0.0,0.0,448.05,0.0,0.0
2015-02-02,0.0,0.0,0.0,448.2,0.0,
2015-02-03,454.55,454.55,454.55,453.4,1.0,
2015-02-04,0.0,0.0,0.0,452.1,0.0,1.0
2015-02-05,453.1,453.1,453.1,453.15,1.0,1.0
2015-02-06,451.9,452.55,451.9,452.6,2.0,2.0
2015-02-09,0.0,0.0,0.0,448.85,0.0,4.0
2015-02-10,453.45,453.45,453.45,451.5,1.0,4.0
2015-02-11,0.0,0.0,0.0,456.3,0.0,4.0
2015-02-12,460.75,461.2,458.9,459.2,16.0,4.0
2015-02-13,460.9,464.5,460.9,463.65,11.0,17.0
2015-02-16,0.0,0.0,0.0,461.5,0.0,28.0
2015-02-17,457.4,464.4,457.4,462.2,82.0,26.0
2015-02-18,464.45,466.1,464.45,466.0,82.0,91.0
2015-02-19,465.8,467.85,465.8,468.6,55.0,151.0
2015-02-20,467.75,468.15,465.25,468.55,67.0,189.0
2015-02-23,472.0,472.2,471.5,473.85,31.0,222.0
2015-02-24,476.0,478.95,476.0,478.8,22.0,222.0
2015-02-25,478.6,478.6,478.3,477.05,3.0,223.0
2015-02-26,477.25,481.0,476.8,481.05,158.0,223.0
2015-02-27,480.0,480.0,480.0,482.4,1.0,341.0
2015-03-02,485.0,485.0,482.5,484.2,21.0,342.0
2015-03-03,484.4,484.4,484.4,478.4,1.0,340.0
2015-03-04,480.9,482.95,480.9,482.1,226.0,340.0
2015-03-05,484.25,487.9,484.25,487.55,580.0,436.0
2015-03-06,487.2,491.0,487.0,488.45,135.0,1048.0
2015-03-09,486.7,487.6,485.35,486.75,115.0,1050.0
2015-03-10,486.75,486.75,482.2,481.85,111.0,1075.0
2015-03-11,482.65,491.35,482.65,490.75,212.0,1120.0
2015-03-12,491.65,492.6,490.0,490.3,691.0,1258.0
2015-03-13,491.9,493.55,488.3,491.25,623.0,1589.0
2015-03-16,493.15,497.4,492.55,757.5,7934.0,2053.0
2015-03-17,496.4,498.05,491.5,493.4,37123.0,9082.0
2015-03-18,494.9,498.1,491.05,495.35,25912.0,35937.0
2015-03-19,496.4,498.8,493.4,494.65,15015.0,52843.0
2015-03-20,495.4,499.5,494.3,498.05,32110.0,58667.0
2015-03-23,498.55,499.05,494.1,496.45,23592.0,64444.0
2015-03-24,495.9,499.9,494.2,498.3,25819.0,66381.0
2015-03-25,496.05,499.05,489.5,491.25,29197.0,67304.0
2015-03-26,488.4,488.4,480.25,485.85,39990.0,67730.0
2015-03-27,486.1,488.2,482.75,485.3,30160.0,72055.0
2015-03-30,486.85,495.3,486.7,494.15,27448.0,69078.0
2015-03-31,494.0,495.75,486.8,489.05,33157.0,70742.0
2015-04-01,486.85,494.15,485.0,489.5,32095.0,73926.0
2015-04-02,490.2,493.0,489.1,491.55,18947.0,72969.0
2015-04-07,496.0,503.65,495.8,502.25,32176.0,71819.0
2015-04-08,500.25,501.25,495.8,496.7,21897.0,77426.0
2015-04-09,498.25,503.55,497.75,501.25,20995.0,75348.0
2015-04-10,502.65,506.85,502.65,506.38,21461.0,73295.0
2015-04-13,506.4,509.15,505.0,508.15,29975.0,74221.0
2015-04-14,506.35,509.95,503.25,505.45,58221.0,75752.0
2015-04-15,506.45,510.85,504.65,506.7,56076.0,83733.0
2015-04-16,506.3,508.9,502.7,503.75,37590.0,59054.0
