Date,Open,High,Low,Settle,Volume,Open Interest
2013-09-09,137.39,137.39,137.39,137.39,0.0,0.0
2013-09-10,136.53,136.53,136.53,136.53,0.0,0.0
2013-09-11,136.06,136.06,136.06,136.06,0.0,0.0
2013-09-12,137.56,137.56,137.56,137.56,0.0,0.0
2013-09-13,137.76,137.76,137.76,137.76,0.0,0.0
2013-09-16,138.27,138.27,138.27,138.27,0.0,0.0
2013-09-17,137.85,137.85,137.85,137.85,0.0,0.0
2013-09-18,137.47,137.47,137.47,137.47,0.0,0.0
2013-09-19,138.31,138.31,138.31,138.31,0.0,0.0
2013-09-20,138.06,138.06,138.06,138.06,0.0,0.0
2013-09-23,138.5,138.5,138.5,138.5,0.0,0.0
2013-09-24,139.31,139.31,139.31,139.31,0.0,0.0
2013-09-25,139.73,139.73,139.73,139.73,0.0,0.0
2013-09-26,139.67,139.67,139.67,139.67,0.0,0.0
2013-09-27,140.31,140.31,140.31,140.31,0.0,0.0
2013-09-30,140.37,140.37,140.37,140.37,0.0,0.0
2013-10-01,139.96,139.96,139.96,139.96,0.0,0.0
2013-10-02,139.92,139.92,139.92,139.92,0.0,0.0
2013-10-03,139.83,139.83,139.83,139.83,0.0,0.0
2013-10-04,139.56,139.56,139.56,139.56,0.0,0.0
2013-10-07,139.91,139.91,139.91,139.91,0.0,0.0
2013-10-08,139.82,139.82,139.82,139.82,0.0,0.0
2013-10-09,139.84,139.84,139.84,139.84,0.0,0.0
2013-10-10,139.25,139.25,139.25,139.25,0.0,0.0
2013-10-11,139.39,139.39,139.39,139.39,0.0,0.0
2013-10-14,139.35,139.35,139.35,139.35,0.0,0.0
2013-10-15,138.84,138.84,138.84,138.84,0.0,0.0
2013-10-16,138.51,138.51,138.51,138.51,0.0,0.0
2013-10-17,139.28,139.28,139.28,139.28,0.0,0.0
2013-10-18,139.65,139.65,139.65,139.65,0.0,0.0
2013-10-21,139.51,139.51,139.51,139.51,0.0,0.0
2013-10-22,140.14,140.14,140.14,140.14,0.0,0.0
2013-10-23,140.46,140.46,140.46,140.46,0.0,0.0
