Date,Settle
2014-06-17,114.24
2014-06-18,114.24
2014-06-19,114.67
2014-06-20,115.03
2014-06-23,114.91
2014-06-24,115.06
2014-06-25,115.09
2014-06-26,115.18
2014-06-27,115.43
2014-06-30,115.58
2014-07-01,115.5
2014-07-02,116.21
2014-07-03,116.125
2014-07-04,116.0
2014-07-07,115.93
2014-07-08,115.7
2014-07-09,115.65
2014-07-10,116.41
2014-07-11,116.5
2014-07-14,116.43
2014-07-15,116.52
2014-07-16,116.84
2014-07-17,117.69
2014-07-18,117.46
2014-07-21,117.24
2014-07-22,117.26
2014-07-23,117.46
2014-07-24,117.09
2014-07-25,117.17
2014-07-28,117.08
2014-07-29,116.85
2014-07-30,116.89
2014-07-31,116.7
2014-08-01,116.19
2014-08-04,116.19
2014-08-05,116.6
2014-08-06,116.3
2014-08-07,116.42
2014-08-08,116.86
2014-08-11,116.82
2014-08-12,116.59
2014-08-13,116.5
2014-08-14,116.53
2014-08-18,116.25
2014-08-19,115.81
2014-08-20,115.86
2014-08-21,115.81
2014-08-22,115.8
2014-08-25,116.19
2014-08-26,116.58
2014-08-27,116.81
2014-08-28,116.72
2014-08-29,116.87
2014-09-01,116.84
2014-09-02,116.62
2014-09-03,116.24
2014-09-04,116.28
2014-09-05,116.55
2014-09-11,116.47
2014-09-12,117.15
2014-09-15,116.94
2014-09-16,117.1
