Date,Settle
2015-03-13,108.97
2015-03-16,109.0
2015-03-17,108.95
2015-03-18,109.02
2015-03-19,109.13
2015-03-20,109.22
2015-03-23,109.22
2015-03-24,109.25
2015-03-25,109.28
2015-03-26,109.28
2015-03-27,109.33
2015-03-30,109.4
2015-03-31,109.48
2015-04-01,109.47
2015-04-02,109.48
2015-04-03,109.52
2015-04-06,109.52
2015-04-07,109.49
2015-04-08,109.46
2015-04-09,109.53
2015-04-10,109.52
2015-04-13,109.46
2015-04-14,109.46
2015-04-15,109.49
2015-04-16,109.48
2015-04-17,109.58
2015-04-20,109.57
2015-04-21,109.51
2015-04-22,109.5
2015-04-23,109.37
2015-04-24,109.28
2015-04-27,109.25
2015-04-28,109.1
2015-04-29,109.02
2015-04-30,109.02
2015-05-04,108.93
2015-05-06,108.55
2015-05-07,108.54
2015-05-08,108.8
2015-05-11,108.84
2015-05-12,108.64
2015-05-13,108.79
2015-05-14,108.86
2015-05-15,108.81
2015-05-18,108.82
2015-05-19,108.74
2015-05-20,108.85
2015-05-21,108.86
2015-05-22,108.88
2015-05-26,108.98
2015-05-27,109.11
2015-05-28,109.14
2015-05-29,109.36
2015-06-01,109.37
2015-06-02,109.44
2015-06-03,109.24
2015-06-04,109.19
2015-06-05,109.27
2015-06-08,109.32
2015-06-09,109.33
2015-06-10,109.27
2015-06-11,109.11
2015-06-12,109.24
2015-06-15,109.29
2015-06-16,109.24
