Date,Settle
2013-12-16,105.58
2013-12-17,105.67
2013-12-18,105.58
2013-12-19,105.57
2013-12-20,105.64
2013-12-23,105.66
2013-12-24,105.67
2013-12-26,105.68
2013-12-27,105.84
2013-12-30,105.74
2014-01-02,105.5
2014-01-03,105.49
2014-01-06,105.75
2014-01-07,105.74
2014-01-08,105.76
2014-01-09,105.63
2014-01-10,105.58
2014-01-13,105.67
2014-01-14,105.62
2014-01-15,105.61
2014-01-16,105.68
2014-01-17,105.66
2014-01-20,105.62
2014-01-21,105.6
2014-01-22,105.57
2014-01-23,105.63
2014-01-24,105.78
2014-01-27,105.69
2014-01-28,105.73
2014-01-29,105.74
2014-02-03,105.75
2014-02-04,105.89
2014-02-05,105.85
2014-02-06,105.87
2014-02-07,105.84
2014-02-10,105.9
2014-02-11,105.92
2014-02-12,105.92
2014-02-13,105.95
2014-02-14,105.97
2014-02-17,105.92
2014-02-18,105.89
2014-02-19,105.93
2014-02-20,105.93
2014-02-21,105.85
2014-02-24,105.89
2014-02-25,105.94
2014-02-26,105.92
2014-02-27,105.97
2014-02-28,105.98
2014-03-03,105.8
2014-03-04,105.78
2014-03-05,105.84
2014-03-06,105.84
2014-03-07,105.84
2014-03-10,105.89
2014-03-11,105.91
2014-03-12,105.96
2014-03-13,105.98
2014-03-14,106.13
2014-03-17,106.02
2014-03-18,106.025
