Date,Settle
2013-12-06,260.8
2013-12-09,263.5
2013-12-10,262.05
2013-12-11,258.8
2013-12-12,257.3
2013-12-13,256.9
2013-12-16,257.1
2013-12-17,258.65
2013-12-18,260.0
2013-12-19,259.45
2013-12-20,260.75
2013-12-23,263.15
2013-12-24,263.55
2013-12-26,263.1
2013-12-27,265.45
2013-12-30,265.65
2014-01-02,258.4
2014-01-03,255.25
2014-01-06,255.85
2014-01-07,257.05
2014-01-08,256.8
2014-01-09,255.5
2014-01-10,253.4
2014-01-13,255.45
2014-01-14,254.95
2014-01-15,255.85
2014-01-16,256.35
2014-01-17,254.0
2014-01-20,256.1
2014-01-21,257.9
2014-01-22,257.65
2014-01-23,254.6
2014-01-24,253.4
2014-01-27,250.2
2014-01-28,251.25
2014-01-29,254.5
2014-02-03,250.8
2014-02-04,246.05
2014-02-05,246.55
2014-02-06,248.4
2014-02-07,250.5
2014-02-10,250.8
2014-02-11,251.8
2014-02-12,252.7
2014-02-13,250.35
2014-02-14,253.8
2014-02-17,253.9
2014-02-18,254.0
2014-02-19,252.2
2014-02-20,251.3
2014-02-21,254.9
2014-02-24,254.45
2014-02-25,256.3
2014-02-26,257.25
2014-02-27,257.7
2014-02-28,257.5
2014-03-03,255.85
2014-03-04,255.85
2014-03-05,257.1
2014-03-06,257.6
2014-03-07,256.85
2014-03-11,254.85
