Date,Settle
2016-06-20,110.62
2016-06-21,110.68
2016-06-22,110.64
2016-06-23,110.7
2016-06-24,110.98
2016-06-27,111.04
2016-06-28,110.99
2016-06-29,111.05
2016-06-30,111.0
2016-07-01,111.13
2016-07-04,111.09
2016-07-05,111.09
2016-07-06,111.16
2016-07-07,111.15
2016-07-08,111.15
2016-07-11,111.13
2016-07-12,111.11
2016-07-13,111.13
2016-07-14,111.16
2016-07-15,111.12
2016-07-18,111.09
2016-07-19,111.08
2016-07-20,111.11
2016-07-21,111.06
2016-07-22,111.09
2016-07-25,111.09
2016-07-26,111.11
2016-07-27,111.1
2016-07-28,111.18
2016-07-29,111.14
2016-08-01,111.16
2016-08-02,111.11
2016-08-03,111.01
2016-08-04,111.05
2016-08-05,111.09
2016-08-08,111.01
2016-08-09,111.04
2016-08-10,111.1
2016-08-11,111.05
2016-08-12,111.06
2016-08-16,111.09
2016-08-17,111.04
2016-08-18,111.06
2016-08-19,111.06
2016-08-22,111.05
2016-08-23,111.06
2016-08-24,111.04
2016-08-25,111.03
2016-08-26,111.01
2016-08-29,110.9
2016-08-30,110.85
2016-08-31,110.75
2016-09-01,110.69
2016-09-02,110.73
2016-09-05,110.78
2016-09-06,110.79
2016-09-07,110.88
2016-09-08,110.83
2016-09-09,110.68
2016-09-12,110.6
2016-09-13,110.6
2016-09-19,110.58
