Date,Settle
2014-12-16,120.075
2014-12-22,120.26
2014-12-23,120.19
2014-12-24,120.28
2014-12-29,120.645
2014-12-30,120.84
2014-12-31,120.84
2015-01-02,120.575
2015-01-05,120.455
2015-01-06,121.345
2015-01-07,121.34
2015-01-08,121.265
2015-01-09,121.535
2015-01-12,122.325
2015-01-13,122.575
2015-01-14,123.095
2015-01-15,122.705
2015-01-16,123.835
2015-01-19,123.17
2015-01-20,123.365
2015-01-21,123.445
2015-01-22,122.835
2015-01-23,123.685
2015-01-26,124.375
2015-01-27,123.925
2015-01-28,124.375
2015-01-29,124.575
2015-01-30,124.56
2015-02-02,124.605
2015-02-03,124.975
2015-02-04,124.465
2015-02-05,124.495
2015-02-06,124.115
2015-02-09,123.965
2015-02-10,123.495
2015-02-11,123.415
2015-02-12,123.135
2015-02-13,123.005
2015-02-17,123.2
2015-02-23,122.74
2015-02-24,122.66
2015-02-25,123.3
2015-02-26,123.26
2015-02-27,123.455
2015-03-02,123.77
2015-03-03,123.53
2015-03-04,123.37
2015-03-05,123.51
2015-03-06,123.75
2015-03-09,123.3
2015-03-10,123.14
2015-03-11,123.89
2015-03-12,123.55
2015-03-13,123.13
