Date,Settle
2014-09-16,107.31
2014-09-17,107.28
2014-09-18,107.3
2014-09-19,107.31
2014-09-22,107.35
2014-09-23,107.36
2014-09-24,107.41
2014-09-25,107.46
2014-09-26,107.52
2014-09-29,107.52
2014-09-30,107.62
2014-10-01,107.88
2014-10-02,107.81
2014-10-06,107.735
2014-10-07,107.67
2014-10-08,107.64
2014-10-10,107.75
2014-10-13,107.76
2014-10-14,107.72
2014-10-15,107.65
2014-10-16,107.76
2014-10-17,107.76
2014-10-20,107.72
2014-10-21,107.75
2014-10-22,107.78
2014-10-23,107.85
2014-10-24,107.92
2014-10-27,107.885
2014-10-28,107.895
2014-10-29,107.895
2014-10-30,107.955
2014-10-31,108.115
2014-11-03,108.205
2014-11-04,108.265
2014-11-05,108.255
2014-11-06,108.26
2014-11-07,108.265
2014-11-10,108.185
2014-11-11,108.015
2014-11-12,107.895
2014-11-13,107.78
2014-11-14,107.855
2014-11-17,107.905
2014-11-18,107.965
2014-11-19,107.985
2014-11-20,108.055
2014-11-21,108.085
2014-11-24,108.18
2014-11-25,108.275
2014-11-26,108.295
2014-11-27,108.21
2014-11-28,108.325
2014-12-01,108.345
2014-12-02,108.315
2014-12-03,108.205
2014-12-04,107.915
2014-12-05,107.995
2014-12-08,107.855
2014-12-09,107.925
2014-12-10,107.945
2014-12-11,108.035
2014-12-12,108.175
2014-12-15,108.145
2014-12-16,108.145
