Date,Settle
2014-09-16,116.71
2014-09-17,116.87
2014-09-18,117.02
2014-09-19,116.98
2014-09-22,117.33
2014-09-23,117.41
2014-09-24,117.42
2014-09-25,117.65
2014-09-26,117.95
2014-09-29,118.08
2014-09-30,118.6
2014-10-01,119.07
2014-10-02,118.81
2014-10-06,118.635
2014-10-07,118.55
2014-10-08,118.64
2014-10-10,118.96
2014-10-13,118.95
2014-10-14,119.05
2014-10-15,118.98
2014-10-16,119.73
2014-10-17,119.79
2014-10-20,119.45
2014-10-21,119.59
2014-10-22,119.6
2014-10-23,119.92
2014-10-24,120.21
2014-10-27,120.065
2014-10-28,120.025
2014-10-29,120.105
2014-10-30,120.315
2014-10-31,120.525
2014-11-03,120.605
2014-11-04,120.935
2014-11-05,120.855
2014-11-06,120.695
2014-11-07,120.585
2014-11-10,120.495
2014-11-11,120.155
2014-11-12,119.71
2014-11-13,119.295
2014-11-14,119.405
2014-11-17,119.415
2014-11-18,119.745
2014-11-19,119.825
2014-11-20,120.105
2014-11-21,120.145
2014-11-24,120.53
2014-11-25,120.885
2014-11-26,121.045
2014-11-27,120.85
2014-11-28,121.335
2014-12-01,121.425
2014-12-02,121.325
2014-12-03,120.875
2014-12-04,119.765
2014-12-05,120.065
2014-12-08,119.53
2014-12-09,119.815
2014-12-10,119.865
2014-12-11,120.195
2014-12-12,120.445
2014-12-15,120.545
2014-12-16,120.595
