Date,Settle
2013-06-21,112.5
2013-09-10,111.15
2013-09-11,111.3
2013-09-12,111.7
2013-09-13,111.46
2013-09-16,112.31
2013-09-17,112.64
2013-09-23,113.34
2013-09-24,113.46
2013-09-25,113.49
2013-09-26,112.93
2013-09-27,113.05
2013-09-30,113.36
2013-10-01,113.03
2013-10-02,113.44
2013-10-04,113.43
2013-10-07,113.25
2013-10-08,112.91
2013-10-10,112.4
2013-10-11,112.55
2013-10-14,112.21
2013-10-15,112.26
2013-10-16,112.5
2013-10-17,112.73
2013-10-18,113.25
2013-10-21,113.2
2013-10-22,113.31
2013-10-23,114.1
2013-10-24,113.91
2013-10-25,114.0
2013-10-28,113.46
2013-10-29,113.85
2013-10-30,114.1
2013-10-31,113.8
2013-11-01,113.27
2013-11-04,113.08
2013-11-05,112.69
2013-11-06,112.87
2013-11-07,112.7
2013-11-08,112.89
2013-11-11,112.1
2013-11-12,112.02
2013-11-13,112.31
2013-11-14,112.18
2013-11-15,112.04
2013-11-18,112.1
2013-11-19,111.62
2013-11-20,111.61
2013-11-21,111.26
2013-11-22,111.65
2013-11-25,111.48
2013-11-26,111.67
2013-11-27,111.68
2013-11-28,111.51
2013-11-29,111.26
2013-12-02,110.79
2013-12-03,110.85
2013-12-04,110.9
2013-12-05,110.62
2013-12-06,110.9
2013-12-09,111.36
2013-12-10,111.25
2013-12-11,110.96
2013-12-12,111.05
2013-12-13,111.36
2013-12-16,111.852
