Date,Open,High,Low,Settle,Volume,Interest
2016-08-22,0.0,,,445.3,,
2016-08-23,0.0,0.0,0.0,449.85,0.0,
2016-08-24,0.0,0.0,0.0,449.85,0.0,
2016-08-25,0.0,0.0,0.0,447.65,0.0,
2016-08-26,0.0,0.0,0.0,450.65,0.0,
2016-08-29,0.0,0.0,0.0,449.85,0.0,
2016-08-30,453.7,455.4,453.7,453.5,25.0,
2016-08-31,0.0,0.0,0.0,452.05,0.0,25.0
2016-09-01,0.0,0.0,0.0,451.5,0.0,25.0
2016-09-02,453.2,458.9,453.2,461.25,2.0,25.0
2016-09-05,0.0,0.0,0.0,461.8,0.0,27.0
2016-09-06,462.7,462.75,462.7,458.75,9.0,27.0
2016-09-07,0.0,0.0,0.0,460.95,0.0,36.0
2016-09-08,0.0,0.0,0.0,457.15,0.0,36.0
2016-09-09,455.5,455.6,452.6,450.6,86.0,36.0
2016-09-12,441.45,443.1,441.3,445.35,51.0,121.0
2016-09-13,444.6,445.2,442.4,440.3,126.0,170.0
2016-09-14,442.2,442.2,438.0,438.8,152.0,211.0
2016-09-15,439.5,441.95,438.0,441.0,40.0,330.0
2016-09-16,440.1,441.6,436.05,436.9,37.0,343.0
2016-09-19,440.85,442.35,440.85,442.5,6.0,348.0
2016-09-20,441.8,443.7,441.75,442.3,29.0,351.0
2016-09-21,445.0,447.95,445.0,445.4,38.0,368.0
2016-09-22,449.65,452.45,449.65,453.35,36.0,370.0
2016-09-23,451.9,452.95,451.9,452.35,64.0,384.0
2016-09-26,446.1,446.5,445.5,445.75,7.0,426.0
2016-09-27,443.1,445.9,443.1,445.75,4.0,429.0
2016-09-28,447.3,452.5,447.3,448.2,52.0,429.0
2016-09-29,453.3,453.65,444.1,449.45,26.0,430.0
2016-09-30,443.85,450.45,442.75,450.2,67.0,446.0
2016-10-03,452.3,452.3,450.85,450.85,27.0,491.0
2016-10-04,454.85,456.9,452.3,456.2,14.0,517.0
2016-10-05,454.9,454.9,450.3,454.0,5.0,517.0
2016-10-06,452.7,454.2,452.7,452.75,5.0,518.0
2016-10-07,452.0,452.05,447.4,448.0,53.0,519.0
2016-10-10,448.75,453.15,448.25,453.2,51.0,535.0
2016-10-11,454.8,454.8,447.6,449.2,12.0,585.0
2016-10-12,449.8,450.15,449.35,448.6,8.0,575.0
2016-10-13,445.4,446.2,440.95,443.2,149.0,591.0
2016-10-14,445.4,451.35,445.05,448.55,73.0,641.0
2016-10-17,446.85,448.7,444.95,446.1,7181.0,694.0
2016-10-18,447.65,454.35,447.5,451.25,23719.0,6110.0
2016-10-20,453.4,455.4,450.5,454.25,16143.0,47574.0
2016-10-21,454.0,456.95,453.2,455.6,30050.0,56173.0
2016-10-24,456.0,461.4,456.0,457.95,24318.0,61023.0
2016-10-25,459.55,460.35,456.65,457.5,22383.0,61695.0
2016-10-26,457.25,457.45,451.1,454.0,34035.0,60532.0
2016-10-27,452.05,458.1,451.3,454.35,31710.0,62579.0
2016-10-28,452.8,454.65,429.5,454.0,42569.0,61809.0
2016-10-31,451.55,452.6,449.95,451.2,18326.0,64999.0
2016-11-01,452.6,456.75,445.5,448.35,38445.0,61713.0
2016-11-02,445.7,446.2,440.95,442.4,35292.0,64299.0
2016-11-03,443.25,446.3,439.0,440.95,33069.0,65570.0
2016-11-04,440.85,440.85,436.05,439.15,36266.0,66698.0
2016-11-07,444.7,447.5,443.8,446.85,28224.0,65030.0
2016-11-08,446.85,451.4,445.45,448.8,27644.0,65330.0
2016-11-09,430.0,455.75,425.2,453.0,84298.0,63823.0
2016-11-10,457.25,459.5,447.8,450.0,59956.0,66710.0
2016-11-11,452.05,453.45,444.05,445.4,38347.0,67725.0
2016-11-14,449.05,451.65,445.7,446.75,46900.0,65198.0
2016-11-15,448.45,452.95,447.7,450.55,56427.0,68122.0
2016-11-16,453.05,453.45,447.2,449.65,61345.0,69126.0
2016-11-17,449.95,453.35,447.1,451.8,34557.0,55033.0
2016-11-18,452.9,453.85,448.9,450.73,6049.0,18213.0
