Date,Open,High,Low,Last,Change,Settle,Volume,Prev Day Open Interest
2012-09-26,0.0,0.0,0.0,,,74000.0,0.0,0.0
2012-09-27,0.0,0.0,0.0,,,74200.0,0.0,0.0
2012-09-28,0.0,0.0,0.0,,,73850.0,0.0,0.0
2012-10-01,0.0,0.0,0.0,,,74125.0,0.0,0.0
2012-10-02,0.0,0.0,0.0,,,73650.0,0.0,0.0
2012-10-03,0.0,0.0,0.0,,,74025.0,0.0,0.0
2012-10-04,0.0,0.0,0.0,,,74575.0,0.0,0.0
2012-10-05,0.0,0.0,0.0,,,74300.0,0.0,0.0
2012-10-08,0.0,0.0,0.0,,,74175.0,0.0,0.0
2012-10-09,0.0,0.0,0.0,,,74025.0,0.0,0.0
2012-10-10,0.0,0.0,0.0,,,73500.0,0.0,0.0
2012-10-11,0.0,0.0,0.0,,,73675.0,0.0,0.0
2012-10-12,0.0,0.0,0.0,,,73925.0,0.0,0.0
2012-10-15,0.0,0.0,0.0,,,74150.0,0.0,0.0
2012-10-16,0.0,0.0,0.0,,,73925.0,0.0,0.0
2012-10-17,0.0,0.0,0.0,,,74375.0,0.0,0.0
2012-10-18,0.0,0.0,0.0,,,73975.0,0.0,0.0
2012-10-19,0.0,0.0,0.0,,,73850.0,0.0,0.0
2012-10-22,0.0,0.0,0.0,,,73575.0,0.0,0.0
2012-10-23,0.0,0.0,0.0,,,73175.0,0.0,0.0
2012-10-24,0.0,0.0,0.0,,,73125.0,0.0,0.0
2012-10-25,0.0,0.0,0.0,,,73150.0,0.0,0.0
2012-10-26,0.0,0.0,0.0,,,72950.0,0.0,0.0
2012-10-29,0.0,0.0,0.0,,,72525.0,0.0,0.0
2012-10-30,0.0,0.0,0.0,,,72625.0,0.0,0.0
2012-10-31,0.0,0.0,0.0,,,72525.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,,,72825.0,0.0,0.0
2012-11-02,0.0,0.0,0.0,,,72775.0,0.0,0.0
2012-11-05,0.0,0.0,0.0,,,72725.0,0.0,0.0
2012-11-06,0.0,0.0,0.0,,,73325.0,0.0,0.0
2012-11-07,0.0,0.0,0.0,,,72675.0,0.0,0.0
2012-11-08,0.0,0.0,0.0,,,72350.0,0.0,0.0
2012-11-09,0.0,0.0,0.0,,,72050.0,0.0,0.0
2012-11-12,0.0,0.0,0.0,,,72000.0,0.0,0.0
2012-11-13,0.0,0.0,0.0,,,72100.0,0.0,0.0
2012-11-14,0.0,0.0,0.0,,,71775.0,0.0,0.0
2012-11-15,0.0,0.0,0.0,,,71950.0,0.0,0.0
2012-11-16,0.0,0.0,0.0,,,72500.0,0.0,0.0
2012-11-19,0.0,0.0,0.0,,,73025.0,0.0,0.0
2012-11-20,0.0,0.0,0.0,,,73125.0,0.0,0.0
2012-11-21,0.0,0.0,0.0,,,73125.0,0.0,0.0
2012-11-23,0.0,0.0,0.0,,,73525.0,0.0,0.0
2012-11-26,0.0,0.0,0.0,,,73275.0,0.0,0.0
2012-11-27,0.0,0.0,0.0,,,73300.0,0.0,0.0
2012-11-28,0.0,0.0,0.0,,,73450.0,0.0,0.0
2012-11-29,0.0,0.0,0.0,,,73800.0,0.0,0.0
2012-11-30,0.0,0.0,0.0,,,73725.0,0.0,0.0
2012-12-03,0.0,0.0,0.0,,,73725.0,0.0,0.0
2012-12-04,0.0,0.0,0.0,,,73750.0,0.0,0.0
2012-12-05,0.0,0.0,0.0,,,74050.0,0.0,0.0
2012-12-06,0.0,0.0,0.0,,,74075.0,0.0,0.0
2012-12-07,0.0,0.0,0.0,,,74450.0,0.0,0.0
2012-12-10,0.0,0.0,0.0,,,74650.0,0.0,0.0
2012-12-11,0.0,0.0,0.0,,,75025.0,0.0,0.0
2012-12-12,0.0,0.0,0.0,,,75150.0,0.0,0.0
2012-12-13,0.0,0.0,0.0,,,74575.0,0.0,0.0
2012-12-14,0.0,0.0,0.0,,,74925.0,0.0,0.0
2012-12-17,0.0,0.0,0.0,,,75125.0,0.0,0.0
2012-12-18,0.0,0.0,0.0,,,75250.0,0.0,0.0
2012-12-19,0.0,0.0,0.0,,,74950.0,0.0,0.0
2012-12-20,0.0,0.0,0.0,,,75100.0,0.0,0.0
2012-12-21,0.0,0.0,0.0,,,73925.0,0.0,0.0
2012-12-24,0.0,0.0,0.0,,,73425.0,0.0,0.0
2012-12-26,0.0,0.0,0.0,,,73600.0,0.0,0.0
2012-12-27,0.0,0.0,0.0,,,73775.0,0.0,0.0
2012-12-28,0.0,0.0,0.0,,,73575.0,0.0,0.0
2012-12-31,0.0,0.0,0.0,,,74150.0,0.0,0.0
2013-01-02,0.0,0.0,0.0,,,75000.0,0.0,0.0
2013-01-03,0.0,0.0,0.0,,,75075.0,0.0,0.0
2013-01-04,0.0,0.0,0.0,,,75200.0,0.0,0.0
2013-01-07,0.0,0.0,0.0,,,74975.0,0.0,0.0
2013-01-08,0.0,0.0,0.0,,,74825.0,0.0,0.0
2013-01-09,0.0,0.0,0.0,,,75275.0,0.0,0.0
2013-01-10,0.0,0.0,0.0,,,75875.0,0.0,0.0
2013-01-11,0.0,0.0,0.0,,,75775.0,0.0,0.0
2013-01-14,0.0,0.0,0.0,,,76125.0,0.0,0.0
2013-01-15,0.0,0.0,0.0,,,75925.0,0.0,0.0
2013-01-16,0.0,0.0,0.0,,,76000.0,0.0,0.0
2013-01-17,0.0,0.0,0.0,,,76450.0,0.0,0.0
2013-01-18,0.0,0.0,0.0,,,75775.0,0.0,0.0
2013-01-22,0.0,0.0,0.0,,,75950.0,0.0,0.0
2013-01-23,0.0,0.0,0.0,,,75800.0,0.0,0.0
2013-01-24,0.0,0.0,0.0,,,75950.0,0.0,0.0
2013-01-25,0.0,0.0,0.0,,,75775.0,0.0,0.0
2013-01-28,0.0,0.0,0.0,,,75325.0,0.0,0.0
2013-01-29,0.0,0.0,0.0,,,75550.0,0.0,0.0
2013-01-30,0.0,0.0,0.0,,,75500.0,0.0,0.0
2013-01-31,0.0,0.0,0.0,,,75625.0,0.0,0.0
2013-02-01,0.0,0.0,0.0,,,76300.0,0.0,0.0
2013-02-04,0.0,0.0,0.0,,,75950.0,0.0,0.0
2013-02-05,0.0,0.0,0.0,,,76375.0,0.0,0.0
2013-02-06,0.0,0.0,0.0,,,75975.0,0.0,0.0
2013-02-07,0.0,0.0,0.0,,,75600.0,0.0,0.0
2013-02-08,0.0,0.0,0.0,,,75725.0,0.0,0.0
2013-02-11,0.0,0.0,0.0,,,75650.0,0.0,0.0
2013-02-12,0.0,0.0,0.0,,,75950.0,0.0,0.0
2013-02-13,0.0,0.0,0.0,,,75975.0,0.0,0.0
2013-02-14,0.0,0.0,0.0,,,76175.0,0.0,0.0
2013-02-15,0.0,0.0,0.0,,,76025.0,0.0,0.0
2013-02-19,0.0,0.0,0.0,,,76325.0,0.0,0.0
2013-02-20,0.0,0.0,0.0,,,75925.0,0.0,0.0
2013-02-21,0.0,0.0,0.0,,,75650.0,0.0,0.0
2013-02-22,0.0,0.0,0.0,,,76025.0,0.0,0.0
2013-02-25,0.0,0.0,0.0,,,75675.0,0.0,0.0
2013-02-26,0.0,0.0,0.0,,,75050.0,0.0,0.0
2013-02-27,0.0,0.0,0.0,,,75725.0,0.0,0.0
2013-02-28,0.0,0.0,0.0,,,75800.0,0.0,0.0
2013-03-01,0.0,0.0,0.0,,,75650.0,0.0,0.0
2013-03-04,0.0,0.0,0.0,,,75800.0,0.0,0.0
2013-03-05,0.0,0.0,0.0,,,76175.0,0.0,0.0
2013-03-06,0.0,0.0,0.0,,,75825.0,0.0,0.0
2013-03-07,0.0,0.0,0.0,,,75900.0,0.0,0.0
2013-03-08,0.0,0.0,0.0,,,76700.0,0.0,0.0
2013-03-11,0.0,0.0,0.0,,,77350.0,0.0,0.0
2013-03-12,0.0,0.0,0.0,,,77750.0,0.0,0.0
2013-03-13,0.0,0.0,0.0,,,77925.0,0.0,0.0
2013-03-14,77850.0,77850.0,77850.0,,,77650.0,40.0,0.0
2013-03-15,77850.0,77850.0,77850.0,,,77800.0,40.0,40.0
2013-03-18,78000.0,78000.0,78000.0,,,77975.0,40.0,80.0
2013-03-19,77850.0,77850.0,77850.0,,,77725.0,1.0,80.0
2013-03-20,0.0,0.0,0.0,,,78325.0,0.0,80.0
2013-03-21,78150.0,78150.0,78150.0,,,78075.0,472.0,80.0
2013-03-22,0.0,0.0,0.0,,,78250.0,0.0,538.0
2013-03-25,0.0,0.0,0.0,,,78450.0,0.0,538.0
2013-03-26,0.0,0.0,0.0,,,78475.0,0.0,538.0
2013-03-27,0.0,0.0,0.0,,,78525.0,0.0,538.0
2013-03-28,0.0,0.0,0.0,,,78450.0,0.0,538.0
2013-04-01,0.0,0.0,0.0,,,78425.0,0.0,538.0
2013-04-02,0.0,0.0,0.0,,,78900.0,0.0,538.0
2013-04-03,0.0,0.0,0.0,,,78475.0,0.0,538.0
2013-04-04,0.0,0.0,0.0,,,78725.0,0.0,538.0
2013-04-05,0.0,0.0,0.0,,,79500.0,0.0,538.0
2013-04-08,0.0,0.0,0.0,,,79650.0,0.0,538.0
2013-04-09,0.0,0.0,0.0,,,79925.0,0.0,538.0
2013-04-10,0.0,0.0,0.0,,,80025.0,0.0,538.0
2013-04-11,0.0,0.0,0.0,,,80525.0,0.0,538.0
2013-04-12,0.0,0.0,0.0,,,80075.0,0.0,538.0
2013-04-15,0.0,0.0,0.0,,,79225.0,0.0,538.0
2013-04-16,0.0,0.0,0.0,,,79925.0,0.0,538.0
2013-04-17,0.0,0.0,0.0,,,79400.0,100.0,538.0
2013-04-18,0.0,0.0,0.0,,,78875.0,200.0,512.0
2013-04-19,0.0,0.0,0.0,,,79075.0,0.0,512.0
2013-04-22,0.0,0.0,0.0,,,79250.0,0.0,512.0
2013-04-23,0.0,0.0,0.0,,,79375.0,0.0,512.0
2013-04-24,0.0,0.0,0.0,,,79675.0,0.0,512.0
2013-04-25,0.0,0.0,0.0,,,79975.0,0.0,512.0
2013-04-26,0.0,0.0,0.0,,,80125.0,0.0,512.0
2013-04-29,0.0,0.0,0.0,,,80000.0,0.0,512.0
2013-04-30,0.0,0.0,0.0,,,80250.0,0.0,512.0
2013-05-01,0.0,0.0,0.0,,,80000.0,0.0,512.0
2013-05-02,0.0,0.0,0.0,,,79925.0,0.0,512.0
2013-05-03,0.0,0.0,0.0,,,80775.0,0.0,512.0
2013-05-06,0.0,0.0,0.0,,,80475.0,0.0,512.0
2013-05-07,0.0,0.0,0.0,,,81000.0,0.0,512.0
2013-05-08,0.0,0.0,0.0,,,80850.0,0.0,512.0
2013-05-09,0.0,0.0,0.0,,,81125.0,0.0,512.0
2013-05-10,0.0,0.0,0.0,,,80500.0,0.0,512.0
2013-05-13,0.0,0.0,0.0,,,80375.0,0.0,512.0
2013-05-14,0.0,0.0,0.0,,,80000.0,0.0,512.0
2013-05-15,0.0,0.0,0.0,,,79775.0,0.0,512.0
2013-05-16,0.0,0.0,0.0,,,79600.0,0.0,512.0
2013-05-17,0.0,0.0,0.0,,,79100.0,0.0,512.0
2013-05-20,0.0,0.0,0.0,,,79475.0,0.0,512.0
2013-05-21,0.0,0.0,0.0,,,79300.0,0.0,512.0
2013-05-22,0.0,0.0,0.0,,,78725.0,0.0,512.0
2013-05-23,0.0,0.0,0.0,,,78700.0,0.0,512.0
2013-05-24,0.0,0.0,0.0,,,77975.0,0.0,512.0
2013-05-28,0.0,0.0,0.0,,,77550.0,0.0,512.0
2013-05-29,77900.0,77900.0,77900.0,,,76975.0,50.0,512.0
2013-05-30,0.0,0.0,0.0,,,76400.0,0.0,538.0
2013-05-31,0.0,0.0,0.0,,,76050.0,0.0,538.0
2013-06-03,0.0,0.0,0.0,,,76650.0,0.0,538.0
2013-06-04,0.0,0.0,0.0,,,76625.0,0.0,538.0
2013-06-05,0.0,0.0,0.0,,,76000.0,0.0,538.0
2013-06-06,0.0,0.0,0.0,,,76050.0,0.0,538.0
2013-06-07,0.0,0.0,0.0,,,76525.0,0.0,538.0
2013-06-10,0.0,0.0,0.0,,,76075.0,0.0,538.0
2013-06-11,0.0,0.0,75775.0,,,76425.0,0.0,538.0
2013-06-12,0.0,0.0,0.0,,,75875.0,0.0,538.0
2013-06-13,0.0,76500.0,0.0,,,76700.0,0.0,538.0
2013-06-14,0.0,0.0,0.0,,,76850.0,0.0,538.0
2013-06-17,0.0,0.0,0.0,,,76125.0,0.0,538.0
2013-06-18,0.0,0.0,0.0,,,75800.0,0.0,538.0
2013-06-19,0.0,0.0,75325.0,,,74650.0,0.0,538.0
2013-06-20,0.0,0.0,73725.0,,,72675.0,0.0,538.0
2013-06-21,0.0,72775.0,0.0,,,73475.0,0.0,538.0
2013-06-24,0.0,0.0,0.0,,,73550.0,0.0,538.0
2013-06-25,0.0,0.0,0.0,,,73900.0,0.0,538.0
2013-06-26,0.0,0.0,0.0,,,74250.0,0.0,538.0
2013-06-27,0.0,74425.0,0.0,,,75375.0,0.0,538.0
2013-06-28,0.0,0.0,0.0,,,75525.0,0.0,538.0
2013-07-01,0.0,0.0,0.0,,,75725.0,0.0,538.0
2013-07-02,74800.0,74800.0,74800.0,,,74825.0,1.0,538.0
2013-07-03,0.0,0.0,0.0,,,75275.0,0.0,539.0
2013-07-05,0.0,0.0,0.0,,,74750.0,0.0,539.0
2013-07-08,0.0,75200.0,0.0,,,76125.0,0.0,539.0
2013-07-09,0.0,0.0,0.0,,,75975.0,0.0,539.0
2013-07-10,0.0,0.0,0.0,,,75600.0,0.0,539.0
2013-07-11,0.0,75800.0,0.0,,,76575.0,0.0,539.0
2013-07-12,0.0,0.0,0.0,,,76300.0,0.0,539.0
2013-07-15,0.0,76550.0,0.0,,,77200.0,0.0,539.0
2013-07-16,0.0,0.0,0.0,,,77600.0,0.0,539.0
2013-07-17,0.0,0.0,0.0,,,78150.0,0.0,539.0
2013-07-18,0.0,0.0,0.0,,,78375.0,0.0,539.0
2013-07-19,0.0,0.0,0.0,,,78225.0,0.0,539.0
2013-07-22,0.0,0.0,0.0,,,78350.0,0.0,539.0
2013-07-23,0.0,0.0,0.0,,,78400.0,0.0,539.0
2013-07-24,77675.0,77675.0,77675.0,,,77525.0,1.0,539.0
2013-07-25,77900.0,77900.0,77900.0,,,77375.0,1.0,539.0
2013-07-26,0.0,0.0,0.0,,,77375.0,0.0,538.0
2013-07-29,0.0,0.0,0.0,,,76975.0,0.0,538.0
2013-07-30,0.0,0.0,0.0,,,76775.0,0.0,538.0
2013-07-31,0.0,0.0,0.0,,,76875.0,0.0,538.0
2013-08-01,0.0,0.0,0.0,,,76350.0,0.0,538.0
2013-08-02,0.0,76775.0,0.0,,,77375.0,0.0,538.0
2013-08-05,0.0,0.0,0.0,,,77350.0,0.0,538.0
2013-08-06,0.0,0.0,0.0,,,77450.0,0.0,538.0
2013-08-07,0.0,0.0,0.0,,,76975.0,0.0,538.0
2013-08-08,0.0,77200.0,0.0,,,77925.0,0.0,538.0
2013-08-09,0.0,0.0,0.0,,,77950.0,0.0,538.0
2013-08-12,0.0,0.0,0.0,,,77475.0,0.0,538.0
2013-08-13,0.0,0.0,0.0,,,77125.0,0.0,538.0
2013-08-14,0.0,0.0,0.0,,,77025.0,0.0,538.0
2013-08-15,0.0,0.0,0.0,,,76550.0,0.0,538.0
2013-08-16,0.0,0.0,0.0,,,76050.0,0.0,538.0
2013-08-19,0.0,0.0,75850.0,,,75175.0,0.0,539.0
2013-08-20,75750.0,75750.0,75750.0,,,75700.0,26.0,539.0
2013-08-21,0.0,0.0,74900.0,,,74650.0,0.0,564.0
2013-08-22,0.0,0.0,0.0,,,74550.0,0.0,564.0
2013-08-23,0.0,75150.0,0.0,,,75550.0,0.0,564.0
2013-08-26,0.0,0.0,75325.0,,,74550.0,0.0,564.0
2013-08-27,0.0,0.0,74450.0,,,74100.0,0.0,564.0
2013-08-28,0.0,0.0,0.0,,,73900.0,0.0,564.0
2013-08-29,0.0,0.0,0.0,,,73625.0,0.0,564.0
2013-08-30,0.0,0.0,0.0,,,73550.0,0.0,564.0
2013-09-03,73400.0,73400.0,73400.0,,,73300.0,50.0,564.0
2013-09-04,0.0,0.0,0.0,,,73850.0,0.0,564.0
2013-09-05,0.0,0.0,0.0,,,73475.0,0.0,564.0
2013-09-06,0.0,74050.0,0.0,,,74550.0,0.0,564.0
2013-09-09,0.0,0.0,0.0,,,75150.0,0.0,564.0
2013-09-10,0.0,0.0,0.0,,,75200.0,0.0,564.0
2013-09-11,0.0,0.0,0.0,,,75425.0,0.0,564.0
2013-09-12,0.0,0.0,0.0,,,75300.0,0.0,564.0
2013-09-13,0.0,0.0,0.0,,,75575.0,0.0,564.0
2013-09-16,0.0,76100.0,0.0,,,76050.0,0.0,564.0
2013-09-17,0.0,76300.0,0.0,,,76225.0,0.0,564.0
2013-09-18,77175.0,77850.0,75925.0,,,77750.0,30.0,564.0
2013-09-19,0.0,78350.0,77375.0,,,77650.0,0.0,594.0
2013-09-20,76950.0,76950.0,76350.0,,,76700.0,15.0,594.0
2013-09-23,0.0,77250.0,76675.0,,,77100.0,0.0,579.0
2013-09-24,0.0,0.0,76200.0,,,76575.0,0.0,579.0
2013-09-25,76225.0,76225.0,75775.0,,,75950.0,16.0,579.0
2013-09-26,0.0,76225.0,75275.0,,,75625.0,0.0,578.0
2013-09-27,0.0,0.0,74850.0,,,74925.0,0.0,578.0
2013-09-30,0.0,75375.0,74625.0,,,75150.0,1.0,578.0
2013-10-01,0.0,75650.0,74900.0,,,74975.0,0.0,578.0
2013-10-02,0.0,75425.0,74725.0,,,75325.0,1.0,578.0
2013-10-03,0.0,0.0,74025.0,,,74925.0,1.0,578.0
2013-10-04,0.0,75625.0,0.0,,,75500.0,0.0,578.0
2013-10-07,75475.0,75475.0,74950.0,,,75425.0,2.0,578.0
2013-10-08,74950.0,75575.0,74700.0,,,74925.0,2.0,579.0
2013-10-09,0.0,75100.0,74700.0,,,74925.0,3.0,580.0
2013-10-10,75650.0,75675.0,74800.0,,,75575.0,5.0,582.0
2013-10-11,0.0,76125.0,75350.0,,,76050.0,1.0,583.0
2013-10-14,0.0,76325.0,75625.0,,,75875.0,1.0,583.0
2013-10-15,0.0,76375.0,0.0,,,76025.0,0.0,584.0
2013-10-16,76050.0,76975.0,76050.0,,,76800.0,9.0,584.0
2013-10-17,77200.0,77550.0,77200.0,,,77450.0,717.0,584.0
2013-10-18,0.0,77500.0,76925.0,,,77100.0,0.0,1181.0
2013-10-21,76425.0,76425.0,76150.0,,,76200.0,7.0,1181.0
2013-10-22,0.0,77050.0,76075.0,,,77000.0,0.0,1184.0
2013-10-23,76200.0,77100.0,76150.0,,,76375.0,1.0,1184.0
2013-10-24,0.0,76500.0,75875.0,,,76375.0,0.0,1183.0
2013-10-25,76325.0,77100.0,76125.0,,,76850.0,827.0,1183.0
2013-10-28,77050.0,77075.0,76625.0,,,76750.0,5.0,1168.0
2013-10-29,0.0,76825.0,76525.0,,,76725.0,2.0,1173.0
2013-10-30,0.0,77150.0,76150.0,,,76650.0,1.0,1172.0
2013-10-31,76400.0,76425.0,75800.0,,,76050.0,11.0,1173.0
2013-11-01,0.0,0.0,75550.0,,,75700.0,0.0,1183.0
2013-11-04,0.0,76300.0,0.0,,,76125.0,0.0,1183.0
2013-11-05,76075.0,76200.0,75075.0,,,75200.0,11.0,1183.0
2013-11-06,75400.0,75650.0,75100.0,,,75400.0,2.0,1183.0
2013-11-07,75175.0,75600.0,74725.0,,,74850.0,14.0,1184.0
2013-11-08,75050.0,75350.0,74275.0,,,75100.0,50.0,1183.0
2013-11-11,75300.0,75375.0,74600.0,,,74825.0,10.0,1232.0
2013-11-12,75225.0,75225.0,74550.0,,,74925.0,5346.0,1240.0
2013-11-13,75425.0,76050.0,75425.0,,,75550.0,2138.0,5423.0
2013-11-14,76100.0,76425.0,75650.0,,,76375.0,99.0,7058.0
2013-11-15,0.0,76600.0,76250.0,,,76625.0,0.0,7150.0
2013-11-18,76975.0,77050.0,76975.0,,,76875.0,7.0,7150.0
2013-11-19,76650.0,76975.0,76450.0,,,76525.0,2359.0,7157.0
2013-11-20,76450.0,76750.0,75575.0,,,75675.0,352.0,8406.0
2013-11-21,75625.0,76075.0,75375.0,,,75925.0,42.0,8545.0
2013-11-22,76075.0,76450.0,75775.0,,,76425.0,16668.0,8575.0
2013-11-25,76350.0,76500.0,75950.0,,,76050.0,679.0,14936.0
2013-11-26,75775.0,76075.0,75475.0,,,76025.0,65.0,15001.0
2013-11-27,75700.0,75825.0,75575.0,,,75600.0,354.0,15016.0
2013-11-29,75600.0,75975.0,75575.0,,,75575.0,119.0,15319.0
2013-12-02,75625.0,75775.0,75000.0,,,75175.0,8938.0,15317.0
2013-12-03,75200.0,75775.0,74800.0,,,75700.0,13481.0,19160.0
2013-12-04,75600.0,76200.0,75375.0,,,76050.0,970.0,22993.0
2013-12-05,76150.0,76400.0,75775.0,,,75950.0,4829.0,23143.0
2013-12-06,75700.0,76950.0,75700.0,,,76850.0,4559.0,23310.0
2013-12-09,76925.0,77550.0,76850.0,,,77225.0,77444.0,25722.0
2013-12-10,77350.0,77575.0,77050.0,,,77200.0,36345.0,67788.0
2013-12-11,77125.0,77375.0,76175.0,,,76450.0,37552.0,84200.0
2013-12-12,76200.0,76725.0,75875.0,,,76675.0,35524.0,13.0
2013-12-13,76625.0,77175.0,76350.0,,,77075.0,27778.0,51.0
2013-12-16,77050.0,77200.0,76525.0,,,76725.0,16974.0,51.0
2013-12-17,76825.0,76950.0,76550.0,,,76650.0,15654.0,52.0
2013-12-18,76725.0,77450.0,76125.0,,,77150.0,42449.0,53.0
2013-12-19,77100.0,77175.0,76325.0,,,76400.0,27439.0,53.0
2013-12-20,76800.0,76875.0,76025.0,,,76550.0,24100.0,65.0
2013-12-23,76725.0,76800.0,76450.0,,,76600.0,9644.0,65.0
2013-12-24,76450.0,76600.0,76250.0,,,76350.0,5922.0,65.0
2013-12-26,76325.0,76375.0,75900.0,,,76075.0,10275.0,69.0
2013-12-27,75975.0,76175.0,75725.0,,,76075.0,24623.0,69.0
2013-12-30,76175.0,76250.0,75900.0,,,76075.0,17087.0,69.0
2013-12-31,76100.0,76400.0,75825.0,,,75925.0,12006.0,62.0
2014-01-02,75825.0,75975.0,75500.0,,,75500.0,25362.0,63.0
2014-01-03,75550.0,76150.0,75500.0,,,75975.0,18806.0,62.0
2014-01-06,75875.0,76125.0,75675.0,,,75975.0,22824.0,70.0
2014-01-07,76050.0,76550.0,75825.0,,,76350.0,31100.0,71.0
2014-01-08,76425.0,76600.0,75675.0,,,75800.0,37225.0,70.0
2014-01-09,75725.0,76050.0,75625.0,,,75900.0,33548.0,70.0
2014-01-10,76000.0,76800.0,75950.0,,,76750.0,51955.0,70.0
2014-01-13,76725.0,76775.0,76025.0,,,76075.0,24960.0,70.0
2014-01-14,76075.0,76200.0,75725.0,,,75950.0,24640.0,70.0
2014-01-15,76000.0,76050.0,75225.0,,,75300.0,48747.0,70.0
2014-01-16,75350.0,75400.0,74650.0,,,75050.0,44640.0,70.0
2014-01-17,74950.0,75250.0,74725.0,,,75175.0,27349.0,70.0
2014-01-21,75175.0,75275.0,74575.0,,,74925.0,30566.0,78.0
2014-01-22,74950.0,75125.0,74525.0,,,74775.0,32846.0,79.0
2014-01-23,74850.0,74850.0,74050.0,,,74350.0,53866.0,79.0
2014-01-24,74275.0,74425.0,73200.0,,,74175.0,65823.0,54.0
2014-01-27,74100.0,74650.0,73650.0,,,74450.0,62841.0,54.0
2014-01-28,74475.0,75450.0,74400.0,,,75150.0,37494.0,54.0
2014-01-29,75475.0,75600.0,73950.0,,,74475.0,64907.0,55.0
2014-01-30,74350.0,75050.0,74150.0,,,74525.0,38242.0,55.0
2014-01-31,74600.0,74900.0,73950.0,,,74725.0,45860.0,54.0
2014-02-03,74625.0,74875.0,73525.0,,,73625.0,36952.0,55.0
2014-02-04,73600.0,74850.0,73575.0,,,74675.0,52252.0,54.0
2014-02-05,74750.0,75400.0,74450.0,,,75050.0,49642.0,125174.0
2014-02-06,75075.0,75625.0,74950.0,,,75250.0,31405.0,116903.0
2014-02-07,75150.0,75200.0,74450.0,,,75075.0,45585.0,113957.0
2014-02-10,75025.0,75250.0,74800.0,,,74900.0,17836.0,111639.0
2014-02-11,74900.0,75275.0,74675.0,,,75075.0,33653.0,110644.0
2014-02-12,75050.0,75200.0,74700.0,,,74800.0,21748.0,109613.0
2014-02-13,74925.0,75350.0,74500.0,,,75250.0,49387.0,107453.0
2014-02-14,75225.0,75500.0,75025.0,,,75375.0,42895.0,109243.0
2014-02-18,75375.0,75700.0,75325.0,,,75425.0,49387.0,103832.0
2014-02-19,75350.0,75450.0,74800.0,,,74900.0,30035.0,88512.0
2014-02-20,74875.0,75250.0,74675.0,,,75200.0,28002.0,87473.0
2014-02-21,75150.0,75350.0,74950.0,,,75300.0,20917.0,87905.0
2014-02-24,75300.0,75700.0,75075.0,,,75375.0,28698.0,86179.0
2014-02-25,75325.0,75650.0,75200.0,,,75525.0,26156.0,85004.0
2014-02-26,75475.0,75550.0,74725.0,,,74825.0,31582.0,85791.0
2014-02-27,74875.0,75375.0,74725.0,,,75275.0,28610.0,84395.0
2014-02-28,75275.0,75600.0,75025.0,,,75300.0,31117.0,83411.0
2014-03-03,75225.0,75250.0,74825.0,,400.0,74900.0,28984.0,83411.0
2014-03-04,75100.0,75400.0,74900.0,,,75275.0,31117.0,83411.0
2014-03-05,75225.0,75500.0,75200.0,,200.0,75475.0,18972.0,82791.0
2014-03-06,75425.0,76150.0,75425.0,,475.0,75950.0,38091.0,83289.0
