Date,Settle
2016-09-13,131.61
2016-09-19,131.31
2016-09-20,131.54
2016-09-21,131.32
2016-09-22,132.15
2016-09-23,132.26
2016-09-26,132.45
2016-09-27,132.34
2016-09-28,132.65
2016-09-29,132.89
2016-09-30,133.21
2016-10-04,132.75
2016-10-05,132.08
2016-10-06,131.79
2016-10-07,131.95
2016-10-10,131.6
2016-10-11,130.96
2016-10-12,131.32
2016-10-13,131.8
2016-10-14,131.65
2016-10-17,130.8
2016-10-18,131.05
2016-10-19,131.03
2016-10-20,131.03
2016-10-21,130.75
2016-10-24,131.17
2016-10-25,130.8
2016-10-26,130.65
2016-10-27,130.375
2016-10-28,129.65
2016-10-31,130.23
2016-11-01,129.68
2016-11-02,130.2
2016-11-03,130.3
2016-11-04,129.98
2016-11-07,129.89
2016-11-08,130.0
2016-11-09,130.6
2016-11-10,128.61
2016-11-11,127.995
2016-11-14,125.7
2016-11-15,126.35
2016-11-16,125.42
2016-11-17,126.38
2016-11-18,125.58
2016-11-21,125.57
2016-11-22,125.35
2016-11-23,125.55
2016-11-24,124.88
2016-11-25,124.93
2016-11-28,125.42
2016-11-29,125.42
2016-11-30,125.37
2016-12-01,124.85
2016-12-02,124.25
2016-12-05,125.09
2016-12-06,124.8
2016-12-07,124.92
2016-12-08,125.32
2016-12-09,124.8
2016-12-12,124.32
2016-12-13,124.87
2016-12-14,125.6
2016-12-15,124.98
2016-12-16,125.31
2016-12-19,125.12
