Date,Settle
2014-06-12,263.15
2014-06-13,259.45
2014-06-16,260.375
2014-06-17,261.4
2014-06-18,259.9
2014-06-19,260.5
2014-06-20,256.65
2014-06-23,258.05
2014-06-24,261.05
2014-06-25,259.15
2014-06-26,261.15
2014-06-27,260.55
2014-06-30,260.9
2014-07-01,260.95
2014-07-02,262.9
2014-07-03,262.775
2014-07-04,262.15
2014-07-07,260.7
2014-07-08,260.45
2014-07-09,259.35
2014-07-10,259.8
2014-07-11,257.65
2014-07-14,258.5
2014-07-15,261.4
2014-07-16,261.8
2014-07-17,262.5
2014-07-18,262.15
2014-07-21,262.2
2014-07-22,264.0
2014-07-23,263.6
2014-07-24,264.05
2014-07-25,264.625
2014-07-28,266.9
2014-07-29,269.57500000000005
2014-07-30,274.125
2014-07-31,271.65
2014-08-01,270.4
2014-08-04,269.9
2014-08-05,268.45
2014-08-06,267.8
2014-08-07,266.25
2014-08-08,263.025
2014-08-11,264.8
2014-08-12,264.5
2014-08-13,266.35
2014-08-14,267.0
2014-08-18,265.05
2014-08-19,267.7
2014-08-20,267.125
2014-08-21,262.6
2014-08-22,264.6
2014-08-25,265.2
2014-08-26,266.3
2014-08-27,266.5
2014-08-28,266.8
2014-08-29,265.55
2014-09-01,265.35
2014-09-02,262.95
2014-09-03,262.4
2014-09-04,262.95
2014-09-05,261.9
2014-09-11,261.0
