Date,Settle
2012-12-27,266.55
2013-01-21,268.2
2013-01-24,265.5
2013-03-13,267.95
2013-04-09,257.2
2013-05-09,258.7
2013-06-04,263.9
2013-06-05,260.8
2013-06-11,253.9
2013-06-12,251.6
2013-06-13,247.15
2013-06-14,247.4
2013-06-17,248.0
2013-06-18,249.0
2013-06-19,248.15
2013-06-20,242.1
2013-06-21,238.0
2013-06-24,235.8
2013-06-25,234.3
2013-06-26,233.35
2013-06-27,240.5
2013-06-28,243.45
2013-07-01,243.7
2013-07-02,243.8
2013-07-03,239.0
2013-07-04,240.7
2013-07-05,240.35
2013-07-08,237.6
2013-07-09,239.5
2013-07-10,238.15
2013-07-11,245.9
2013-07-12,244.5
2013-07-15,246.0
2013-07-16,244.05
2013-07-17,246.2
2013-07-18,245.0
2013-07-19,244.45
2013-07-22,245.25
2013-07-23,248.55
2013-07-24,249.65
2013-07-25,249.35
2013-07-26,250.4
2013-07-29,249.1
2013-07-30,251.0
2013-07-31,249.75
2013-08-01,251.3
2013-08-02,251.9
2013-08-05,250.6
2013-08-06,248.3
2013-08-07,244.7
2013-08-08,244.9
2013-08-09,245.25
2013-08-12,245.65
2013-08-13,249.7
2013-08-14,251.1
2013-08-16,250.75
2013-08-19,250.6
2013-08-20,246.8
2013-08-21,243.25
2013-08-22,241.85
2013-08-23,244.6
2013-08-26,247.15
2013-08-27,247.1
2013-08-28,247.15
2013-08-29,251.2
2013-08-30,252.65
2013-09-02,253.4
2013-09-03,254.3
2013-09-04,253.9
2013-09-05,257.15
2013-09-06,258.1
2013-09-09,260.0
2013-09-10,262.75
2013-09-11,263.95
2013-09-12,263.9
2013-09-13,263.1
2013-09-16,265.5
2013-09-17,264.2
2013-09-23,264.95
2013-09-24,264.65
2013-09-25,263.2
2013-09-26,265.3
2013-09-27,265.2
2013-09-30,263.05
2013-10-01,263.5
2013-10-02,263.8
2013-10-04,263.35
2013-10-07,263.15
2013-10-08,264.65
2013-10-10,263.7
2013-10-11,268.6
2013-10-14,268.2
2013-10-15,270.35
2013-10-16,270.6
2013-10-17,271.55
2013-10-18,272.95
2013-10-21,272.9
2013-10-22,272.8
2013-10-23,269.4
2013-10-24,270.7
2013-10-25,268.15
2013-10-28,271.0
2013-10-29,272.0
2013-10-30,272.9
2013-10-31,268.85
2013-11-01,269.5
2013-11-04,267.0
2013-11-05,265.65
2013-11-06,265.6
2013-11-07,263.5
2013-11-08,261.2
2013-11-11,261.7
2013-11-12,263.45
2013-11-13,258.5
2013-11-14,259.7
2013-11-15,264.75
2013-11-18,265.6
2013-11-19,268.6
2013-11-20,266.9
2013-11-21,262.2
2013-11-22,263.8
2013-11-25,266.3
2013-11-26,267.3
2013-11-27,267.8
2013-11-28,270.0
2013-11-29,270.15
2013-12-02,268.3
2013-12-03,264.9
2013-12-04,261.5
2013-12-05,260.7
2013-12-06,261.275
