Date,Settle
2015-03-13,123.28
2015-03-16,123.8
2015-03-17,123.73
2015-03-18,124.2
2015-03-19,124.9
2015-03-20,124.9
2015-03-23,124.93
2015-03-24,125.07
2015-03-25,125.31
2015-03-26,125.2
2015-03-27,125.21
2015-03-30,125.35
2015-03-31,125.35
2015-04-01,125.52
2015-04-02,125.8
2015-04-03,126.24
2015-04-06,126.42
2015-04-07,126.06
2015-04-08,125.93
2015-04-09,126.33
2015-04-10,126.51
2015-04-13,126.07
2015-04-14,125.93
2015-04-15,125.82
2015-04-16,125.44
2015-04-17,126.04
2015-04-20,125.64
2015-04-21,125.29
2015-04-22,125.33
2015-04-23,124.39
2015-04-24,124.22
2015-04-27,124.14
2015-04-28,123.42
2015-04-29,123.17
2015-04-30,122.96
2015-05-04,122.47
2015-05-06,121.42
2015-05-07,121.51
2015-05-08,122.73
2015-05-11,122.31
2015-05-12,121.07
2015-05-13,121.39
2015-05-14,121.92
2015-05-15,121.82
2015-05-18,121.89
2015-05-19,121.51
2015-05-20,122.03
2015-05-21,122.02
2015-05-22,122.21
2015-05-26,122.2
2015-05-27,122.67
2015-05-28,122.92
2015-05-29,124.01
2015-06-01,123.7
2015-06-02,123.84
2015-06-03,122.76
2015-06-04,122.22
2015-06-05,122.26
2015-06-08,122.16
2015-06-09,122.74
2015-06-10,122.61
2015-06-11,121.92
2015-06-12,122.58
