Date,Settle
2015-06-09,254.7
2015-06-10,252.85
2015-06-11,253.8
2015-06-12,251.35
2015-06-15,251.25
2015-06-16,248.4
2015-06-17,249.3
2015-06-18,249.55
2015-06-19,250.65
2015-06-22,251.75
2015-06-23,255.25
2015-06-24,255.05
2015-06-25,254.75
2015-06-26,254.9
2015-06-29,251.5
2015-06-30,252.35
2015-07-01,255.6
2015-07-02,255.8
2015-07-03,255.0
2015-07-06,248.65
2015-07-07,249.05
2015-07-08,245.5
2015-07-09,247.55
2015-07-10,247.55
2015-07-13,249.4
2015-07-14,249.1
2015-07-15,249.8
2015-07-16,251.45
2015-07-17,249.9
2015-07-20,249.3
2015-07-21,249.9
2015-07-22,247.325
2015-07-23,247.5
2015-07-24,244.75
2015-07-27,245.2
2015-07-28,245.45
2015-07-29,246.5
2015-07-30,244.45
2015-07-31,243.45
2015-08-03,242.25
2015-08-04,243.25
2015-08-05,243.55
2015-08-06,240.35
2015-08-07,239.9
2015-08-10,239.45
2015-08-11,238.55
2015-08-12,236.45
2015-08-13,238.35
2015-08-17,236.15
2015-08-18,235.4
2015-08-19,233.6
2015-08-20,231.4
2015-08-21,228.1
2015-08-24,221.0
2015-08-25,223.15
2015-08-26,226.75
2015-08-27,227.95
2015-08-28,231.4
2015-08-31,231.05
2015-09-01,228.8
2015-09-02,229.45
2015-09-03,229.5
2015-09-04,227.35
2015-09-07,227.4
