,Date,Open,High,Low,Close,Settle,Change,Volume,EFP,Open Interest
0,2009-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2009-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2009-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2009-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2009-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2009-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2009-06-17,0.0,0.0,0.0,0.0,30.7,30.7,0.0,0.0,0.0
7,2009-06-18,30.1,30.1,29.95,29.95,30.1,-0.6,7.0,0.0,7.0
8,2009-06-19,29.65,30.45,29.65,30.2,30.25,0.15,14.0,0.0,21.0
9,2009-06-22,30.5,30.7,30.2,30.7,30.6,0.35,12.0,0.0,28.0
10,2009-06-23,30.45,30.5,30.45,30.45,30.6,0.0,3.0,0.0,27.0
11,2009-06-24,30.2,30.35,30.0,30.0,30.05,-0.55,32.0,0.0,46.0
12,2009-06-25,30.35,30.35,29.7,29.7,29.7,-0.35,54.0,0.0,85.0
13,2009-06-26,29.75,29.75,29.5,29.56,29.6,-0.1,43.0,0.0,101.0
14,2009-06-29,29.75,29.95,29.1,29.2,29.15,-0.45,22.0,0.0,117.0
15,2009-06-30,28.8,29.45,28.8,29.2,29.2,0.05,25.0,0.0,129.0
16,2009-07-01,28.45,29.25,28.45,28.75,28.75,-0.45,22.0,0.0,149.0
17,2009-07-02,29.0,29.65,29.0,29.65,29.55,0.8,23.0,0.0,161.0
18,2009-07-06,29.05,30.1,29.05,29.5,29.6,0.05,27.0,0.0,160.0
19,2009-07-07,29.8,30.0,29.65,29.85,30.25,0.65,22.0,0.0,139.0
20,2009-07-08,30.15,30.85,30.15,30.6,30.55,0.3,25.0,0.0,147.0
21,2009-07-09,30.4,30.5,30.2,30.5,30.5,-0.05,14.0,0.0,154.0
22,2009-07-10,31.15,31.15,30.3,30.55,30.5,0.0,27.0,0.0,167.0
23,2009-07-13,30.45,30.75,30.28,30.28,30.35,-0.15,24.0,0.0,171.0
24,2009-07-14,30.4,30.4,30.2,30.2,30.25,-0.1,27.0,0.0,192.0
