Date,Settle
2016-06-20,130.92
2016-06-21,131.19
2016-06-22,130.95
2016-06-23,131.05
2016-06-24,132.4
2016-06-27,132.61
2016-06-28,132.57
2016-06-29,132.86
2016-06-30,132.77
2016-07-01,133.42
2016-07-04,133.36
2016-07-05,133.27
2016-07-06,133.77
2016-07-07,133.75
2016-07-08,133.75
2016-07-11,133.74
2016-07-12,133.64
2016-07-13,133.56
2016-07-14,133.78
2016-07-15,133.58
2016-07-18,133.38
2016-07-19,133.19
2016-07-20,133.3
2016-07-21,133.1
2016-07-22,133.33
2016-07-25,133.26
2016-07-26,133.42
2016-07-27,133.5
2016-07-28,134.03
2016-07-29,133.7
2016-08-01,133.9
2016-08-02,133.63
2016-08-03,133.21
2016-08-04,133.33
2016-08-05,133.59
2016-08-08,133.11
2016-08-09,133.27
2016-08-10,133.58
2016-08-11,133.52
2016-08-12,133.47
2016-08-16,133.6
2016-08-17,133.16
2016-08-18,133.33
2016-08-19,133.26
2016-08-22,133.09
2016-08-23,133.25
2016-08-24,133.25
2016-08-25,133.33
2016-08-26,133.34
2016-08-29,132.99
2016-08-30,132.79
2016-08-31,132.635
2016-09-01,132.06
2016-09-02,132.015
2016-09-05,132.31
2016-09-06,132.3
2016-09-07,132.83
2016-09-08,132.79
2016-09-09,132.22
2016-09-12,131.555
2016-09-13,131.66
