Date,Settle
2015-06-16,109.14
2015-06-17,108.99
2015-06-18,109.08
2015-06-19,109.13
2015-06-22,109.04
2015-06-23,109.01
2015-06-24,108.98
2015-06-25,109.02
2015-06-26,108.99
2015-06-29,109.1
2015-06-30,109.09
2015-07-01,109.03
2015-07-02,108.92
2015-07-03,108.92
2015-07-06,109.01
2015-07-07,109.02
2015-07-08,109.09
2015-07-09,109.06
2015-07-10,109.01
2015-07-13,109.02
2015-07-14,109.05
2015-07-15,109.1
2015-07-16,109.09
2015-07-17,109.12
2015-07-20,109.16
2015-07-21,109.19
2015-07-22,109.25
2015-07-23,109.39
2015-07-24,109.41
2015-07-27,109.42
2015-07-28,109.34
2015-07-29,109.36
2015-07-30,109.33
2015-07-31,109.2
2015-08-03,109.26
2015-08-04,109.24
2015-08-05,109.12
2015-08-06,109.14
2015-08-07,109.17
2015-08-10,109.28
2015-08-11,109.36
2015-08-12,109.47
2015-08-13,109.37
2015-08-17,109.41
2015-08-18,109.43
2015-08-19,109.37
2015-08-20,109.46
2015-08-21,109.49
2015-08-24,109.56
2015-08-25,109.49
2015-08-26,109.44
2015-08-27,109.48
2015-08-28,109.46
2015-08-31,109.42
2015-09-01,109.45
2015-09-02,109.53
2015-09-03,109.57
2015-09-04,109.69
2015-09-07,109.66
2015-09-08,109.6
2015-09-09,109.58
2015-09-10,109.65
2015-09-11,109.62
2015-09-14,109.58
2015-09-15,109.61
