Date,Open,High,Low,Settle,Volume,Open Interest
2013-12-19,0.0,0.0,0.0,21.45,0.0,0.0
2013-12-20,0.0,0.0,0.0,21.6,0.0,0.0
2013-12-23,0.0,0.0,0.0,21.5,0.0,0.0
2013-12-24,0.0,0.0,0.0,21.5,0.0,0.0
2013-12-27,0.0,0.0,0.0,21.5,0.0,0.0
2013-12-30,0.0,0.0,0.0,21.65,0.0,0.0
2014-01-02,0.0,0.0,0.0,21.75,0.0,0.0
2014-01-03,0.0,0.0,0.0,21.65,0.0,0.0
2014-01-06,0.0,0.0,0.0,21.45,0.0,0.0
2014-01-07,21.25,21.25,21.25,21.2,93.0,0.0
2014-01-08,21.2,21.4,21.2,21.3,201.0,93.0
2014-01-09,0.0,0.0,0.0,21.4,0.0,293.0
2014-01-13,0.0,0.0,0.0,21.2,0.0,293.0
2014-01-14,21.25,21.25,21.25,21.25,11.0,293.0
2014-01-15,21.1,21.2,21.1,21.1,159.0,304.0
2014-01-16,21.15,21.25,21.15,21.3,230.0,363.0
2014-01-17,21.3,21.3,21.3,21.3,1.0,570.0
2014-01-18,21.3,21.3,21.3,21.3,1.0,570.0
2014-01-20,21.3,21.3,21.3,21.25,2.0,571.0
2014-01-21,21.15,21.15,21.1,21.3,95.0,572.0
2014-01-22,21.1,21.15,21.1,21.15,6.0,658.0
2014-01-23,21.1,21.2,21.1,21.25,161.0,664.0
2014-01-24,21.65,21.7,21.45,21.7,5054.0,774.0
2014-01-27,21.75,21.75,21.55,21.55,628.0,5782.0
2014-01-28,21.45,21.45,21.3,21.35,330.0,6344.0
2014-01-29,21.1,21.6,21.05,21.4,200.0,6674.0
2014-01-30,21.5,21.5,21.3,21.4,166.0,6763.0
2014-01-31,21.6,22.0,21.6,21.7,779.0,6886.0
2014-02-03,22.0,22.05,21.85,22.15,2225.0,7062.0
2014-02-04,22.15,22.2,22.1,22.2,425.0,7167.0
2014-02-05,22.2,22.35,22.2,22.35,1450.0,7453.0
2014-02-06,22.4,22.45,21.95,22.1,1950.0,7603.0
2014-02-07,22.0,22.0,21.35,21.35,901.0,7949.0
2014-02-08,22.4,22.45,21.95,22.1,1950.0,7603.0
2014-02-09,22.4,22.45,21.95,22.1,1950.0,7603.0
2014-02-10,21.55,21.55,21.4,21.45,141.0,7978.0
2014-02-11,21.35,21.35,20.95,21.05,62.0,8011.0
2014-02-12,21.0,21.05,20.95,21.0,126.0,8068.0
2014-02-13,21.15,21.3,20.95,21.05,242.0,8191.0
2014-02-14,21.05,21.05,20.85,20.85,10.0,8336.0
2014-02-15,22.4,22.45,21.95,22.1,1950.0,7603.0
2014-02-16,22.4,22.45,21.95,22.1,1950.0,7603.0
2014-02-17,20.9,20.9,20.85,20.85,4.0,8341.0
2014-02-18,20.95,20.95,20.8,20.85,9.0,8343.0
2014-02-19,20.9,20.9,20.8,20.85,14.0,8348.0
2014-02-20,20.95,20.95,20.95,20.9,100.0,8348.0
2014-02-21,20.65,20.65,20.6,20.7,59.0,8348.0
2014-02-22,22.4,22.45,21.95,22.1,1950.0,7603.0
2014-02-23,22.4,22.45,21.95,22.1,1950.0,7603.0
2014-02-24,20.65,20.7,20.6,20.55,74.0,8348.0
2014-02-25,20.6,20.6,20.55,20.5,30.0,8411.0
2014-02-26,20.65,20.65,20.65,20.55,5.0,8441.0
2014-02-27,20.55,20.9,20.55,20.7,136.0,8437.0
2014-02-28,20.85,20.85,20.85,20.65,209.0,8337.0
2014-03-01,22.4,22.45,21.95,22.1,1950.0,7603.0
2014-03-02,22.4,22.45,21.95,22.1,1950.0,7603.0
2014-03-03,21.15,21.4,21.05,21.35,3017.0,8472.0
2014-03-04,21.05,21.05,20.65,20.65,255.0,10406.0
2014-03-05,20.6,20.65,20.55,20.6,445.0,10550.0
2014-03-06,20.55,20.6,20.5,20.55,172.0,10900.0
2014-03-07,20.55,20.75,20.55,20.75,109.0,11037.0
2014-03-10,20.65,21.05,20.6,21.0,86.0,11136.0
2014-03-11,20.95,21.0,20.75,20.9,329.0,11145.0
2014-03-12,20.95,21.15,20.95,21.0,201.0,11440.0
2014-03-13,21.05,21.25,20.85,21.25,26.0,11612.0
2014-03-14,21.3,21.75,21.3,21.6,1780.0,11623.0
2014-03-17,21.25,21.25,21.0,21.15,286.0,13094.0
2014-03-18,21.2,21.2,20.75,20.95,111.0,13283.0
2014-03-19,20.95,20.95,20.75,20.75,2538.0,13380.0
2014-03-20,20.75,20.85,20.65,20.6,461.0,15852.0
2014-03-21,20.4,20.7,20.35,20.7,524.0,15776.0
2014-03-24,20.6,21.0,20.6,21.0,326.0,15873.0
2014-03-25,20.95,20.95,20.7,20.9,140.0,16054.0
2014-03-26,20.6,20.75,20.5,20.65,766.0,16170.0
2014-03-27,20.75,20.8,20.65,20.75,63.0,16443.0
2014-03-28,20.55,20.65,20.55,20.7,175.0,16494.0
2014-03-31,20.6,20.65,20.6,20.7,104.0,16573.0
2014-04-01,20.6,20.6,20.2,20.25,225.0,16676.0
2014-04-02,20.2,20.2,20.2,20.25,20.0,16802.0
2014-04-03,20.15,20.15,20.0,20.15,75.0,16822.0
2014-04-04,20.05,20.2,20.0,20.2,134.0,16895.0
2014-04-07,20.3,20.4,20.3,20.4,230.0,16864.0
2014-04-08,20.35,20.5,20.25,20.3,294.0,16954.0
2014-04-09,20.2,20.25,20.2,20.25,71.0,17063.0
2014-04-10,20.2,20.5,20.15,20.45,549.0,17115.0
2014-04-11,20.5,20.8,20.5,20.65,1099.0,17366.0
2014-04-14,20.8,20.95,20.65,20.65,570.0,16926.0
2014-04-15,20.75,20.9,20.5,20.9,1068.0,16942.0
2014-04-16,20.55,20.55,20.35,20.35,123.0,17676.0
2014-04-17,20.25,20.25,19.95,19.95,570.0,17670.0
2014-04-22,19.95,19.95,19.75,19.8,222.0,17792.0
2014-04-23,19.8,19.9,19.75,19.85,482.0,17859.0
2014-04-24,19.7,19.95,19.7,19.8,236.0,17833.0
2014-04-25,19.85,20.1,19.85,20.1,836.0,17837.0
2014-04-28,19.9,19.95,19.8,19.9,70.0,17888.0
2014-04-29,19.65,19.7,19.5,19.55,331.0,17939.0
2014-04-30,19.65,19.7,19.4,19.45,351.0,18136.0
2014-05-02,19.45,19.65,19.45,19.6,508.0,18251.0
2014-05-05,19.65,19.9,19.45,19.5,318.0,18332.0
2014-05-06,19.4,19.7,19.4,19.7,342.0,18253.0
2014-05-07,19.75,19.75,19.5,19.55,124.0,18353.0
2014-05-08,19.35,19.4,19.05,19.05,1102.0,18412.0
2014-05-09,19.2,19.25,19.2,19.25,100.0,18643.0
2014-05-12,19.15,19.15,19.0,19.05,347.0,18626.0
2014-05-13,19.0,19.0,18.8,18.95,965.0,18458.0
2014-05-14,18.9,19.0,18.65,18.75,1873.0,18572.0
2014-05-15,18.7,19.0,18.55,18.95,4235.0,19018.0
2014-05-16,18.85,18.85,18.65,18.7,2169.0,19513.0
2014-05-19,18.6,18.75,18.35,18.4,4022.0,19591.0
2014-05-20,18.35,18.45,18.35,18.35,1783.0,19657.0
2014-05-21,18.45,18.6,18.3,18.6,6566.0,18128.0
2014-05-22,18.5,18.5,18.3,18.4,2175.0,19612.0
2014-05-23,18.45,18.45,18.35,18.4,252.0,21089.0
2014-05-26,0.0,0.0,18.15,18.2,809.0,21314.0
2014-05-27,18.15,18.25,18.05,18.2,3773.0,21490.0
2014-05-28,18.2,18.3,18.1,18.15,2295.0,22237.0
2014-05-29,18.25,18.3,18.2,18.25,1468.0,23860.0
2014-05-30,18.3,18.4,18.2,18.35,2147.0,24203.0
2014-06-02,18.35,18.5,18.3,18.4,1423.0,24777.0
2014-06-03,18.35,18.5,18.35,18.45,676.0,24918.0
2014-06-04,18.45,18.5,18.3,18.3,2906.0,25234.0
2014-06-05,18.3,18.3,17.65,17.8,9028.0,27351.0
2014-06-06,17.8,17.8,17.0,17.0,2672.0,30544.0
2014-06-09,16.85,16.95,16.7,16.85,1631.0,30671.0
2014-06-10,17.0,17.1,16.75,16.8,1342.0,30562.0
2014-06-11,16.85,17.05,16.65,17.0,2352.0,30658.0
2014-06-12,16.85,17.1,16.75,17.0,2552.0,30316.0
2014-06-13,17.15,17.65,17.15,17.25,3090.0,30606.0
2014-06-16,17.05,17.7,17.05,17.4,3423.0,30887.0
2014-06-17,17.2,17.55,17.1,17.15,7596.0,30597.0
2014-06-18,17.05,17.25,16.75,16.8,2927.0,30226.0
2014-06-19,16.35,16.5,16.05,16.25,4236.0,30194.0
2014-06-20,16.3,16.3,16.15,16.15,3881.0,30897.0
2014-06-23,16.25,16.5,16.2,16.3,3629.0,30900.0
2014-06-24,16.2,16.4,16.15,16.2,3091.0,30168.0
2014-06-25,16.45,16.7,16.3,16.45,7304.0,30428.0
2014-06-26,16.3,16.65,16.15,16.5,5225.0,31339.0
2014-06-27,16.55,16.6,16.35,16.45,4432.0,29799.0
2014-06-30,16.3,16.5,16.2,16.25,2290.0,30043.0
2014-07-01,16.1,16.2,15.9,15.95,2215.0,29910.0
2014-07-02,15.8,15.85,15.6,15.65,2872.0,29821.0
2014-07-03,15.65,15.65,15.2,15.3,3864.0,29532.0
2014-07-04,15.3,15.3,15.15,15.2,705.0,30306.0
2014-07-07,15.35,15.75,15.3,15.65,3622.0,30639.0
2014-07-08,15.7,16.35,15.7,16.3,7532.0,30226.0
2014-07-09,15.95,16.1,15.65,15.85,6845.0,30540.0
2014-07-10,15.95,17.1,15.8,16.6,19081.0,31925.0
2014-07-11,16.65,16.8,16.25,16.75,4561.0,35484.0
2014-07-14,16.3,16.35,15.9,15.95,7285.0,35894.0
2014-07-15,15.85,16.35,15.8,16.2,8454.0,37352.0
2014-07-16,16.05,16.1,15.6,15.8,11081.0,38223.0
2014-07-17,15.95,16.6,15.85,16.5,7546.0,40221.0
2014-07-18,16.9,17.35,16.35,16.5,11402.0,40615.0
2014-07-21,16.55,17.1,16.45,16.85,10684.0,43917.0
2014-07-22,16.65,16.65,16.15,16.2,7002.0,43327.0
2014-07-23,16.25,16.25,15.95,16.15,3732.0,40622.0
2014-07-24,16.3,16.6,15.9,16.25,6506.0,38999.0
2014-07-25,16.4,16.95,16.25,16.9,4234.0,37856.0
2014-07-28,16.7,17.2,16.6,16.75,13258.0,37675.0
2014-07-29,16.75,16.8,16.3,16.55,4059.0,37788.0
2014-07-30,16.55,16.9,16.3,16.7,6531.0,37392.0
2014-07-31,16.95,17.95,16.8,17.8,18029.0,36898.0
2014-08-01,17.8,18.75,17.55,18.55,12746.0,34355.0
2014-08-04,18.45,18.7,18.2,18.4,8813.0,35137.0
2014-08-05,18.0,18.15,17.65,17.8,9705.0,35568.0
2014-08-06,18.5,19.0,17.85,18.05,12365.0,34437.0
2014-08-07,18.35,18.9,18.15,18.85,12714.0,33096.0
2014-08-08,19.45,20.1,19.15,20.0,34340.0,33334.0
2014-08-11,19.2,19.55,18.4,18.6,11667.0,38415.0
2014-08-12,18.7,19.05,18.35,18.9,4941.0,34530.0
2014-08-13,18.4,18.45,17.8,17.8,4934.0,33720.0
2014-08-14,18.0,18.25,17.15,17.25,11181.0,33112.0
2014-08-15,17.1,20.3,16.35,19.15,17258.0,32628.0
2014-08-18,17.35,17.7,17.0,17.15,15154.0,22894.0
2014-08-19,16.8,16.85,15.65,16.1,26634.0,22541.0
2014-08-20,16.15,17.1,16.15,17.08,5170.0,12946.0
