Date,Open,High,Low,Last,Change,Settle,Volume,Open Interest
2008-12-31,1.4695,1.4695,1.4695,,,1.4695,0.0,0.0
2009-01-02,1.521,1.521,1.521,,,1.521,0.0,0.0
2009-01-05,1.5219999999999998,1.5219999999999998,1.5219999999999998,,,1.5219999999999998,0.0,0.0
2009-01-06,1.6380000000000001,1.6380000000000001,1.6380000000000001,,,1.6380000000000001,0.0,0.0
2009-01-07,1.567,1.567,1.567,,,1.567,0.0,0.0
2009-01-08,1.5390000000000001,1.5390000000000001,1.5390000000000001,,,1.5390000000000001,0.0,0.0
2009-01-09,1.6015,1.6015,1.6015,,,1.6015,0.0,0.0
2009-01-12,1.5330000000000001,1.5330000000000001,1.5330000000000001,,,1.5330000000000001,0.0,0.0
2009-01-13,1.6019999999999999,1.6019999999999999,1.6019999999999999,,,1.6019999999999999,0.0,0.0
2009-01-14,1.547,1.547,1.547,,,1.547,0.0,0.0
2009-01-15,1.5115,1.5115,1.5115,,,1.5115,0.0,0.0
2009-01-16,1.5830000000000002,1.5830000000000002,1.5830000000000002,,,1.5830000000000002,0.0,0.0
2009-01-20,1.5525,1.5525,1.5525,,,1.5525,0.0,0.0
2009-01-21,1.4815,1.4815,1.4815,,,1.4815,0.0,0.0
2009-01-22,1.4465,1.4465,1.4465,,,1.4465,0.0,0.0
2009-01-23,1.524,1.524,1.524,,,1.524,0.0,0.0
2009-01-26,1.635,1.635,1.635,,,1.635,0.0,0.0
2009-01-27,1.534,1.534,1.534,,,1.534,0.0,0.0
2009-01-28,1.544,1.544,1.544,,,1.544,0.0,0.0
2009-01-29,1.515,1.515,1.515,,,1.515,0.0,0.0
2009-01-30,1.528,1.528,1.528,,,1.528,0.0,0.0
2009-02-02,1.499,1.499,1.499,,,1.499,0.0,0.0
2009-02-03,1.5805,1.5805,1.5805,,,1.5805,0.0,0.0
2009-02-04,1.5785,1.5785,1.5785,,,1.5785,0.0,0.0
2009-02-05,1.5525,1.5525,1.5525,,,1.5525,0.0,0.0
2009-02-06,1.685,1.685,1.685,,,1.685,0.0,0.0
2009-02-09,1.6769999999999998,1.6769999999999998,1.6769999999999998,,,1.6769999999999998,0.0,0.0
2009-02-10,1.6425,1.6425,1.6425,,,1.6425,0.0,0.0
2009-02-11,1.6075,1.6075,1.6075,,,1.6075,0.0,0.0
2009-02-12,1.605,1.605,1.605,,,1.605,0.0,0.0
2009-02-13,1.6015,1.6015,1.6015,,,1.6015,0.0,0.0
2009-02-17,1.5030000000000001,1.5030000000000001,1.5030000000000001,,,1.5030000000000001,0.0,0.0
2009-02-18,1.515,1.515,1.515,,,1.515,0.0,0.0
2009-02-19,1.54,1.54,1.54,,,1.54,0.0,0.0
2009-02-20,1.4935,1.4935,1.4935,,,1.4935,0.0,0.0
2009-02-23,1.517,1.517,1.517,,,1.517,0.0,0.0
2009-02-24,1.5645,1.5645,1.5645,,,1.5645,0.0,0.0
2009-02-26,1.6335,1.6335,1.6335,,,1.6335,0.0,0.0
2009-02-27,1.5935,1.5935,1.5935,,,1.5935,0.0,0.0
2009-03-02,1.57,1.57,1.57,,,1.57,0.0,0.0
2009-03-03,1.6480000000000001,1.6480000000000001,1.6480000000000001,,,1.6480000000000001,0.0,0.0
2009-03-04,1.7265,1.7265,1.7265,,,1.7265,0.0,0.0
2009-03-05,1.6880000000000002,1.6880000000000002,1.6880000000000002,,,1.6880000000000002,0.0,0.0
2009-03-06,1.726,1.726,1.726,,,1.726,0.0,0.0
2009-03-09,1.695,1.695,1.695,,,1.695,0.0,0.0
2009-03-10,1.7365,1.7365,1.7365,,,1.7365,0.0,0.0
2009-03-11,1.6780000000000002,1.6780000000000002,1.6780000000000002,,,1.6780000000000002,0.0,0.0
2009-03-12,1.686,1.686,1.686,,,1.686,0.0,0.0
2009-03-13,1.7209999999999999,1.7209999999999999,1.7209999999999999,,,1.7209999999999999,0.0,0.0
2009-03-16,1.7935,1.7935,1.7935,,,1.7935,0.0,0.0
2009-03-17,1.765,1.765,1.765,,,1.765,0.0,0.0
2009-03-18,1.768,1.768,1.768,,,1.768,0.0,0.0
2009-03-19,1.8555,1.8555,1.8555,,,1.8555,13.0,12.0
2009-03-20,1.8459999999999999,1.8459999999999999,1.8459999999999999,,,1.8459999999999999,0.0,12.0
2009-03-23,1.8925,1.8925,1.8925,,,1.8925,0.0,12.0
2009-03-24,1.8659999999999999,1.8659999999999999,1.8659999999999999,,,1.8659999999999999,0.0,12.0
2009-03-25,1.8630000000000002,1.8630000000000002,1.8630000000000002,,,1.8630000000000002,0.0,12.0
2009-03-26,1.9135,1.9135,1.9135,,,1.9135,0.0,12.0
2009-03-27,1.8940000000000001,1.8940000000000001,1.8940000000000001,,,1.8940000000000001,0.0,12.0
2009-03-30,1.8265,1.8265,1.8265,,,1.8265,0.0,12.0
2009-03-31,1.899,1.899,1.899,,,1.899,0.0,12.0
2009-04-01,1.9005,1.9005,1.9005,,,1.9005,0.0,12.0
2009-04-02,1.9335,1.9335,1.9335,,,1.9335,0.0,12.0
2009-04-03,2.0275,2.0275,2.0275,,,2.0275,0.0,12.0
2009-04-06,1.994,1.994,1.994,,,1.994,3.0,12.0
2009-04-07,2.0315,2.0315,2.0315,,,2.0315,0.0,12.0
2009-04-08,2.0415,2.0415,2.0415,,,2.0415,0.0,12.0
2009-04-09,2.1,2.1135,2.1,,,2.1135,0.0,12.0
2009-04-13,2.1685,2.1685,2.1685,,,2.1685,12.0,12.0
2009-04-14,2.1665,2.1665,2.1665,,,2.1665,0.0,12.0
2009-04-15,2.2359999999999998,2.2359999999999998,2.2359999999999998,,,2.2359999999999998,0.0,9.0
2009-04-16,2.199,2.199,2.199,,,2.199,0.0,9.0
2009-04-17,2.186,2.186,2.175,,,2.175,0.0,9.0
2009-04-20,2.0855,2.0855,2.0855,,,2.0855,2.0,10.0
2009-04-21,2.0435,2.0435,2.0435,,,2.0435,0.0,9.0
2009-04-22,2.0215,2.0215,2.0215,,,2.0215,0.0,9.0
2009-04-23,2.0,2.0,1.963,,,1.963,0.0,9.0
2009-04-24,2.0185,2.0185,2.0185,,,2.0185,13.0,21.0
2009-04-27,1.963,1.963,1.963,,,1.963,2.0,20.0
2009-04-28,1.895,1.9095,1.895,,,1.9095,24.0,33.0
2009-04-29,1.999,1.999,1.995,,,1.995,14.0,39.0
2009-04-30,2.03,2.03,2.03,,,2.03,6.0,39.0
2009-05-01,2.0845,2.0845,2.0845,,,2.0845,0.0,39.0
2009-05-04,2.1285,2.1285,2.1285,,,2.1285,0.0,39.0
2009-05-05,2.0755,2.0755,2.0755,,,2.0755,0.0,39.0
2009-05-06,2.133,2.171,2.129,,,2.171,0.0,39.0
2009-05-07,2.17,2.17,2.1625,,,2.1625,17.0,54.0
2009-05-08,2.1545,2.1545,2.1545,,,2.1545,1.0,38.0
2009-05-11,2.11,2.11,2.11,,,2.11,5.0,42.0
2009-05-12,2.1069999999999998,2.1069999999999998,2.1069999999999998,,,2.1069999999999998,0.0,42.0
2009-05-13,2.044,2.044,2.044,,,2.044,0.0,42.0
2009-05-14,2.025,2.046,2.025,,,2.0365,0.0,42.0
2009-05-15,2.025,2.0305,2.025,,,2.0305,7.0,48.0
2009-05-18,2.037,2.084,2.037,,,2.084,7.0,47.0
2009-05-19,2.1435,2.1435,2.092,,,2.092,1.0,46.0
2009-05-20,2.1395,2.1395,2.1275,,,2.1275,2.0,48.0
