Date,Settle
2015-09-07,228.15
2015-09-08,228.2
2015-09-09,235.35
2015-09-10,235.15
2015-09-11,234.25
2015-09-14,232.6
2015-09-15,233.2
2015-09-16,238.85
2015-09-17,239.85
2015-09-18,241.15
2015-09-21,236.575
2015-09-22,238.55
2015-09-23,235.35
2015-09-24,234.425
2015-09-25,234.85
2015-09-30,236.55
2015-10-01,239.0
2015-10-02,237.2
2015-10-05,238.25
2015-10-06,240.15
2015-10-07,243.8
2015-10-08,245.8
2015-10-12,247.15
2015-10-13,246.5
2015-10-14,246.1
2015-10-15,249.1
2015-10-16,248.3
2015-10-19,248.05
2015-10-20,248.9
2015-10-21,249.7
2015-10-22,248.5
2015-10-23,250.15
2015-10-26,250.8
2015-10-27,251.1
2015-10-28,251.1
2015-10-29,249.825
2015-11-02,250.65
2015-11-03,253.35
2015-11-04,252.9
2015-11-05,252.75
2015-11-06,251.05
2015-11-09,250.275
2015-11-10,246.575
2015-11-11,246.025
2015-11-12,245.575
2015-11-13,243.375
2015-11-16,240.525
2015-11-17,242.375
2015-11-18,241.575
2015-11-19,244.375
2015-11-20,244.875
2015-11-23,247.0
2015-11-24,247.6
2015-11-25,247.35
2015-11-26,250.3
2015-11-27,249.7
2015-11-30,244.85
2015-12-01,248.5
2015-12-02,246.8
2015-12-03,244.6
2015-12-04,241.7
2015-12-07,241.45
