,Date,Open,High,Low,Close,Settle,Change,Volume,EFP,Open Interest
0,2007-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2007-08-23,21.32,21.32,21.27,21.27,21.29,21.29,20.0,0.0,20.0
2,2007-08-24,20.92,20.92,20.87,20.87,20.65,-0.64,20.0,0.0,40.0
3,2007-08-27,0.0,0.0,0.0,0.0,20.87,0.22,0.0,0.0,40.0
4,2007-08-28,0.0,0.0,0.0,0.0,21.3,0.43,0.0,0.0,40.0
5,2007-08-29,21.5,21.5,21.5,21.5,21.45,0.15,10.0,0.0,50.0
6,2007-08-30,0.0,0.0,0.0,0.0,21.61,0.16,0.0,0.0,50.0
7,2007-08-31,0.0,0.0,0.0,0.0,21.55,-0.06,0.0,0.0,50.0
8,2007-09-04,21.1,21.1,21.1,21.1,21.08,-0.47,10.0,0.0,60.0
9,2007-09-05,0.0,0.0,0.0,0.0,21.62,0.54,0.0,0.0,60.0
10,2007-09-06,21.23,21.23,21.19,21.19,21.43,-0.19,20.0,0.0,80.0
11,2007-09-07,0.0,0.0,0.0,0.0,21.64,0.21,0.0,0.0,80.0
12,2007-09-10,0.0,0.0,0.0,0.0,21.8,0.16,0.0,0.0,80.0
13,2007-09-11,0.0,0.0,0.0,0.0,21.46,-0.34,0.0,0.0,80.0
14,2007-09-12,21.35,21.35,21.35,21.35,21.55,0.09,20.0,0.0,100.0
15,2007-09-13,21.36,21.45,21.29,21.45,21.36,-0.19,21.0,0.0,101.0
16,2007-09-14,0.0,0.0,0.0,0.0,21.36,0.0,0.0,0.0,101.0
17,2007-09-17,21.47,21.52,21.36,21.36,21.47,0.11,12.0,0.0,113.0
18,2007-09-18,21.3,21.3,20.86,20.86,20.75,-0.72,2.0,0.0,103.0
19,2007-09-19,20.6,20.66,20.0,20.2,20.13,-0.62,766.0,0.0,838.0
20,2007-09-20,20.2,20.22,20.15,20.2,20.18,0.05,363.0,0.0,1142.0
21,2007-09-21,20.15,20.15,19.58,19.58,19.62,-0.56,229.0,0.0,1342.0
22,2007-09-24,19.52,19.58,19.42,19.58,19.51,-0.11,493.0,0.0,1639.0
23,2007-09-25,19.75,19.75,19.5,19.55,19.54,0.03,129.0,0.0,1602.0
24,2007-09-26,19.45,19.45,19.25,19.25,19.34,-0.2,125.0,0.0,1713.0
25,2007-09-27,19.3,19.3,19.3,19.3,19.27,-0.07,30.0,0.0,1688.0
26,2007-09-28,19.4,19.59,19.4,19.59,19.54,0.27,15.0,0.0,1697.0
27,2007-10-01,19.33,19.5,19.12,19.5,19.44,-0.1,261.0,0.0,1777.0
28,2007-10-02,19.65,19.65,19.55,19.6,19.55,0.11,60.0,0.0,1812.0
29,2007-10-03,19.73,19.78,19.73,19.78,19.78,0.23,20.0,0.0,1817.0
30,2007-10-04,19.8,19.8,19.8,19.8,19.91,0.13,2.0,0.0,1795.0
31,2007-10-05,19.45,19.5,19.45,19.5,19.56,-0.35,11.0,0.0,1796.0
32,2007-10-08,0.0,0.0,0.0,0.0,19.54,-0.02,0.0,0.0,1796.0
33,2007-10-09,0.0,0.0,0.0,0.0,19.34,-0.2,0.0,0.0,1796.0
34,2007-10-10,19.57,19.73,19.55,19.73,19.6,0.26,21.0,0.0,1805.0
