Date,Settle
2015-09-15,124.54
2015-09-16,124.28
2015-09-17,124.3
2015-09-18,125.13
2015-09-21,125.545
2015-09-22,125.57
2015-09-23,125.79
2015-09-24,125.51
2015-09-25,125.82
2015-09-30,126.55
2015-10-01,126.05
2015-10-02,126.21
2015-10-05,126.75
2015-10-06,126.64
2015-10-07,126.36
2015-10-08,126.15
2015-10-12,125.68
2015-10-13,125.84
2015-10-14,125.87
2015-10-15,126.55
2015-10-16,126.51
2015-10-19,126.36
2015-10-20,126.17
2015-10-21,126.03
2015-10-22,125.95
2015-10-23,126.11
2015-10-26,126.2
2015-10-27,126.56
2015-10-28,126.81
2015-10-29,126.61
2015-11-02,125.95
2015-11-03,125.6
2015-11-04,125.49
2015-11-05,125.58
2015-11-06,125.1
2015-11-09,124.25
2015-11-10,124.36
2015-11-11,123.77
2015-11-12,123.93
2015-11-13,123.715
2015-11-16,124.35
2015-11-17,124.18
2015-11-18,124.25
2015-11-19,124.56
2015-11-20,124.53
2015-11-23,124.28
2015-11-24,124.39
2015-11-25,124.67
2015-11-26,124.79
2015-11-27,124.46
2015-11-30,124.68
2015-12-01,124.41
2015-12-02,124.57
2015-12-03,124.49
2015-12-04,124.14
2015-12-07,124.16
2015-12-08,124.88
2015-12-09,125.09
2015-12-10,125.18
2015-12-11,124.86
