,Date,Open,High,Low,Close,Settle,Change,Volume,EFP,Open Interest
0,2008-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2008-04-21,0.0,0.0,0.0,0.0,24.21,24.21,0.0,0.0,0.0
2,2008-04-22,23.48,23.85,23.48,23.74,23.51,-0.7,83.0,0.0,74.0
3,2008-04-23,23.73,23.91,23.63,23.7,23.71,0.2,66.0,0.0,118.0
4,2008-04-24,0.0,0.0,0.0,0.0,23.33,-0.38,0.0,0.0,118.0
5,2008-04-25,22.52,22.52,22.52,22.52,22.53,-0.8,1.0,0.0,118.0
6,2008-04-28,22.71,22.76,22.56,22.6,22.65,0.12,150.0,0.0,248.0
7,2008-04-29,22.81,22.9,22.81,22.9,22.85,0.2,8.0,0.0,250.0
8,2008-04-30,22.81,22.81,22.55,22.55,22.72,-0.13,55.0,0.0,301.0
9,2008-05-01,22.6,22.6,22.0,22.0,21.14,-1.58,33.0,0.0,332.0
10,2008-05-02,19.45,21.61,19.45,21.6,21.69,0.55,92.0,0.0,408.0
11,2008-05-05,21.71,21.71,21.7,21.7,21.89,0.2,21.0,0.0,429.0
12,2008-05-06,22.0,22.0,21.55,21.55,21.55,-0.34,29.0,0.0,452.0
13,2008-05-07,21.9,21.9,21.9,21.9,22.28,0.73,1.0,0.0,451.0
14,2008-05-08,22.3,22.4,22.2,22.3,22.34,0.06,166.0,0.0,617.0
15,2008-05-09,22.86,22.86,22.43,22.61,22.63,0.29,10.0,0.0,624.0
16,2008-05-12,22.61,22.61,21.92,21.92,22.01,-0.62,8.0,0.0,630.0
17,2008-05-13,22.01,22.01,22.01,22.01,22.08,0.07,1.0,0.0,630.0
18,2008-05-14,21.9,22.25,21.8,22.1,22.11,0.03,249.0,0.0,868.0
19,2008-05-15,22.34,22.41,21.5,21.5,21.53,-0.58,62.0,0.0,888.0
20,2008-05-16,21.4,21.94,21.23,21.91,22.02,0.49,37.0,0.0,888.0
21,2008-05-19,22.12,22.8,21.82,22.8,22.04,0.02,54.0,0.0,844.0
22,2008-05-20,22.31,22.88,22.31,22.54,22.58,0.54,10.0,0.0,845.0
23,2008-05-21,21.88,24.28,21.88,24.28,23.96,1.38,505.0,0.0,1298.0
24,2008-05-22,23.95,24.03,23.52,23.52,23.6,-0.36,189.0,0.0,1393.0
25,2008-05-23,23.86,24.17,23.86,24.17,24.21,0.61,28.0,0.0,1387.0
26,2008-05-27,24.23,24.23,23.64,23.64,23.68,-0.53,16.0,0.0,1390.0
27,2008-05-28,23.99,23.99,23.51,23.6,23.55,-0.13,45.0,0.0,1400.0
28,2008-05-29,23.72,23.72,23.0,23.02,23.1,-0.45,33.0,0.0,1421.0
29,2008-05-30,23.1,23.1,23.0,23.0,22.97,-0.13,18.0,0.0,1432.0
30,2008-06-02,23.4,23.7,23.4,23.56,23.62,0.65,23.0,0.0,1442.0
31,2008-06-03,23.56,23.98,23.55,23.84,23.86,0.24,62.0,0.0,1484.0
32,2008-06-04,24.16,24.16,23.63,24.03,23.98,0.12,64.0,0.0,1528.0
33,2008-06-05,24.02,24.02,23.4,23.4,23.37,-0.61,70.0,0.0,1586.0
34,2008-06-06,24.26,24.48,23.88,24.48,24.48,1.11,42.0,0.0,1587.0
35,2008-06-09,24.48,24.8,24.48,24.62,24.55,0.07,93.0,0.0,1666.0
36,2008-06-10,25.03,25.03,24.25,24.42,24.42,-0.13,119.0,0.0,1750.0
37,2008-06-11,24.6,24.75,24.45,24.71,24.69,0.27,60.0,0.0,1775.0
38,2008-06-12,24.36,24.66,24.36,24.66,24.52,-0.17,29.0,0.0,1783.0
39,2008-06-13,24.46,24.47,23.65,23.84,23.78,-0.74,130.0,0.0,1838.0
40,2008-06-16,24.21,24.21,23.21,23.44,23.4,-0.38,169.0,0.0,1864.0
