Date,Settle
2015-03-10,253.2
2015-03-11,252.5
2015-03-12,252.75
2015-03-13,253.6
2015-03-16,254.1
2015-03-17,259.45
2015-03-18,260.0
2015-03-19,260.6
2015-03-20,260.15
2015-03-23,260.25
2015-03-24,260.45
2015-03-25,260.55
2015-03-26,257.75
2015-03-27,257.55
2015-03-30,257.65
2015-03-31,257.8
2015-04-01,255.9
2015-04-02,256.25
2015-04-03,258.1
2015-04-06,257.95
2015-04-07,257.55
2015-04-08,259.5
2015-04-09,259.1
2015-04-10,262.6
2015-04-13,264.35
2015-04-14,266.05
2015-04-15,266.9
2015-04-16,269.25
2015-04-17,269.1
2015-04-20,269.1
2015-04-21,268.95
2015-04-22,270.1
2015-04-23,273.9
2015-04-24,272.0
2015-04-27,271.5
2015-04-28,270.2
2015-04-29,269.05
2015-04-30,268.15
2015-05-04,269.1
2015-05-06,264.3
2015-05-07,263.1
2015-05-08,261.85
2015-05-11,262.3
2015-05-12,262.35
2015-05-13,263.9
2015-05-14,264.0
2015-05-15,261.25
2015-05-18,261.95
2015-05-19,263.3
2015-05-20,265.8
2015-05-21,262.7
2015-05-22,265.8
2015-05-26,265.2
2015-05-27,259.65
2015-05-28,259.95
2015-05-29,261.15
2015-06-01,258.9
2015-06-02,256.7
2015-06-03,254.35
2015-06-04,254.85
2015-06-05,254.85
2015-06-08,254.25
2015-06-09,253.85
