Date,Settle
2015-12-14,109.35
2015-12-15,109.37
2015-12-16,109.3
2015-12-17,109.39
2015-12-18,109.54
2015-12-21,109.63
2015-12-22,109.55
2015-12-23,109.58
2015-12-24,109.6
2015-12-28,109.58
2015-12-29,109.64
2015-12-30,109.61
2016-01-04,109.74
2016-01-05,109.69
2016-01-06,109.7
2016-01-07,109.7
2016-01-08,109.62
2016-01-11,109.74
2016-01-12,109.72
2016-01-13,109.71
2016-01-14,109.64
2016-01-15,109.64
2016-01-18,109.66
2016-01-19,109.64
2016-01-20,109.75
2016-01-21,109.77
2016-01-22,109.73
2016-01-25,109.74
2016-01-26,109.82
2016-01-27,109.79
2016-01-28,109.74
2016-01-29,109.93
2016-02-01,110.06
2016-02-02,110.08
2016-02-03,110.18
2016-02-04,110.2
2016-02-05,110.16
2016-02-11,110.38
2016-02-12,110.27
2016-02-15,110.22
2016-02-16,110.39
2016-02-17,110.37
2016-02-18,110.31
2016-02-19,110.26
2016-02-22,110.21
2016-02-23,110.21
2016-02-24,110.26
2016-02-25,110.28
2016-02-26,110.33
2016-02-29,110.33
2016-03-02,110.28
2016-03-03,110.13
2016-03-04,110.09
2016-03-07,110.16
2016-03-08,110.2
2016-03-09,110.21
2016-03-10,110.14
2016-03-11,109.94
2016-03-14,110.01
