,Date,Open,High,Low,Close,Settle,Change,Volume,EFP,Open Interest
0,2014-12-22,0.0,18.95,19.25,0.0,19.3,19.3,0.0,0.0,0.0
1,2014-12-23,19.1,19.2,19.09,19.09,19.15,-0.15,2.0,0.0,1.0
2,2014-12-24,19.25,19.25,19.15,19.25,19.225,0.08,2.0,0.0,2.0
3,2014-12-26,19.25,19.3,19.2,19.3,19.5,0.28,3.0,0.0,5.0
4,2014-12-29,0.0,19.1,19.25,0.0,19.175,-0.32,0.0,0.0,5.0
5,2014-12-30,19.35,19.45,19.35,19.43,19.325,0.15,7.0,0.0,11.0
6,2014-12-31,19.45,20.0,19.4,20.0,19.925,0.6,13.0,0.0,15.0
7,2015-01-02,19.65,20.3,19.65,20.11,20.1,0.18,6.0,0.0,18.0
8,2015-01-05,20.35,20.8,20.2,20.65,20.675,0.58,9.0,0.0,21.0
9,2015-01-06,20.6,20.95,20.4,20.66,20.75,0.08,419.0,0.0,636.0
10,2015-01-07,20.4,20.55,20.15,20.16,20.15,-0.6,49.0,0.0,369.0
11,2015-01-08,20.25,20.25,19.55,19.55,19.55,-0.6,268.0,0.0,767.0
12,2015-01-09,19.55,20.05,19.5,20.05,20.075,0.52,256.0,0.0,824.0
13,2015-01-12,20.0,20.46,19.95,20.33,20.325,0.25,236.0,0.0,1034.0
14,2015-01-13,20.1,20.65,19.9,20.5,20.45,0.12,404.0,0.0,1286.0
15,2015-01-14,20.37,20.75,20.37,20.5,20.425,-0.02,125.0,0.0,1155.0
16,2015-01-15,20.23,20.76,20.2,20.65,20.725,0.3,157.0,0.0,1270.0
17,2015-01-16,20.8,21.0,20.45,20.5,20.575,-0.15,64.0,0.0,1266.0
18,2015-01-20,20.6,20.9,20.3,20.65,20.65,0.08,366.0,0.0,1431.0
19,2015-01-21,20.65,20.85,20.05,20.06,20.025,-0.62,280.0,0.0,1724.0
20,2015-01-22,20.05,20.3,19.65,19.65,19.625,-0.4,394.0,0.0,1775.0
21,2015-01-23,19.6,19.98,19.58,19.98,19.95,0.32,224.0,0.0,1900.0
22,2015-01-26,20.1,20.2,19.55,19.55,19.575,-0.38,295.0,0.0,2061.0
23,2015-01-27,19.55,20.05,19.5,19.79,19.775,0.2,320.0,0.0,2171.0
24,2015-01-28,19.7,21.05,19.65,21.0,21.075,1.3,406.0,0.0,2315.0
25,2015-01-29,20.75,20.95,20.1,20.1,20.125,-0.95,588.0,0.0,2646.0
26,2015-01-30,20.2,21.06,20.15,20.8,20.825,0.7,627.0,0.0,2652.0
27,2015-02-02,20.7,21.12,20.4,20.49,20.475,-0.35,477.0,0.0,2889.0
28,2015-02-03,20.45,20.6,20.2,20.29,20.275,-0.2,327.0,0.0,2980.0
29,2015-02-04,20.25,20.65,20.15,20.65,20.675,0.4,549.0,0.0,3334.0
30,2015-02-05,20.5,20.76,20.14,20.25,20.275,-0.4,146.0,0.0,3264.0
31,2015-02-06,20.3,20.8,19.95,20.45,20.45,0.18,1170.0,0.0,3591.0
32,2015-02-09,20.8,20.88,20.6,20.75,20.75,0.3,241.0,0.0,3658.0
33,2015-02-10,20.7,20.71,20.3,20.3,20.35,-0.4,578.0,0.0,4113.0
34,2015-02-11,20.35,20.6,20.3,20.3,20.3,-0.05,790.0,0.0,4670.0
35,2015-02-12,20.15,20.35,19.81,20.0,19.975,-0.32,663.0,0.0,4528.0
36,2015-02-13,19.95,20.04,19.65,19.8,19.775,-0.2,276.0,0.0,4714.0
37,2015-02-17,19.75,20.05,19.67,20.0,19.975,0.2,309.0,0.0,4584.0
38,2015-02-18,20.0,20.07,19.79,19.96,19.975,0.0,1002.0,0.0,4925.0
39,2015-02-19,19.95,20.05,19.83,20.0,19.975,0.0,1015.0,0.0,5436.0
40,2015-02-20,20.0,20.15,19.52,19.65,19.625,-0.35,1166.0,0.0,5700.0
41,2015-02-23,19.7,19.85,19.64,19.75,19.7,0.08,598.0,0.0,5921.0
42,2015-02-24,19.73,19.75,19.15,19.2,19.175,-0.52,1572.0,0.0,6263.0
43,2015-02-25,19.16,19.35,18.86,19.35,19.325,0.15,1993.0,0.0,6110.0
44,2015-02-26,19.31,19.39,18.95,19.12,19.125,-0.2,669.0,0.0,6252.0
45,2015-02-27,19.1,19.15,18.85,19.0,19.025,-0.1,1394.0,0.0,6430.0
46,2015-03-02,18.95,19.05,18.68,18.68,18.7,-0.32,1748.0,0.0,6733.0
47,2015-03-03,18.6,18.99,18.52,18.8,18.825,0.12,1475.0,0.0,7090.0
48,2015-03-04,18.8,19.05,18.7,18.75,18.725,-0.1,1983.0,0.0,7242.0
49,2015-03-05,18.76,18.81,18.55,18.6,18.575,-0.15,1326.0,0.0,7437.0
50,2015-03-06,18.5,19.01,18.5,18.85,18.85,0.28,2528.0,71.0,7690.0
51,2015-03-09,18.85,18.88,18.65,18.85,18.875,0.02,1730.0,0.0,7919.0
52,2015-03-10,18.87,19.4,18.87,19.4,19.375,0.5,2072.0,0.0,8005.0
53,2015-03-11,19.37,19.6,19.15,19.6,19.575,0.2,2821.0,188.0,8640.0
54,2015-03-12,19.55,19.55,18.93,19.05,19.025,-0.55,1194.0,0.0,9095.0
55,2015-03-13,18.99,19.49,18.95,19.27,19.275,0.25,2421.0,0.0,9561.0
56,2015-03-16,19.2,19.3,18.8,19.0,19.025,-0.25,1506.0,0.0,9846.0
57,2015-03-17,18.95,19.2,18.95,19.0,19.025,0.0,1397.0,0.0,10117.0
58,2015-03-18,19.03,19.25,18.6,18.7,18.725,-0.3,4262.0,0.0,10463.0
59,2015-03-19,18.8,19.07,18.7,18.95,18.925,0.2,3421.0,0.0,11239.0
60,2015-03-20,18.85,19.04,18.58,18.95,18.925,0.0,3820.0,0.0,11038.0
61,2015-03-23,18.9,18.97,18.65,18.85,18.875,-0.05,1594.0,0.0,11424.0
62,2015-03-24,18.85,18.95,18.65,18.9,18.875,0.0,2055.0,0.0,11436.0
63,2015-03-25,18.86,19.34,18.83,19.2,19.175,0.3,2319.0,0.0,11646.0
64,2015-03-26,19.15,19.67,19.04,19.05,19.075,-0.1,3062.0,0.0,11671.0
65,2015-03-27,19.04,19.21,18.98,19.11,19.125,0.05,3018.0,209.0,11631.0
66,2015-03-30,19.02,19.1,18.8,19.0,18.975,-0.15,3961.0,54.0,11946.0
67,2015-03-31,19.0,19.24,18.96,19.2,19.175,0.2,2367.0,0.0,12604.0
68,2015-04-01,19.2,19.55,19.1,19.25,19.275,0.1,2435.0,0.0,12700.0
69,2015-04-02,19.24,19.36,19.12,19.2,19.225,-0.05,2707.0,0.0,12813.0
70,2015-04-06,19.5,19.5,18.8,18.94,18.925,18.92,2743.0,0.0,13108.0
71,2015-04-07,18.98,19.0,18.7,18.84,18.825,-0.1,3852.0,0.0,13495.0
72,2015-04-08,18.88,18.89,18.65,18.85,18.825,0.0,3394.0,0.0,14319.0
73,2015-04-09,18.85,19.2,18.54,18.55,18.575,-0.25,3824.0,0.0,14796.0
74,2015-04-10,18.59,18.68,18.05,18.05,18.075,-0.5,5123.0,0.0,14494.0
75,2015-04-13,18.0,18.4,17.85,18.35,18.375,0.3,4610.0,0.0,15058.0
76,2015-04-14,18.4,18.55,18.19,18.35,18.4,0.02,4422.0,0.0,15825.0
77,2015-04-15,18.4,18.42,18.17,18.3,18.275,-0.12,3841.0,27.0,15890.0
