Date,Settle
2016-03-14,127.88
2016-03-15,128.0
2016-03-16,127.95
2016-03-17,128.46
2016-03-18,128.76
2016-03-21,128.83
2016-03-22,128.64
2016-03-23,128.45
2016-03-24,128.67
2016-03-25,128.85
2016-03-28,128.925
2016-03-29,129.21
2016-03-30,129.45
2016-03-31,129.34
2016-04-01,129.31
2016-04-04,129.6
2016-04-05,129.35
2016-04-06,129.4
2016-04-07,129.18
2016-04-08,129.31
2016-04-11,129.3
2016-04-12,129.35
2016-04-14,128.72
2016-04-15,128.81
2016-04-18,128.81
2016-04-19,128.85
2016-04-20,129.25
2016-04-21,129.01
2016-04-22,129.06
2016-04-25,128.98
2016-04-26,129.17
2016-04-27,129.21
2016-04-28,129.28
2016-04-29,129.4
2016-05-02,129.21
2016-05-03,129.39
2016-05-04,129.65
2016-05-09,129.7
2016-05-10,129.73
2016-05-11,129.73
2016-05-12,129.76
2016-05-13,129.71
2016-05-16,129.72
2016-05-17,129.46
2016-05-18,129.29
2016-05-19,128.98
2016-05-20,129.28
2016-05-23,129.3
2016-05-24,129.68
2016-05-25,129.53
2016-05-26,129.46
2016-05-27,129.61
2016-05-30,129.19
2016-05-31,129.24
2016-06-01,129.81
2016-06-02,129.76
2016-06-03,130.0
2016-06-07,130.31
2016-06-08,130.49
2016-06-09,130.95
2016-06-10,130.95
2016-06-13,131.3
2016-06-14,131.07
2016-06-15,131.25
2016-06-16,131.7
2016-06-17,131.47
2016-06-20,131.0
