Date,Open,High,Low,Settle,Volume,Interest
2017-01-23,0.0,,,478.95,,
2017-01-24,0.0,0.0,0.0,479.25,0.0,
2017-01-25,0.0,0.0,0.0,484.2,0.0,
2017-01-26,484.45,484.45,484.45,482.55,2.0,
2017-01-27,0.0,0.0,0.0,482.05,0.0,2.0
2017-01-30,0.0,0.0,0.0,475.65,0.0,2.0
2017-01-31,0.0,0.0,0.0,472.9,0.0,2.0
2017-02-01,0.0,0.0,0.0,475.85,0.0,2.0
2017-02-02,0.0,0.0,0.0,478.4,0.0,2.0
2017-02-03,483.6,483.6,483.0,482.15,4.0,2.0
2017-02-06,481.6,481.6,481.6,478.2,1.0,4.0
2017-02-07,0.0,0.0,0.0,480.5,0.0,5.0
2017-02-08,481.5,481.5,481.5,479.7,1.0,5.0
2017-02-09,482.0,485.85,482.0,485.2,4.0,6.0
2017-02-10,0.0,0.0,0.0,486.25,0.0,9.0
2017-02-13,0.0,0.0,0.0,490.75,0.0,9.0
2017-02-14,0.0,0.0,0.0,491.3,0.0,9.0
2017-02-15,0.0,0.0,0.0,493.3,0.0,9.0
2017-02-16,493.9,493.9,491.95,492.0,2.0,9.0
2017-02-17,490.0,500.35,488.4,496.95,16.0,9.0
2017-02-20,494.25,494.25,492.5,493.6,9.0,10.0
2017-02-21,493.35,497.6,493.35,496.5,17.0,15.0
2017-02-22,497.7,497.7,495.0,497.0,185.0,22.0
2017-02-23,495.8,497.95,495.65,495.5,31.0,198.0
2017-02-24,494.75,494.75,490.25,492.75,15.0,210.0
2017-02-27,492.35,492.65,492.0,492.7,5.0,214.0
2017-02-28,493.6,493.6,493.6,493.25,45.0,214.0
2017-03-01,496.5,504.4,496.5,502.9,34.0,259.0
2017-03-02,502.7,502.7,500.75,501.6,259.0,262.0
2017-03-03,500.2,503.25,500.2,503.65,19.0,448.0
2017-03-06,502.9,502.9,499.65,501.5,17.0,457.0
2017-03-07,501.75,501.75,500.8,500.85,44.0,449.0
2017-03-08,499.65,500.2,499.0,500.7,319.0,479.0
2017-03-09,502.65,505.95,502.65,505.65,223.0,703.0
2017-03-10,507.3,512.0,507.3,509.15,1398.0,782.0
2017-03-13,509.2,511.05,509.05,509.9,7938.0,2054.0
2017-03-14,510.9,510.95,506.7,508.15,34152.0,8193.0
2017-03-15,509.0,512.4,508.85,509.85,33751.0,31246.0
2017-03-16,513.0,514.9,511.35,512.65,18408.0,57630.0
2017-03-17,512.6,515.2,511.0,514.35,33483.0,66402.0
2017-03-20,513.5,514.65,512.6,513.2,18019.0,70789.0
2017-03-21,513.55,517.1,509.5,511.7,34845.0,70413.0
2017-03-22,508.35,509.2,504.55,507.65,35617.0,72920.0
2017-03-23,508.55,511.2,506.25,510.8,28579.0,73920.0
2017-03-24,510.35,510.9,507.6,509.7,21722.0,71941.0
2017-03-27,506.8,508.95,504.9,508.0,26130.0,69226.0
2017-03-28,509.75,512.6,507.55,510.8,23822.0,70213.0
2017-03-29,512.05,513.5,510.35,512.25,24100.0,69469.0
2017-03-30,512.0,514.7,511.65,514.35,18189.0,69008.0
2017-03-31,513.0,515.9,512.35,515.2,24081.0,68387.0
2017-04-03,515.4,517.4,510.35,512.25,31684.0,70344.0
2017-04-04,512.8,514.3,511.0,512.95,21731.0,74062.0
2017-04-05,513.95,516.25,511.6,513.7,27238.0,71299.0
2017-04-06,511.15,515.4,509.6,515.15,31001.0,73102.0
2017-04-07,513.5,519.1,513.0,517.55,28188.0,75535.0
2017-04-10,518.5,519.8,515.85,518.05,21609.0,74809.0
2017-04-11,517.1,519.3,514.5,517.3,30999.0,75904.0
2017-04-12,518.6,520.5,515.4,516.75,26322.0,76815.0
2017-04-13,516.1,516.1,513.1,514.7,27921.0,75126.0
2017-04-18,516.2,516.5,507.6,509.6,67540.0,76570.0
2017-04-19,510.3,514.3,508.8,511.25,74841.0,94567.0
2017-04-20,509.75,513.95,508.9,511.6,48332.0,75428.0
2017-04-21,513.15,513.65,510.15,513.22,6933.0,30271.0
