Date,Settle
2016-03-14,110.06
2016-03-15,110.05
2016-03-16,110.02
2016-03-17,110.13
2016-03-18,110.18
2016-03-21,110.2
2016-03-22,110.14
2016-03-23,110.14
2016-03-24,110.18
2016-03-25,110.22
2016-03-28,110.255
2016-03-29,110.38
2016-03-30,110.38
2016-03-31,110.37
2016-04-01,110.36
2016-04-04,110.39
2016-04-05,110.34
2016-04-06,110.33
2016-04-07,110.28
2016-04-08,110.3
2016-04-11,110.3
2016-04-12,110.3
2016-04-14,110.16
2016-04-15,110.19
2016-04-18,110.12
2016-04-19,110.17
2016-04-20,110.28
2016-04-21,110.23
2016-04-22,110.3
2016-04-25,110.31
2016-04-26,110.33
2016-04-27,110.33
2016-04-28,110.35
2016-04-29,110.34
2016-05-02,110.32
2016-05-03,110.37
2016-05-04,110.42
2016-05-09,110.47
2016-05-10,110.48
2016-05-11,110.45
2016-05-12,110.42
2016-05-13,110.38
2016-05-16,110.38
2016-05-17,110.33
2016-05-18,110.27
2016-05-19,110.19
2016-05-20,110.25
2016-05-23,110.3
2016-05-24,110.35
2016-05-25,110.31
2016-05-26,110.27
2016-05-27,110.29
2016-05-30,110.16
2016-05-31,110.17
2016-06-01,110.37
2016-06-02,110.37
2016-06-03,110.41
2016-06-07,110.5
2016-06-08,110.55
2016-06-09,110.66
2016-06-10,110.67
2016-06-13,110.71
2016-06-14,110.62
2016-06-15,110.64
2016-06-16,110.71
2016-06-17,110.66
2016-06-20,110.56
