Date,Settle
2013-12-16,111.15
2013-12-17,111.42
2013-12-18,111.2
2013-12-19,111.1
2013-12-20,111.2
2013-12-23,111.65
2013-12-24,111.75
2013-12-26,111.64
2013-12-27,111.89
2013-12-30,111.64
2014-01-02,110.75
2014-01-03,110.58
2014-01-06,111.11
2014-01-07,111.11
2014-01-08,111.11
2014-01-09,110.85
2014-01-10,111.05
2014-01-13,111.3
2014-01-14,111.14
2014-01-15,110.9
2014-01-16,111.14
2014-01-17,111.07
2014-01-20,111.05
2014-01-21,110.95
2014-01-22,110.77
2014-01-23,111.07
2014-01-24,111.74
2014-01-27,111.48
2014-01-28,111.55
2014-01-29,111.48
2014-02-03,111.57
2014-02-04,112.17
2014-02-05,112.09
2014-02-06,112.14
2014-02-07,111.92
2014-02-10,112.12
2014-02-11,112.28
2014-02-12,112.27
2014-02-13,112.6
2014-02-14,112.74
2014-02-17,112.55
2014-02-18,112.34
2014-02-19,112.57
2014-02-20,112.64
2014-02-21,112.29
2014-02-24,112.49
2014-02-25,112.6
2014-02-26,112.45
2014-02-27,112.59
2014-02-28,112.64
2014-03-03,112.03
2014-03-04,111.87
2014-03-05,112.05
2014-03-06,112.0
2014-03-07,111.9
2014-03-10,112.04
2014-03-11,112.08
2014-03-12,112.32
2014-03-13,112.42
2014-03-14,113.04
2014-03-17,112.58
2014-03-18,112.465
