Date,Settle
2016-06-03,245.8
2016-06-07,249.0
2016-06-08,250.9
2016-06-09,251.4
2016-06-10,250.3
2016-06-13,244.75
2016-06-14,244.05
2016-06-15,244.15
2016-06-16,242.05
2016-06-17,242.75
2016-06-20,245.7
2016-06-21,245.75
2016-06-22,247.4
2016-06-23,247.2
2016-06-24,238.95
2016-06-27,239.8
2016-06-28,240.6
2016-06-29,242.9
2016-06-30,244.25
2016-07-01,246.95
2016-07-04,248.05
2016-07-05,247.4
2016-07-06,242.15
2016-07-07,245.0
2016-07-08,244.15
2016-07-11,247.3
2016-07-12,247.55
2016-07-13,249.35
2016-07-14,250.0
2016-07-15,251.25
2016-07-18,251.65
2016-07-19,251.0
2016-07-20,250.9
2016-07-21,250.9
2016-07-22,250.75
2016-07-25,250.85
2016-07-26,253.3
2016-07-27,253.35
2016-07-28,252.0
2016-07-29,252.4
2016-08-01,254.3
2016-08-02,252.2
2016-08-03,249.0
2016-08-04,249.6
2016-08-05,252.7
2016-08-08,254.2
2016-08-09,256.0
2016-08-10,255.2
2016-08-11,256.05
2016-08-12,256.25
2016-08-16,256.55
2016-08-17,255.375
2016-08-18,257.67499999999995
2016-08-19,258.17499999999995
2016-08-22,257.32500000000005
2016-08-23,258.32500000000005
2016-08-24,257.475
2016-08-25,257.525
2016-08-26,256.475
2016-08-29,256.775
2016-08-30,257.975
2016-08-31,257.225
2016-09-01,255.675
2016-09-02,256.17499999999995
2016-09-05,259.425
