Date,Settle
2014-09-11,261.75
2014-09-12,262.8
2014-09-15,262.05
2014-09-16,262.55
2014-09-17,265.3
2014-09-18,264.05
2014-09-19,264.67499999999995
2014-09-22,261.4
2014-09-23,260.4
2014-09-24,260.4
2014-09-25,260.2
2014-09-26,259.45
2014-09-29,258.55
2014-09-30,257.15
2014-10-01,254.4
2014-10-02,250.95
2014-10-06,251.025
2014-10-07,250.75
2014-10-08,250.4
2014-10-10,246.1
2014-10-13,244.975
2014-10-14,246.05
2014-10-15,245.3
2014-10-16,243.825
2014-10-17,240.9
2014-10-20,244.2
2014-10-21,242.5
2014-10-22,244.5
2014-10-23,244.45
2014-10-24,243.5
2014-10-27,244.8
2014-10-28,244.45
2014-10-29,249.2
2014-10-30,249.0
2014-10-31,250.2
2014-11-03,249.25
2014-11-04,247.2
2014-11-05,246.6
2014-11-06,248.0
2014-11-07,248.15
2014-11-10,250.8
2014-11-11,250.6
2014-11-12,251.45
2014-11-13,250.65
2014-11-14,248.7
2014-11-17,249.45
2014-11-18,251.2
2014-11-19,250.65
2014-11-20,249.95
2014-11-21,250.45
2014-11-24,253.1
2014-11-25,252.85
2014-11-26,252.35
2014-11-27,254.325
2014-11-28,253.95
2014-12-01,251.3
2014-12-02,251.5
2014-12-03,251.8
2014-12-04,254.75
2014-12-05,254.55
2014-12-08,253.95
2014-12-09,253.1
2014-12-10,248.95
2014-12-11,245.8
