,Date,Open,High,Low,Close,Settle,Change,Volume,EFP,Open Interest
0,2016-09-26,0.0,20.0,20.9,0.0,20.45,20.45,0.0,0.0,0.0
1,2016-09-27,20.25,20.52,20.2,20.2,20.25,-0.2,6.0,0.0,3.0
2,2016-09-28,20.4,20.45,20.15,20.15,20.2,-0.05,6.0,0.0,5.0
3,2016-09-29,20.5,20.6,20.25,20.3,20.3,0.1,10.0,0.0,5.0
4,2016-09-30,20.5,20.5,20.1,20.23,20.3,0.0,50.0,0.0,25.0
5,2016-10-03,0.0,20.1,20.25,0.0,20.3,0.0,0.0,0.0,25.0
6,2016-10-04,20.23,20.25,20.0,20.0,19.975,-0.32,74.0,0.0,74.0
7,2016-10-05,19.9,20.05,19.9,20.02,20.025,0.05,12.0,0.0,81.0
8,2016-10-06,20.1,20.1,19.9,19.9,19.975,-0.05,34.0,0.0,110.0
9,2016-10-07,20.0,20.15,19.9,20.06,20.125,0.15,46.0,0.0,145.0
10,2016-10-10,19.95,19.95,19.85,19.85,19.9,-0.22,49.0,0.0,189.0
11,2016-10-11,19.93,20.3,19.92,20.05,20.05,0.15,41.0,0.0,213.0
12,2016-10-12,20.0,20.15,19.95,20.05,20.05,0.0,34.0,0.0,229.0
13,2016-10-13,20.3,20.6,20.19,20.2,20.35,0.3,126.0,0.0,324.0
14,2016-10-14,20.18,20.3,20.15,20.21,20.225,-0.12,56.0,0.0,378.0
15,2016-10-17,20.25,20.3,20.18,20.18,20.175,-0.05,13.0,0.0,379.0
16,2016-10-18,20.1,20.12,19.97,20.0,20.075,-0.1,39.0,0.0,396.0
17,2016-10-19,20.07,20.07,19.8,19.9,19.9,-0.18,123.0,0.0,488.0
18,2016-10-20,19.88,20.08,19.88,20.0,20.0,0.1,134.0,0.0,516.0
19,2016-10-21,20.0,20.1,19.83,19.83,19.875,-0.12,140.0,0.0,544.0
20,2016-10-24,19.88,19.88,19.55,19.62,19.575,-0.3,107.0,0.0,592.0
21,2016-10-25,19.6,19.75,19.49,19.49,19.525,-0.05,368.0,0.0,782.0
22,2016-10-26,19.5,19.67,19.47,19.65,19.675,0.15,421.0,0.0,1122.0
23,2016-10-27,19.65,19.85,19.5,19.83,19.825,0.15,262.0,0.0,1322.0
24,2016-10-28,19.76,20.05,19.69,19.85,19.825,0.0,310.0,0.0,1545.0
25,2016-10-31,19.86,19.97,19.79,19.82,19.825,0.0,179.0,0.0,1670.0
26,2016-11-01,19.81,20.25,19.75,20.0,20.025,0.2,673.0,0.0,2172.0
27,2016-11-02,20.03,20.1,19.87,20.1,20.125,0.1,259.0,0.0,2312.0
28,2016-11-03,20.15,20.57,20.0,20.55,20.575,0.45,452.0,0.0,2595.0
29,2016-11-04,20.6,20.6,20.16,20.4,20.425,-0.15,309.0,0.0,2796.0
30,2016-11-07,20.3,20.3,19.25,19.25,19.275,-1.15,295.0,0.0,2747.0
31,2016-11-08,19.24,19.5,19.09,19.35,19.375,0.1,185.0,0.0,2727.0
32,2016-11-09,19.4,21.0,19.0,19.0,19.0,-0.38,1400.0,0.0,3010.0
33,2016-11-10,19.03,19.5,18.8,19.38,19.375,0.38,442.0,0.0,3025.0
34,2016-11-11,19.4,19.7,19.34,19.35,19.3,-0.08,463.0,0.0,3173.0
35,2016-11-14,19.37,19.82,19.17,19.45,19.425,0.12,461.0,0.0,3115.0
36,2016-11-15,19.4,19.55,19.22,19.52,19.525,0.1,868.0,0.0,3255.0
37,2016-11-16,19.5,19.78,19.47,19.53,19.525,0.0,1178.0,0.0,3824.0
38,2016-11-17,19.55,19.55,19.3,19.32,19.325,-0.2,1037.0,0.0,4009.0
39,2016-11-18,19.3,19.53,19.2,19.35,19.375,0.05,1641.0,0.0,4344.0
40,2016-11-21,19.35,19.44,19.1,19.25,19.225,-0.15,1420.0,0.0,4694.0
41,2016-11-22,19.15,19.37,19.1,19.25,19.225,0.0,824.0,0.0,4918.0
42,2016-11-23,19.25,19.36,19.18,19.3,19.325,0.1,969.0,0.0,5098.0
43,2016-11-25,19.31,19.38,19.25,19.3,19.3,-0.02,693.0,0.0,5255.0
44,2016-11-28,19.38,19.49,19.3,19.35,19.325,0.02,906.0,0.0,5297.0
45,2016-11-29,19.3,19.4,19.25,19.4,19.375,0.05,1974.0,0.0,6225.0
46,2016-11-30,19.4,19.4,19.15,19.3,19.275,-0.1,1881.0,0.0,7070.0
47,2016-12-01,19.3,19.64,19.17,19.44,19.425,0.15,2814.0,0.0,7762.0
48,2016-12-02,19.42,19.63,19.3,19.5,19.525,0.1,2195.0,0.0,7992.0
49,2016-12-05,19.65,19.7,19.1,19.12,19.125,-0.4,1651.0,0.0,8110.0
50,2016-12-06,19.1,19.15,18.91,18.95,18.95,-0.18,1621.0,0.0,8514.0
51,2016-12-07,18.93,19.05,18.8,19.03,19.025,0.08,1705.0,0.0,8566.0
52,2016-12-08,19.04,19.25,18.9,19.12,19.125,0.1,1954.0,0.0,8706.0
53,2016-12-09,19.15,19.21,18.94,18.95,18.975,-0.15,1439.0,0.0,9251.0
54,2016-12-12,18.95,19.25,18.9,19.15,19.175,0.2,1555.0,0.0,9757.0
55,2016-12-13,19.15,19.26,19.01,19.15,19.175,0.0,1896.0,0.0,10383.0
56,2016-12-14,19.1,19.3,18.92,18.99,18.975,-0.2,2137.0,0.0,11684.0
57,2016-12-15,18.95,19.09,18.85,19.0,19.025,0.05,1717.0,0.0,10924.0
58,2016-12-16,19.02,19.15,18.93,19.01,19.025,0.0,1870.0,0.0,11057.0
59,2016-12-19,19.02,19.02,18.75,18.85,18.825,-0.2,1619.0,0.0,11694.0
60,2016-12-20,18.8,18.9,18.69,18.75,18.75,-0.08,2353.0,0.0,12228.0
61,2016-12-21,18.75,18.81,18.57,18.75,18.725,-0.02,4042.0,0.0,12835.0
62,2016-12-22,18.8,18.95,18.68,18.91,18.925,0.2,2970.0,0.0,12796.0
63,2016-12-23,18.95,19.05,18.86,18.92,18.925,0.0,1312.0,0.0,12777.0
64,2016-12-27,18.85,18.9,18.7,18.75,18.775,-0.15,1534.0,0.0,13134.0
65,2016-12-28,18.82,19.0,18.72,18.95,18.925,0.15,3102.0,0.0,13279.0
66,2016-12-29,18.94,19.17,18.89,19.0,19.025,0.1,2563.0,0.0,13601.0
67,2016-12-30,19.0,19.32,18.85,19.09,19.075,0.05,2743.0,0.0,14167.0
68,2017-01-03,19.08,19.1,18.6,18.65,18.625,-0.45,3400.0,0.0,14157.0
69,2017-01-04,18.63,18.66,18.11,18.25,18.225,-0.4,3727.0,0.0,14692.0
70,2017-01-05,18.2,18.42,18.15,18.15,18.175,-0.05,1909.0,0.0,14245.0
71,2017-01-06,18.2,18.2,17.85,18.0,18.025,-0.15,2180.0,0.0,14167.0
72,2017-01-09,18.02,18.09,17.78,17.9,17.925,-0.1,2883.0,0.0,13804.0
73,2017-01-10,18.0,18.12,17.8,17.93,17.925,0.0,2395.0,0.0,13973.0
74,2017-01-11,17.86,18.18,17.75,17.82,17.825,-0.1,3096.0,0.0,14514.0
75,2017-01-12,17.78,18.22,17.78,17.95,17.975,0.15,2058.0,0.0,14578.0
76,2017-01-13,17.97,18.17,17.88,18.13,18.125,0.15,5007.0,0.0,15948.0
77,2017-01-17,18.15,18.4,18.06,18.25,18.225,0.1,5124.0,0.0,16844.0
78,2017-01-18,18.25,18.3,17.95,18.1,18.125,-0.1,9986.0,0.0,18298.0
79,2017-01-19,18.1,18.23,17.93,17.93,17.925,-0.2,4929.0,0.0,18036.0
80,2017-01-20,17.95,18.0,17.58,17.75,17.725,-0.2,6072.0,0.0,18291.0
81,2017-01-23,17.75,17.9,17.53,17.53,17.525,-0.2,4240.0,0.0,18827.0
82,2017-01-24,17.53,17.6,16.95,17.05,17.025,-0.5,6606.0,0.0,19552.0
83,2017-01-25,16.96,17.01,16.75,16.75,16.775,-0.25,5070.0,0.0,19767.0
84,2017-01-26,16.8,16.92,16.7,16.83,16.825,0.05,3965.0,0.0,20258.0
85,2017-01-27,16.85,17.0,16.8,16.9,16.925,0.1,4486.0,0.0,21081.0
86,2017-01-30,16.95,17.41,16.95,16.97,16.975,0.05,6417.0,0.0,21158.0
87,2017-01-31,16.95,17.18,16.85,16.85,16.875,-0.1,3844.0,0.0,21717.0
88,2017-02-01,16.85,16.9,16.6,16.68,16.675,-0.2,5665.0,0.0,22351.0
89,2017-02-02,16.7,16.9,16.63,16.83,16.825,0.15,4251.0,0.0,22677.0
90,2017-02-03,16.83,16.9,16.55,16.67,16.675,-0.15,3706.0,0.0,22977.0
91,2017-02-06,16.62,16.75,16.52,16.72,16.725,0.05,3356.0,0.0,23221.0
92,2017-02-07,16.72,16.83,16.6,16.76,16.775,0.05,5686.0,0.0,24187.0
93,2017-02-08,16.79,16.99,16.7,16.9,16.875,0.1,10578.0,0.0,26643.0
94,2017-02-09,16.9,16.92,16.65,16.74,16.725,-0.15,5734.0,0.0,27150.0
95,2017-02-10,16.75,16.75,16.6,16.72,16.725,0.0,9046.0,0.0,30099.0
96,2017-02-13,16.7,16.72,16.4,16.45,16.425,-0.3,6744.0,0.0,31710.0
97,2017-02-14,16.4,16.45,15.75,15.75,15.775,-0.65,12836.0,0.0,32269.0
