Date,Settle
2016-03-07,241.45
2016-03-08,239.95
2016-03-09,240.8
2016-03-10,244.0
2016-03-11,243.6
2016-03-14,243.35
2016-03-15,243.25
2016-03-16,243.6
2016-03-17,245.2
2016-03-18,245.35
2016-03-21,244.85
2016-03-22,246.4
2016-03-23,245.8
2016-03-24,245.35
2016-03-25,245.05
2016-03-28,245.225
2016-03-29,246.65
2016-03-30,247.85
2016-03-31,246.5
2016-04-01,242.75
2016-04-04,243.5
2016-04-05,241.3
2016-04-06,242.9
2016-04-07,243.0
2016-04-08,242.2
2016-04-11,242.65
2016-04-12,244.2
2016-04-14,249.3
2016-04-15,249.45
2016-04-18,248.35
2016-04-19,248.9
2016-04-20,247.95
2016-04-21,249.9
2016-04-22,248.7
2016-04-25,248.5
2016-04-26,249.2
2016-04-27,249.15
2016-04-28,246.45
2016-04-29,245.35
2016-05-02,244.25
2016-05-03,244.45
2016-05-04,243.35
2016-05-09,242.55
2016-05-10,243.8
2016-05-11,242.8
2016-05-12,242.9
2016-05-13,240.4
2016-05-16,241.2
2016-05-17,241.15
2016-05-18,239.3
2016-05-19,239.0
2016-05-20,239.15
2016-05-23,239.75
2016-05-24,238.1
2016-05-25,241.3
2016-05-26,241.2
2016-05-27,242.15
2016-05-30,241.75
2016-05-31,243.35
2016-06-01,243.7
2016-06-02,244.2
2016-06-03,244.6
