Date,Open,High,Low,Settle,Volume,Interest
2016-07-18,0.0,,,444.1,,
2016-07-19,0.0,0.0,0.0,443.55,0.0,
2016-07-20,0.0,0.0,0.0,447.85,0.0,
2016-07-21,0.0,0.0,0.0,447.6,0.0,
2016-07-22,0.0,0.0,0.0,449.0,0.0,
2016-07-25,447.6,447.6,447.6,448.45,5.0,
2016-07-26,446.2,446.2,446.2,449.7,3.0,5.0
2016-07-27,451.0,451.0,451.0,448.65,1.0,8.0
2016-07-28,0.0,0.0,0.0,443.55,0.0,8.0
2016-07-29,444.5,445.25,444.5,445.65,2.0,8.0
2016-08-01,0.0,0.0,0.0,440.85,0.0,8.0
2016-08-02,435.75,436.35,435.75,434.45,12.0,8.0
2016-08-03,0.0,0.0,0.0,436.3,0.0,7.0
2016-08-04,439.35,439.35,439.35,441.1,1.0,7.0
2016-08-05,444.4,445.95,444.4,445.7,3.0,8.0
2016-08-08,0.0,0.0,0.0,446.6,0.0,11.0
2016-08-09,0.0,0.0,0.0,451.35,0.0,11.0
2016-08-10,0.0,0.0,0.0,449.65,0.0,11.0
2016-08-11,451.5,453.9,451.5,454.35,2.0,11.0
2016-08-12,454.05,454.05,453.65,452.95,2.0,12.0
2016-08-15,454.65,454.65,453.7,453.35,26.0,13.0
2016-08-16,0.0,0.0,0.0,450.25,0.0,37.0
2016-08-17,448.1,448.1,447.7,446.4,4.0,37.0
2016-08-18,450.1,450.1,449.65,450.55,8.0,37.0
2016-08-19,448.5,448.5,446.25,447.85,8.0,45.0
2016-08-22,448.0,450.8,446.9,447.0,12.0,50.0
2016-08-23,450.25,452.65,450.25,451.7,26.0,55.0
2016-08-24,450.0,452.5,448.25,451.7,17.0,67.0
2016-08-25,448.35,450.0,448.3,449.5,16.0,72.0
2016-08-26,448.1,453.25,448.0,452.55,28.0,80.0
2016-08-29,450.95,451.5,450.5,451.75,5.0,89.0
2016-08-30,457.05,457.05,455.9,455.45,20.0,87.0
2016-08-31,455.8,455.8,454.45,454.05,31.0,107.0
2016-09-01,455.65,456.15,453.55,453.5,6.0,138.0
2016-09-02,459.8,463.8,459.8,463.2,41.0,143.0
2016-09-05,464.4,465.25,463.35,463.75,66.0,180.0
2016-09-06,463.85,463.85,460.25,460.7,57.0,224.0
2016-09-07,461.65,463.0,461.2,462.9,71.0,271.0
2016-09-08,461.95,462.65,454.85,459.1,43.0,296.0
2016-09-09,458.2,458.7,448.35,452.55,627.0,286.0
2016-09-12,445.6,449.9,442.65,447.3,9318.0,714.0
2016-09-13,450.4,450.4,440.85,442.25,28819.0,6485.0
2016-09-14,444.15,444.55,439.8,440.75,25974.0,25222.0
2016-09-15,439.5,444.1,439.5,442.9,14188.0,47152.0
2016-09-16,442.45,443.6,437.15,438.8,40382.0,48066.0
2016-09-19,441.45,445.25,441.45,444.4,20261.0,53664.0
2016-09-20,442.9,446.35,442.75,444.2,20234.0,52184.0
2016-09-21,445.8,450.45,445.8,447.25,23289.0,52662.0
2016-09-22,449.7,457.7,449.15,455.25,29823.0,52936.0
2016-09-23,454.9,455.4,453.0,454.25,18797.0,55266.0
2016-09-26,452.0,452.1,446.6,447.65,29235.0,53998.0
2016-09-27,450.5,451.3,443.75,447.65,26878.0,54991.0
2016-09-28,448.4,454.55,447.7,450.1,31797.0,55444.0
2016-09-29,455.0,457.05,445.55,451.35,30948.0,56684.0
2016-09-30,446.25,453.55,442.2,452.1,44637.0,56648.0
2016-10-03,451.8,454.5,451.1,452.75,18541.0,59743.0
2016-10-04,453.4,459.95,452.7,458.1,36649.0,55955.0
2016-10-05,456.1,456.7,451.4,455.9,27026.0,59741.0
2016-10-06,456.7,457.45,454.4,454.65,25343.0,61280.0
2016-10-07,455.35,455.6,448.3,449.9,36921.0,57983.0
2016-10-10,450.7,455.45,448.55,455.1,25320.0,59175.0
2016-10-11,453.1,456.85,449.2,451.1,26602.0,58092.0
2016-10-12,450.7,452.6,449.85,450.5,23861.0,58655.0
2016-10-13,446.7,448.6,442.55,445.1,41775.0,57587.0
2016-10-14,446.9,453.4,446.2,450.45,41002.0,63821.0
2016-10-17,448.7,450.85,446.75,448.0,33903.0,66706.0
2016-10-18,449.4,456.6,449.35,453.15,58542.0,68187.0
2016-10-20,455.45,457.2,452.2,456.0,38372.0,55092.0
2016-10-21,456.3,458.6,455.0,455.85,4867.0,21671.0
