Date,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest
2013-08-12,0.0,0.0,0.0,,,10930.0,0.0,0.0
2013-08-13,0.0,0.0,0.0,,,10788.0,0.0,0.0
2013-08-14,0.0,0.0,0.0,,,10792.0,0.0,0.0
2013-08-15,0.0,0.0,0.0,,,10895.0,0.0,0.0
2013-08-16,0.0,0.0,0.0,,,10897.0,0.0,0.0
2013-08-19,0.0,0.0,0.0,,,10896.0,0.0,0.0
2013-08-20,0.0,0.0,0.0,,,10920.0,0.0,0.0
2013-08-21,0.0,0.0,0.0,,,10866.0,0.0,0.0
2013-08-22,0.0,0.0,0.0,,,10808.0,0.0,0.0
2013-08-23,0.0,0.0,0.0,,,10773.0,0.0,0.0
2013-08-26,0.0,0.0,0.0,,,10764.0,0.0,0.0
2013-08-27,0.0,0.0,0.0,,,10922.0,0.0,0.0
2013-08-28,0.0,0.0,0.0,,,10879.0,0.0,0.0
2013-08-29,0.0,0.0,0.0,,,10811.0,0.0,0.0
2013-08-30,0.0,0.0,0.0,,,10815.0,0.0,0.0
2013-09-03,0.0,0.0,0.0,,,10682.0,0.0,0.0
2013-09-04,0.0,0.0,0.0,,,10654.0,0.0,0.0
2013-09-05,0.0,0.0,0.0,,,10645.0,0.0,0.0
2013-09-06,0.0,0.0,0.0,,,10716.0,0.0,0.0
2013-09-09,0.0,0.0,0.0,,,10671.0,0.0,0.0
2013-09-10,0.0,0.0,0.0,,,10607.0,0.0,0.0
2013-09-11,0.0,0.0,0.0,,,10643.0,0.0,0.0
2013-09-12,0.0,0.0,0.0,,,10679.0,0.0,0.0
2013-09-13,0.0,0.0,0.0,,,10707.0,0.0,0.0
2013-09-16,0.0,0.0,0.0,,,10683.0,0.0,0.0
2013-09-17,0.0,0.0,0.0,,,10686.0,0.0,0.0
2013-09-18,0.0,0.0,0.0,,,10822.0,0.0,0.0
2013-09-19,0.0,0.0,0.0,,,10622.0,0.0,0.0
2013-09-20,0.0,0.0,0.0,,,10611.0,0.0,0.0
2013-09-23,0.0,0.0,0.0,,,10662.0,0.0,0.0
2013-09-24,0.0,0.0,0.0,,,10656.0,0.0,0.0
2013-09-25,0.0,0.0,0.0,,,10682.0,0.0,0.0
2013-09-26,0.0,0.0,0.0,,,10647.0,0.0,0.0
2013-09-27,0.0,0.0,0.0,,,10691.0,0.0,0.0
2013-09-30,0.0,0.0,0.0,,,10706.0,0.0,0.0
2013-10-01,0.0,0.0,0.0,,,10745.0,0.0,0.0
2013-10-02,0.0,0.0,0.0,,,10794.0,0.0,0.0
2013-10-03,0.0,0.0,0.0,,,10805.0,0.0,0.0
2013-10-04,0.0,0.0,0.0,,,10792.0,0.0,0.0
2013-10-07,0.0,0.0,0.0,,,10853.0,0.0,0.0
2013-10-08,0.0,0.0,0.0,,,10860.0,0.0,0.0
2013-10-09,0.0,0.0,0.0,,,10814.0,0.0,0.0
2013-10-10,0.0,0.0,0.0,,,10731.0,0.0,0.0
2013-10-11,0.0,0.0,0.0,,,10680.0,0.0,0.0
2013-10-14,0.0,0.0,0.0,,,10701.0,0.0,0.0
2013-10-15,0.0,0.0,0.0,,,10696.0,0.0,0.0
2013-10-16,0.0,0.0,0.0,,,10642.0,0.0,0.0
2013-10-17,0.0,0.0,0.0,,,10721.0,0.0,0.0
2013-10-18,0.0,0.0,0.0,,,10715.0,0.0,0.0
2013-10-21,0.0,0.0,0.0,,,10681.0,0.0,0.0
2013-10-22,0.0,0.0,0.0,,,10676.0,0.0,0.0
2013-10-23,0.0,0.0,0.0,,,10748.0,0.0,0.0
2013-10-24,0.0,0.0,0.0,,,10751.0,0.0,0.0
2013-10-25,0.0,0.0,0.0,,,10744.0,0.0,0.0
2013-10-28,0.0,0.0,0.0,,,10710.0,0.0,0.0
2013-10-29,0.0,0.0,0.0,,,10659.0,0.0,0.0
2013-10-30,0.0,0.0,0.0,,,10604.0,0.0,0.0
2013-10-31,0.0,0.0,0.0,,,10648.0,0.0,0.0
2013-11-01,0.0,0.0,0.0,,,10615.0,0.0,0.0
2013-11-04,0.0,0.0,0.0,,,10631.0,0.0,0.0
2013-11-05,0.0,0.0,0.0,,,10634.0,0.0,0.0
2013-11-06,0.0,0.0,0.0,,,10607.0,0.0,0.0
2013-11-07,0.0,0.0,0.0,,,10686.0,0.0,0.0
2013-11-08,0.0,0.0,0.0,,,10577.0,0.0,0.0
2013-11-11,0.0,0.0,0.0,,,10565.0,0.0,0.0
2013-11-12,0.0,0.0,0.0,,,10524.0,0.0,0.0
2013-11-13,0.0,0.0,0.0,,,10536.0,0.0,0.0
2013-11-14,0.0,0.0,0.0,,,10445.0,0.0,0.0
2013-11-15,0.0,0.0,0.0,,,10425.0,0.0,0.0
2013-11-18,0.0,0.0,0.0,,,10433.0,0.0,0.0
2013-11-19,0.0,0.0,0.0,,,10428.0,0.0,0.0
2013-11-20,0.0,0.0,0.0,,,10431.0,0.0,0.0
2013-11-21,0.0,0.0,0.0,,,10322.0,0.0,0.0
