Date,Open,High,Low,Settle,Volume,Interest
2016-10-24,0.0,,,457.7,,
2016-10-25,0.0,0.0,0.0,457.25,0.0,
2016-10-26,0.0,0.0,0.0,453.75,0.0,
2016-10-27,0.0,0.0,0.0,454.1,0.0,
2016-10-28,452.25,452.25,452.25,453.75,2.0,
2016-10-31,0.0,0.0,0.0,450.95,0.0,2.0
2016-11-01,0.0,0.0,0.0,448.15,0.0,2.0
2016-11-02,443.65,443.95,443.05,442.2,4.0,2.0
2016-11-03,444.0,444.0,444.0,440.75,40.0,6.0
2016-11-04,440.5,440.5,437.9,438.95,89.0,44.0
2016-11-07,0.0,0.0,0.0,446.65,0.0,106.0
2016-11-08,445.3,445.3,445.3,448.6,21.0,106.0
2016-11-09,433.0,445.8,432.9,452.8,10.0,127.0
2016-11-10,456.15,456.65,449.35,449.8,120.0,127.0
2016-11-11,447.1,447.1,444.7,445.2,23.0,179.0
2016-11-14,448.55,450.8,445.7,446.5,87.0,201.0
2016-11-15,448.6,452.5,448.6,450.25,5.0,202.0
2016-11-16,450.5,451.0,447.75,449.4,117.0,200.0
2016-11-17,448.15,452.4,448.15,451.6,29.0,181.0
2016-11-18,451.4,451.4,449.7,450.5,25.0,188.0
2016-11-21,451.3,454.7,448.1,452.85,30.0,196.0
2016-11-22,456.55,458.25,456.55,456.1,20.0,200.0
2016-11-23,455.85,456.85,454.55,456.15,6.0,212.0
2016-11-24,0.0,0.0,0.0,457.2,0.0,221.0
2016-11-25,455.8,456.85,455.8,457.75,2.0,221.0
2016-11-28,457.25,457.25,451.25,452.45,49.0,221.0
2016-11-29,449.65,451.1,449.65,452.3,12.0,214.0
2016-11-30,452.15,458.3,452.05,456.95,116.0,209.0
2016-12-01,455.1,455.1,451.4,453.4,13.0,308.0
2016-12-02,450.0,450.45,445.5,449.4,120.0,306.0
2016-12-05,445.75,457.0,445.0,454.3,89.0,419.0
2016-12-06,456.45,460.85,456.35,459.1,113.0,445.0
2016-12-07,462.65,465.35,460.7,462.0,9.0,526.0
2016-12-08,463.0,467.45,462.0,466.5,143.0,530.0
2016-12-09,466.65,471.0,466.3,469.55,299.0,654.0
2016-12-12,470.55,471.1,468.7,470.2,12373.0,943.0
2016-12-13,469.6,474.55,469.6,473.45,27409.0,10446.0
2016-12-14,473.95,475.65,471.85,472.05,27993.0,28610.0
2016-12-15,473.45,477.45,473.2,476.5,18996.0,43570.0
2016-12-16,476.5,479.65,475.55,477.6,46645.0,50214.0
2016-12-19,478.15,480.85,477.7,480.35,18752.0,57952.0
2016-12-20,480.65,484.15,480.3,484.05,22033.0,56840.0
2016-12-21,483.8,484.25,481.65,483.2,17230.0,57863.0
2016-12-22,482.85,483.0,481.2,482.5,16448.0,58656.0
2016-12-23,482.35,483.65,482.1,482.85,10813.0,58432.0
2016-12-27,482.8,484.15,482.6,483.6,7855.0,57763.0
2016-12-28,483.45,484.1,482.05,484.2,11470.0,53299.0
2016-12-29,482.7,483.15,481.3,482.5,14751.0,58263.0
2016-12-30,482.35,483.55,480.15,483.1,19634.0,59136.0
2017-01-02,481.6,487.25,480.7,486.45,10685.0,61073.0
2017-01-03,486.55,489.75,486.55,487.8,31748.0,59291.0
2017-01-04,488.8,489.75,486.4,487.45,21041.0,64157.0
2017-01-05,487.05,488.35,485.65,486.85,23548.0,60380.0
2017-01-06,486.35,487.85,485.0,486.9,22973.0,61013.0
2017-01-09,487.85,488.4,483.85,485.0,22045.0,60235.0
2017-01-10,484.4,486.3,482.95,484.7,21762.0,61316.0
2017-01-11,484.65,488.85,482.85,486.55,35446.0,61790.0
2017-01-12,485.35,486.45,482.3,483.05,29632.0,64590.0
2017-01-13,486.05,488.15,484.75,488.1,25694.0,62890.0
2017-01-16,485.45,486.15,483.2,484.1,25458.0,62396.0
2017-01-17,483.35,484.15,480.45,481.75,63899.0,66014.0
2017-01-18,484.25,486.3,481.75,484.7,51347.0,75301.0
2017-01-19,486.35,486.7,482.55,484.6,40220.0,51014.0
2017-01-20,485.4,487.55,483.25,487.42,5533.0,23202.0
