Date,Open,High,Low,Settle,Volume,Interest
2017-04-24,0.0,,,516.7,,
2017-04-25,0.0,0.0,0.0,517.0,0.0,
2017-04-26,0.0,0.0,0.0,517.35,0.0,
2017-04-27,0.0,0.0,0.0,515.45,0.0,
2017-04-28,0.0,0.0,0.0,515.1,0.0,
2017-05-02,519.75,519.75,519.75,519.45,1.0,
2017-05-03,518.4,518.4,518.4,519.15,5.0,1.0
2017-05-04,521.0,521.0,521.0,522.85,1.0,6.0
2017-05-05,0.0,0.0,0.0,527.95,0.0,6.0
2017-05-08,0.0,0.0,0.0,528.95,0.0,6.0
2017-05-09,0.0,0.0,0.0,530.9,0.0,6.0
2017-05-10,530.75,531.6,530.7,531.8,15.0,6.0
2017-05-11,0.0,0.0,0.0,530.4,0.0,19.0
2017-05-12,0.0,0.0,0.0,531.05,0.0,19.0
2017-05-15,0.0,0.0,0.0,532.5,0.0,19.0
2017-05-16,532.5,532.5,531.7,532.85,9.0,19.0
2017-05-17,530.65,531.2,525.7,526.2,80.0,25.0
2017-05-18,518.2,525.0,518.2,523.15,22.0,82.0
2017-05-19,524.5,524.5,523.0,525.4,5.0,93.0
2017-05-23,0.0,0.0,0.0,526.85,0.0,97.0
2017-05-24,526.85,526.85,526.85,526.55,1.0,97.0
2017-05-25,523.95,525.9,523.95,526.1,2.0,97.0
2017-05-26,524.4,525.95,524.4,526.7,5.0,98.0
