Trade Date,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Prev. Day Open Interest
2008-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-06-23,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,0.0
2008-06-24,0.0,0.0,0.0,0.0,24.3,1.3,0.0,0.0,0.0
2008-06-25,0.0,0.0,0.0,0.0,22.5,-1.8,0.0,0.0,0.0
2008-06-26,0.0,0.0,0.0,0.0,24.5,2.0,0.0,0.0,0.0
2008-06-27,0.0,0.0,0.0,0.0,23.96,-0.54,0.0,0.0,0.0
2008-06-30,0.0,0.0,0.0,0.0,23.6,-0.36,0.0,0.0,0.0
2008-07-01,0.0,0.0,0.0,0.0,23.69,0.09,0.0,0.0,0.0
2008-07-02,0.0,0.0,0.0,0.0,24.47,0.78,0.0,0.0,0.0
2008-07-03,0.0,0.0,0.0,0.0,24.82,0.35,0.0,0.0,0.0
2008-07-07,0.0,0.0,0.0,0.0,25.11,0.29,0.0,0.0,0.0
2008-07-08,0.0,0.0,0.0,0.0,23.49,-1.62,0.0,0.0,0.0
2008-07-09,0.0,0.0,0.0,0.0,24.06,0.57,0.0,0.0,0.0
2008-07-10,0.0,0.0,0.0,0.0,24.25,0.19,0.0,0.0,0.0
2008-07-11,0.0,0.0,0.0,0.0,24.27,0.02,0.0,0.0,0.0
2008-07-14,0.0,0.0,0.0,0.0,24.77,0.5,0.0,0.0,0.0
2008-07-15,0.0,0.0,0.0,0.0,24.34,-0.43,0.0,0.0,0.0
2008-07-16,24.0,24.0,24.0,24.0,23.41,-0.93,2.0,0.0,2.0
2008-07-17,0.0,0.0,0.0,0.0,22.92,-0.49,0.0,0.0,2.0
2008-07-18,0.0,0.0,0.0,0.0,22.87,-0.05,0.0,0.0,2.0
2008-07-21,0.0,0.0,0.0,0.0,22.83,-0.04,0.0,0.0,2.0
2008-07-22,0.0,0.0,0.0,0.0,22.42,-0.41,0.0,0.0,2.0
2008-07-23,0.0,0.0,0.0,0.0,22.36,-0.06,0.0,0.0,2.0
2008-07-24,0.0,0.0,0.0,0.0,23.3,0.94,0.0,0.0,2.0
2008-07-25,0.0,0.0,0.0,0.0,23.11,-0.19,0.0,0.0,2.0
2008-07-28,0.0,0.0,0.0,0.0,23.76,0.65,0.0,0.0,2.0
2008-07-29,0.0,0.0,0.0,0.0,22.98,-0.78,0.0,0.0,2.0
2008-07-30,0.0,0.0,0.0,0.0,22.61,-0.37,0.0,0.0,2.0
2008-07-31,0.0,0.0,0.0,0.0,22.83,0.22,0.0,0.0,2.0
2008-08-01,0.0,0.0,0.0,0.0,22.97,0.14,0.0,0.0,2.0
2008-08-04,0.0,0.0,0.0,0.0,23.1,0.13,0.0,0.0,2.0
2008-08-05,22.55,22.55,22.55,22.55,22.38,-0.72,10.0,0.0,12.0
2008-08-06,0.0,0.0,0.0,0.0,22.29,-0.09,0.0,0.0,12.0
2008-08-07,0.0,0.0,0.0,0.0,22.41,0.12,0.0,0.0,12.0
2008-08-08,0.0,0.0,0.0,0.0,22.31,-0.1,0.0,0.0,12.0
2008-08-11,22.35,22.35,22.35,22.35,22.44,0.13,2.0,0.0,14.0
2008-08-12,0.0,0.0,0.0,0.0,22.62,0.18,0.0,0.0,14.0
2008-08-13,0.0,0.0,0.0,0.0,22.97,0.35,0.0,0.0,14.0
2008-08-14,0.0,0.0,0.0,0.0,22.74,-0.23,0.0,0.0,14.0
2008-08-15,0.0,0.0,0.0,0.0,22.67,-0.07,0.0,0.0,14.0
2008-08-18,0.0,0.0,0.0,0.0,23.03,0.36,0.0,0.0,14.0
2008-08-19,0.0,0.0,0.0,0.0,23.34,0.31,0.0,0.0,14.0
2008-08-20,0.0,0.0,0.0,0.0,23.21,-0.13,0.0,0.0,14.0
2008-08-21,22.92,22.92,22.92,22.92,23.18,-0.03,1.0,0.0,15.0
2008-08-22,0.0,0.0,0.0,0.0,23.13,-0.05,0.0,0.0,15.0
2008-08-25,0.0,0.0,0.0,0.0,23.44,0.31,0.0,0.0,15.0
2008-08-26,0.0,0.0,0.0,0.0,23.37,-0.07,0.0,0.0,15.0
2008-08-27,0.0,0.0,0.0,0.0,23.17,-0.2,0.0,0.0,15.0
2008-08-28,23.06,23.21,22.96,23.21,23.1,-0.07,25.0,0.0,37.0
2008-08-29,23.4,23.4,23.4,23.4,23.39,0.29,1.0,0.0,37.0
2008-09-02,0.0,0.0,0.0,0.0,23.43,0.04,0.0,0.0,37.0
2008-09-03,23.61,23.61,23.6,23.6,23.35,-0.08,4.0,0.0,41.0
2008-09-04,0.0,0.0,0.0,0.0,24.3,0.95,0.0,0.0,41.0
2008-09-05,0.0,0.0,0.0,0.0,24.15,-0.15,0.0,0.0,41.0
2008-09-08,0.0,0.0,0.0,0.0,23.56,-0.59,0.0,0.0,41.0
2008-09-09,0.0,0.0,0.0,0.0,24.42,0.86,0.0,0.0,41.0
2008-09-10,0.0,0.0,0.0,0.0,24.2,-0.22,0.0,0.0,41.0
2008-09-11,0.0,0.0,0.0,0.0,24.36,0.16,0.0,0.0,41.0
2008-09-12,24.45,24.45,24.44,24.44,24.34,-0.02,22.0,0.0,63.0
2008-09-15,24.5,25.13,24.5,25.11,24.46,0.12,108.0,0.0,143.0
2008-09-16,24.64,24.86,24.26,24.26,24.57,0.11,54.0,0.0,154.0
2008-09-17,24.7,25.55,24.7,25.55,25.41,0.84,6.0,0.0,104.0
2008-09-18,24.75,24.75,24.75,24.75,24.34,-1.07,2.0,0.0,106.0
2008-09-19,0.0,0.0,0.0,0.0,24.07,-0.27,0.0,0.0,106.0
2008-09-22,0.0,0.0,0.0,0.0,24.91,0.84,0.0,0.0,106.0
2008-09-23,0.0,0.0,0.0,0.0,25.67,0.76,0.0,0.0,106.0
2008-09-24,0.0,0.0,0.0,0.0,25.49,-0.18,0.0,0.0,106.0
2008-09-25,0.0,0.0,0.0,0.0,25.2,-0.29,0.0,0.0,106.0
2008-09-26,25.5,25.61,25.33,25.61,25.27,0.07,3.0,0.0,107.0
2008-09-29,26.15,26.21,26.15,26.21,27.82,2.55,18.0,0.0,123.0
2008-09-30,25.84,25.98,25.84,25.98,26.03,-1.79,14.0,0.0,113.0
2008-10-01,26.91,26.91,26.05,26.05,26.23,0.2,2.0,0.0,114.0
2008-10-02,26.89,26.89,26.89,26.89,27.16,0.93,1.0,0.0,114.0
2008-10-03,27.28,27.28,27.28,27.28,27.6,0.44,1.0,0.0,104.0
2008-10-06,27.53,29.07,27.53,29.07,27.86,0.26,2.0,0.0,103.0
2008-10-07,28.04,28.97,28.0,28.0,27.72,-0.14,45.0,0.0,132.0
2008-10-08,27.78,27.8,27.78,27.8,27.73,0.01,2.0,0.0,121.0
2008-10-09,28.04,28.04,28.04,28.04,29.06,1.33,3.0,0.0,119.0
2008-10-10,29.0,29.0,29.0,29.0,28.91,-0.15,1.0,0.0,119.0
2008-10-13,0.0,0.0,0.0,0.0,27.58,-1.33,0.0,0.0,119.0
2008-10-14,0.0,0.0,0.0,0.0,28.03,0.45,0.0,0.0,119.0
2008-10-15,28.7,29.62,28.7,29.62,29.56,1.53,2.0,0.0,117.0
2008-10-16,33.11,33.12,33.11,33.11,31.17,1.61,5.0,0.0,117.0
2008-10-17,31.16,31.16,31.15,31.15,31.65,0.48,2.0,0.0,117.0
2008-10-20,33.39,33.39,33.39,33.39,30.91,-0.74,1.0,0.0,117.0
2008-10-21,31.57,32.56,31.57,32.56,31.97,1.06,4.0,0.0,118.0
2008-10-22,34.0,34.47,33.28,34.47,33.9,1.93,55.0,0.0,162.0
2008-10-23,33.87,34.55,33.75,34.55,34.59,0.69,6.0,0.0,163.0
2008-10-24,35.0,38.0,35.0,38.0,37.39,2.8,88.0,0.0,249.0
2008-10-27,36.5,37.4,36.5,37.4,38.41,1.02,5.0,0.0,250.0
2008-10-28,37.5,37.5,36.0,36.0,35.47,-2.94,5.0,0.0,251.0
2008-10-29,34.75,35.49,34.44,34.44,34.96,-0.51,300.0,0.0,418.0
2008-10-30,36.0,36.0,36.0,36.0,35.77,0.81,3.0,0.0,418.0
2008-10-31,35.86,36.12,35.86,36.02,35.95,0.18,8.0,0.0,419.0
