Trade Date,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Prev. Day Open Interest
2008-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-24,0.0,0.0,0.0,0.0,36.15,36.15,0.0,0.0,0.0
2008-11-25,0.0,0.0,0.0,0.0,38.23,2.08,0.0,0.0,0.0
2008-11-26,0.0,0.0,0.0,0.0,38.0,-0.23,0.0,0.0,0.0
2008-11-28,0.0,0.0,0.0,0.0,40.34,2.34,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0,0.0,42.36,2.02,0.0,0.0,0.0
2008-12-02,0.0,0.0,0.0,0.0,42.28,-0.08,0.0,0.0,0.0
2008-12-03,40.03,40.03,40.03,40.03,40.35,-1.93,1.0,0.0,1.0
2008-12-04,40.0,40.0,40.0,40.0,40.89,0.54,1.0,0.0,2.0
2008-12-05,0.0,0.0,0.0,0.0,42.53,1.64,0.0,0.0,2.0
2008-12-08,39.5,39.5,39.5,39.5,42.45,-0.08,1.0,0.0,3.0
2008-12-09,41.96,43.0,41.96,43.0,42.9,0.45,2.0,0.0,5.0
2008-12-10,0.0,0.0,0.0,0.0,42.46,-0.44,0.0,0.0,5.0
2008-12-11,41.83,41.83,41.25,41.25,42.91,0.45,3.0,0.0,8.0
2008-12-12,0.0,0.0,0.0,0.0,43.7,0.79,0.0,0.0,8.0
2008-12-15,0.0,0.0,0.0,0.0,41.16,-2.54,0.0,0.0,8.0
2008-12-16,0.0,0.0,0.0,0.0,37.69,-3.47,0.0,0.0,8.0
2008-12-17,0.0,0.0,0.0,0.0,38.68,0.99,0.0,0.0,8.0
2008-12-18,0.0,0.0,0.0,0.0,39.38,0.7,0.0,0.0,8.0
2008-12-19,37.9,37.9,37.9,37.9,38.27,-1.11,1.0,0.0,9.0
2008-12-22,0.0,0.0,0.0,0.0,36.73,-1.54,0.0,0.0,9.0
2008-12-23,37.6,38.4,37.6,38.4,39.38,2.65,3.0,0.0,11.0
2008-12-24,0.0,0.0,0.0,0.0,37.96,-1.42,0.0,0.0,11.0
2008-12-26,45.51,45.51,45.51,45.51,37.67,-0.29,1.0,0.0,12.0
2008-12-29,37.8,38.4,37.8,38.4,38.53,0.86,2.0,0.0,14.0
2008-12-30,0.0,0.0,0.0,0.0,37.66,-0.87,0.0,0.0,13.0
2008-12-31,0.0,0.0,0.0,0.0,37.42,-0.24,0.0,0.0,13.0
2009-01-02,0.0,0.0,0.0,0.0,35.35,-2.07,0.0,0.0,13.0
2009-01-05,0.0,0.0,0.0,0.0,35.06,-0.29,0.0,0.0,13.0
2009-01-06,0.0,0.0,0.0,0.0,34.87,-0.19,0.0,0.0,13.0
2009-01-07,0.0,0.0,0.0,0.0,35.57,0.7,0.0,0.0,13.0
2009-01-08,0.0,0.0,0.0,0.0,36.64,1.07,0.0,0.0,13.0
2009-01-09,0.0,0.0,0.0,0.0,36.17,-0.47,0.0,0.0,13.0
2009-01-12,0.0,0.0,0.0,0.0,35.89,-0.28,0.0,0.0,13.0
2009-01-13,0.0,0.0,0.0,0.0,37.43,1.54,0.0,0.0,13.0
2009-01-14,40.1,40.11,40.1,40.11,38.11,0.68,2.0,0.0,12.0
2009-01-15,0.0,0.0,0.0,0.0,38.42,0.31,0.0,0.0,12.0
2009-01-16,0.0,0.0,0.0,0.0,38.29,-0.13,0.0,0.0,12.0
2009-01-20,0.0,0.0,0.0,0.0,40.45,2.16,0.0,0.0,12.0
2009-01-21,0.0,0.0,0.0,0.0,39.47,-0.98,0.0,0.0,12.0
2009-01-22,38.55,38.55,38.55,38.55,39.2,-0.27,1.0,0.0,11.0
2009-01-23,0.0,0.0,0.0,0.0,38.28,-0.92,0.0,0.0,11.0
2009-01-26,37.5,37.5,37.5,37.5,37.64,-0.64,1.0,0.0,12.0
2009-01-27,37.05,37.05,36.75,36.75,37.08,-0.56,4.0,0.0,13.0
2009-01-28,36.83,36.86,36.24,36.5,36.52,-0.56,18.0,0.0,23.0
2009-01-29,35.6,36.4,35.47,35.96,35.71,-0.81,85.0,0.0,73.0
2009-01-30,36.12,36.86,36.12,36.86,36.92,1.21,220.0,0.0,278.0
2009-02-02,37.25,37.35,37.25,37.35,37.4,0.48,5.0,0.0,280.0
2009-02-03,36.5,37.0,36.5,37.0,37.05,-0.35,15.0,0.0,281.0
