Date,Open,High,Low,Settle,Volume,Prev. Day Open Interest
2014-06-09,0.0,0.0,0.0,126.26,0.0,0.0
2014-06-10,0.0,0.0,0.0,125.59,0.0,0.0
2014-06-11,0.0,0.0,0.0,125.54,0.0,0.0
2014-06-12,0.0,0.0,0.0,124.08,0.0,0.0
2014-06-13,0.0,0.0,0.0,124.42,0.0,0.0
2014-06-16,0.0,0.0,0.0,123.86,0.0,0.0
2014-06-17,0.0,0.0,0.0,122.14,0.0,0.0
2014-06-18,0.0,0.0,0.0,121.99,0.0,0.0
2014-06-19,0.0,0.0,0.0,122.57,0.0,0.0
2014-06-20,0.0,0.0,0.0,122.19,0.0,0.0
2014-06-23,0.0,0.0,0.0,122.63,0.0,0.0
2014-06-24,0.0,0.0,0.0,122.9,0.0,0.0
2014-06-25,0.0,0.0,0.0,123.25,0.0,0.0
2014-06-26,0.0,0.0,0.0,123.38,0.0,0.0
2014-06-27,0.0,0.0,0.0,123.39,0.0,0.0
2014-06-30,0.0,0.0,0.0,123.23,0.0,0.0
2014-07-01,0.0,0.0,0.0,123.38,0.0,0.0
2014-07-02,0.0,0.0,0.0,122.71,0.0,0.0
2014-07-03,0.0,0.0,0.0,123.14,0.0,0.0
2014-07-04,0.0,0.0,0.0,123.58,0.0,0.0
2014-07-07,0.0,0.0,0.0,123.63,0.0,0.0
2014-07-08,0.0,0.0,0.0,123.42,0.0,0.0
2014-07-09,0.0,0.0,0.0,123.02,0.0,0.0
2014-07-10,0.0,0.0,0.0,122.43,0.0,0.0
2014-07-11,0.0,0.0,0.0,122.89,0.0,0.0
2014-07-14,0.0,0.0,0.0,123.02,0.0,0.0
2014-07-15,0.0,0.0,0.0,123.24,0.0,0.0
2014-07-16,0.0,0.0,0.0,123.59,0.0,0.0
2014-07-17,123.82,123.82,123.82,123.82,0.0,0.0
2014-07-18,123.68,123.68,123.68,123.68,0.0,0.0
2014-07-21,123.98,123.98,123.98,123.98,0.0,0.0
2014-07-22,123.91,123.91,123.91,123.91,0.0,0.0
2014-07-23,124.31,124.31,124.31,124.31,0.0,0.0
2014-07-24,124.32,124.32,124.32,124.32,0.0,0.0
2014-07-25,124.47,124.47,124.47,124.47,0.0,0.0
2014-07-28,124.95,124.95,124.95,124.95,0.0,0.0
2014-07-29,125.21,125.21,125.21,125.21,0.0,0.0
2014-07-30,125.44,125.44,125.44,125.44,0.0,0.0
2014-07-31,125.26,125.26,125.26,125.26,0.0,0.0
2014-08-01,124.67,124.67,124.67,124.67,0.0,0.0
2014-08-04,125.18,125.18,125.18,125.18,0.0,0.0
2014-08-05,124.6,124.6,124.6,124.6,0.0,0.0
2014-08-06,124.21,124.21,124.21,124.21,0.0,0.0
2014-08-07,123.78,123.78,123.78,123.78,0.0,0.0
2014-08-08,123.96,123.96,123.96,123.96,0.0,0.0
2014-08-11,125.7,125.7,124.05,124.39,2.0,0.0
2014-08-12,126.36,126.36,126.36,125.07,1.0,1.0
2014-08-13,126.4,126.4,124.0,125.12,4.0,1.0
2014-08-14,125.83,125.83,125.83,125.83,0.0,1.0
2014-08-15,126.64,126.64,126.64,126.64,0.0,1.0
2014-08-18,127.38,127.38,127.12,126.26,4.0,5.0
2014-08-19,126.0,126.75,126.0,126.68,2.0,5.0
2014-08-20,126.01,126.7,126.01,126.58,4.0,5.0
2014-08-21,126.76,126.76,126.76,126.76,0.0,5.0
2014-08-22,126.71,126.71,126.71,126.71,0.0,5.0
2014-08-25,126.5,127.68,126.5,128.14,7.0,5.0
2014-08-26,128.5,129.07,128.3,128.43,7.0,6.0
2014-08-27,128.98,129.7,128.4,129.0,14.0,6.0
2014-08-28,127.7,128.28,127.7,128.31,4.0,6.0
2014-08-29,128.1,128.95,128.1,128.52,12.0,6.0
2014-09-01,128.28,129.19,128.28,128.69,8.0,6.0
2014-09-02,128.4,129.0,128.25,128.57,8.0,6.0
2014-09-03,128.32,128.92,128.0,128.41,6.0,6.0
2014-09-04,129.53,129.53,129.53,129.53,0.0,6.0
2014-09-05,130.62,130.62,130.62,130.62,0.0,6.0
2014-09-08,129.69,129.69,129.69,129.69,0.0,6.0
2014-09-09,128.91,128.91,128.91,128.91,0.0,6.0
2014-09-10,128.54,128.54,128.54,128.54,0.0,6.0
2014-09-11,128.22,128.22,128.22,128.22,0.0,6.0
2014-09-12,128.14,128.14,128.14,128.14,0.0,6.0
2014-09-15,128.25,128.25,128.25,128.25,0.0,6.0
2014-09-16,128.1,128.1,128.1,128.1,0.0,6.0
2014-09-17,128.56,128.56,128.56,128.56,0.0,6.0
2014-09-18,128.43,128.43,128.43,128.43,0.0,6.0
2014-09-19,129.22,129.22,129.22,129.22,0.0,6.0
2014-09-22,129.14,129.14,129.14,129.14,0.0,6.0
2014-09-23,128.99,128.99,128.99,128.99,0.0,6.0
2014-09-24,129.35,129.35,129.35,129.35,0.0,6.0
2014-09-25,129.51,129.51,129.51,129.51,0.0,6.0
2014-09-26,129.17,129.17,129.17,129.17,0.0,6.0
2014-09-29,128.92,128.92,128.92,128.92,0.0,6.0
2014-09-30,129.48,129.48,129.48,129.48,0.0,6.0
2014-10-01,130.13,130.13,130.13,130.13,0.0,6.0
2014-10-02,129.6,129.6,129.6,129.6,0.0,6.0
2014-10-03,129.72,129.72,129.72,129.72,43.0,6.0
2014-10-06,129.58,129.58,129.58,129.58,0.0,6.0
2014-10-07,129.4,129.4,129.4,129.4,0.0,6.0
2014-10-08,129.5,129.5,129.5,129.5,0.0,6.0
2014-10-09,129.92,129.92,129.92,129.92,0.0,6.0
2014-10-10,129.68,129.68,129.68,129.68,0.0,6.0
2014-10-13,129.62,129.62,129.62,129.62,0.0,6.0
2014-10-14,129.88,129.88,129.88,129.88,0.0,6.0
2014-10-15,129.12,129.12,129.12,129.12,0.0,6.0
2014-10-16,127.25,127.25,127.25,127.25,0.0,6.0
2014-10-17,128.06,128.06,128.06,128.06,0.0,6.0
2014-10-20,128.18,128.18,128.02,127.18,2.0,8.0
2014-10-21,127.68,127.68,127.68,127.68,0.0,8.0
2014-10-22,128.48,128.48,128.48,128.16,1.0,8.0
2014-10-23,128.01,128.01,128.01,128.01,0.0,8.0
2014-10-24,128.58,128.58,128.58,127.98,1.0,8.0
2014-10-27,127.76,127.76,127.76,127.76,0.0,8.0
2014-10-28,127.79,127.79,127.79,127.79,0.0,8.0
2014-10-29,128.68,128.68,128.68,128.51,1.0,9.0
2014-10-30,128.72,128.72,128.72,128.72,0.0,9.0
2014-10-31,129.01,129.01,129.01,129.72,11.0,9.0
2014-11-03,130.0,130.0,129.9,129.42,5.0,17.0
2014-11-04,129.3,129.3,129.3,129.48,1.0,18.0
