Date,Open,High,Low,Settle,Volume,Interest
2015-02-22,0.0,0.0,0.0,,0.0,0.0
2015-02-23,0.0,0.0,0.0,4796.0,0.0,
2015-02-24,0.0,0.0,0.0,4821.0,0.0,
2015-02-25,0.0,0.0,0.0,4818.0,0.0,
2015-02-26,0.0,0.0,0.0,4842.5,0.0,
2015-02-27,4858.5,4858.5,4858.5,4884.0,10.0,
2015-03-02,4876.5,4878.0,4874.5,4848.5,22.0,10.0
2015-03-03,4859.5,4859.5,4859.5,4799.0,1.0,32.0
2015-03-04,0.0,0.0,0.0,4845.0,0.0,33.0
2015-03-05,4875.0,4875.0,4875.0,4891.0,1.0,33.0
2015-03-06,4898.0,4898.0,4898.0,4895.5,1.0,34.0
2015-03-09,0.0,0.0,0.0,4868.5,0.0,35.0
2015-03-10,4847.0,4847.0,4820.0,4814.5,8.0,35.0
2015-03-11,4896.0,4927.5,4889.0,4926.0,3.0,40.0
2015-03-12,4926.5,4927.0,4914.0,4917.0,5.0,44.0
2015-03-13,4907.0,4915.0,4905.0,4939.5,4.0,46.0
2015-03-16,4954.5,4999.0,4954.5,4990.5,7.0,48.0
2015-03-17,4977.0,4978.5,4937.5,4959.0,8.0,52.0
2015-03-18,4945.5,4980.0,4938.0,4963.5,5.0,56.0
2015-03-19,4947.5,4986.5,4939.5,4968.5,13.0,58.0
2015-03-20,4978.5,5035.0,4978.5,5020.5,88.0,63.0
2015-03-23,5010.0,5010.0,4976.0,4992.5,30.0,91.0
2015-03-24,4981.0,5040.0,4970.5,5028.5,99.0,80.0
2015-03-25,5022.0,5022.0,4948.0,4961.0,256.0,104.0
2015-03-26,4929.5,4947.0,4876.5,4946.0,205.0,296.0
2015-03-27,4952.5,4982.5,4944.5,4972.5,29.0,317.0
2015-03-30,4989.5,5035.5,4989.5,5022.5,855.0,318.0
2015-03-31,5012.0,5037.5,4962.0,4973.5,13436.0,1120.0
2015-04-01,4950.0,5046.5,4948.0,5000.0,230.0,10971.0
2015-04-02,5003.5,5014.5,4999.5,5012.5,86.0,11126.0
2015-04-07,5041.5,5105.0,5033.5,5087.5,360.0,11141.0
2015-04-08,5081.0,5105.5,5070.0,5076.5,22174.0,11482.0
2015-04-09,5091.0,5162.0,5085.5,5149.0,7764.0,26319.0
2015-04-10,5165.0,5184.0,5155.0,5180.0,31609.0,30670.0
2015-04-13,5183.0,5202.0,5163.0,5193.5,64009.0,53444.0
2015-04-14,5178.5,5202.0,5132.0,5159.5,135954.0,103740.0
2015-04-15,5170.0,5210.0,5157.0,5193.0,156472.0,180577.0
2015-04-16,5196.5,5196.5,5151.5,5163.5,99958.0,272985.0
2015-04-17,5164.0,5178.5,5058.0,5081.5,170996.0,317713.0
2015-04-20,5089.0,5130.5,5082.0,5128.0,87875.0,336092.0
2015-04-21,5131.5,5191.5,5119.0,5141.0,97604.0,330337.0
2015-04-22,5153.0,5174.5,5092.5,5159.0,97525.0,331703.0
2015-04-23,5172.0,5179.0,5094.0,5126.0,108311.0,329610.0
2015-04-24,5137.0,5174.5,5112.5,5148.5,96884.0,335626.0
2015-04-27,5141.5,5235.5,5084.5,5218.0,130072.0,332442.0
2015-04-28,5194.5,5210.0,5088.5,5127.0,119677.0,349277.0
2015-04-29,5129.5,5156.5,4965.0,4992.0,155170.0,335490.0
2015-04-30,5001.0,5029.5,4947.5,5012.5,158626.0,337430.0
2015-05-04,5015.0,5075.0,4973.0,5041.0,87502.0,336500.0
2015-05-05,5036.0,5100.5,4927.5,4940.0,140458.0,321680.0
2015-05-06,4957.0,4979.0,4900.0,4947.5,139872.0,328001.0
2015-05-07,4932.5,4952.5,4844.0,4939.0,155388.0,333878.0
2015-05-08,4934.0,5067.5,4933.5,5061.0,121196.0,338217.0
2015-05-11,5059.0,5060.0,5002.5,5026.0,170296.0,333061.0
2015-05-12,5023.5,5026.5,4918.5,4973.5,275417.0,360387.0
2015-05-13,4989.5,5046.0,4941.5,4959.5,201428.0,331101.0
2015-05-14,4950.5,5044.0,4901.5,5028.0,117255.0,202791.0
