Date,Open,High,Low,Settle,Volume,Interest
2015-01-19,432.6,434.95,430.65,433.95,26361.0,57674.0
2015-01-20,436.7,438.35,434.55,436.5,30997.0,56361.0
2015-01-21,438.4,440.4,434.4,439.6,43502.0,56858.0
2015-01-22,440.55,451.05,438.9,446.35,53427.0,59065.0
2015-01-23,449.65,455.95,448.35,453.1,57117.0,63078.0
2015-01-26,450.5,459.9,449.8,457.85,39851.0,64052.0
2015-01-27,458.25,459.1,450.1,453.1,37435.0,66527.0
2015-01-28,456.6,456.8,446.4,450.85,40832.0,68181.0
2015-01-29,446.75,454.1,445.45,451.35,38951.0,65682.0
2015-01-30,453.2,453.85,447.55,449.3,45871.0,64790.0
2015-02-02,449.55,451.6,444.95,449.45,36961.0,68154.0
2015-02-03,450.75,456.55,450.4,454.65,35217.0,68961.0
2015-02-04,456.0,456.3,449.5,453.35,35226.0,70201.0
2015-02-05,448.65,454.75,448.65,454.4,29869.0,70418.0
2015-02-06,453.9,455.25,450.8,453.85,25471.0,68737.0
2015-02-09,450.45,451.15,446.25,450.1,34652.0,69019.0
2015-02-10,450.95,455.35,448.55,452.75,30210.0,72410.0
2015-02-11,454.1,459.1,453.75,457.55,27379.0,71006.0
2015-02-12,458.55,464.0,457.15,460.45,36625.0,73507.0
2015-02-13,462.25,465.95,461.7,464.9,25721.0,73789.0
2015-02-16,464.7,465.35,459.55,462.75,20261.0,70151.0
2015-02-17,460.2,465.95,457.65,463.45,45774.0,70725.0
2015-02-18,464.95,468.45,464.95,467.3,44312.0,76638.0
2015-02-19,467.5,470.45,465.35,469.7,51037.0,66606.0
2015-02-20,469.15,469.75,466.15,468.05,7014.0,34630.0
2015-02-24,0.0,0.0,0.0,,0.0,0.0
2015-02-25,0.0,0.0,0.0,,0.0,0.0
2015-02-26,0.0,0.0,0.0,,0.0,0.0
2015-02-27,0.0,0.0,0.0,,0.0,0.0
2015-02-28,0.0,0.0,0.0,,0.0,0.0
2015-03-01,0.0,0.0,0.0,,0.0,0.0
