Date,Open,High,Low,Settle,Volume,Prev. Day Open Interest
2013-11-18,22.5,22.5,22.4,22.45,65.0,5125.0
2013-11-19,22.5,22.5,22.45,22.5,595.0,5188.0
2013-11-20,22.4,22.4,22.4,22.45,110.0,5783.0
2013-11-21,22.55,22.55,22.3,22.3,110.0,5783.0
2013-11-22,22.05,22.45,22.05,22.3,102.0,5843.0
2013-11-25,0.0,0.0,0.0,22.05,0.0,5888.0
2013-11-26,0.0,0.0,0.0,21.9,0.0,5888.0
2013-11-27,0.0,0.0,0.0,21.75,0.0,5908.0
2013-11-28,0.0,0.0,0.0,21.7,0.0,5903.0
2013-11-29,21.8,21.8,21.8,21.85,5.0,5903.0
2013-12-02,0.0,0.0,0.0,21.75,0.0,5908.0
2013-12-03,0.0,0.0,0.0,22.0,0.0,5865.0
2013-12-04,0.0,0.0,0.0,22.0,0.0,5868.0
2013-12-05,0.0,0.0,0.0,22.1,0.0,5868.0
2013-12-06,21.8,21.8,21.8,21.8,40.0,5868.0
2013-12-09,21.6,21.6,21.55,21.6,12.0,5868.0
2013-12-10,21.5,21.5,21.5,21.55,103.0,5860.0
2013-12-11,0.0,0.0,0.0,21.7,0.0,5863.0
2013-12-12,0.0,0.0,0.0,21.7,0.0,5863.0
2013-12-13,21.75,21.75,21.75,21.8,31.0,5863.0
2013-12-16,21.5,21.5,21.5,21.5,12.0,5863.0
2013-12-17,21.65,21.65,21.65,21.6,2.0,5861.0
2013-12-18,21.4,21.45,21.2,21.25,197.0,5863.0
2013-12-19,0.0,0.0,0.0,20.85,0.0,5922.0
2013-12-20,20.75,20.75,20.75,20.75,14.0,5922.0
2013-12-23,0.0,0.0,0.0,20.8,0.0,5922.0
2013-12-24,0.0,0.0,0.0,20.8,0.0,5922.0
2013-12-27,20.75,20.75,20.6,20.65,52.0,5922.0
2013-12-30,0.0,0.0,0.0,20.7,0.0,5897.0
2014-01-02,20.8,20.8,20.8,20.9,35.0,5897.0
2014-01-03,0.0,0.0,0.0,20.85,0.0,5932.0
2014-01-06,20.55,20.65,20.5,20.7,133.0,5932.0
2014-01-07,20.5,20.5,20.5,20.4,1.0,5949.0
2014-01-08,20.45,20.45,20.4,20.4,211.0,5949.0
2014-01-09,20.4,20.4,20.25,20.45,646.0,6160.0
2014-01-13,0.0,0.0,0.0,20.35,0.0,6745.0
2014-01-14,0.0,0.0,0.0,20.35,0.0,6745.0
2014-01-15,20.15,20.15,20.15,20.15,7.0,6745.0
2014-01-16,20.3,20.4,20.3,20.45,6.0,6745.0
2014-01-17,0.0,0.0,0.0,20.3,0.0,6751.0
