Date,Current Price,Change,Open,High,Low,Trading Volume,Open Interest
2016-12-21,109.28,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-22,109.39,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-23,109.5,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-26,109.48,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-27,109.46,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-28,109.47,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-29,109.52,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-30,109.52,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-02,109.54,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-03,109.55,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-04,109.62,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-05,109.57,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-06,109.66,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-09,109.58,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-10,109.44,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-11,109.51,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-12,109.49,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-13,109.61,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-16,109.57,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-17,109.56,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-18,109.58,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-19,109.51,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-20,109.38,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-23,109.47,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-24,109.53,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-25,109.58,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-26,109.51,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-31,109.36,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-01,109.42,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-02,109.37,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-03,109.41,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-06,109.36,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-07,109.45,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-08,109.54,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-09,109.51,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-10,109.54,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-13,109.45,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-14,109.46,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-15,109.5,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-16,109.46,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-17,109.49,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-20,109.5,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-21,109.42,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-22,109.42,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-23,109.34,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-24,109.41,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-27,109.46,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-28,109.47,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-02,109.46,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-03,109.31,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-06,109.32,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-07,109.22,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-08,109.07,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-09,109.09,0.0,0.0,0.0,0.0,0.0,120.0
2017-03-10,108.9,-0.09,108.94,108.94,108.9,153.0,345.0
2017-03-13,109.07,0.17,109.18,109.18,109.01,1090.0,3681.0
2017-03-14,109.07,30.0,109.02,109.07,109.0,6570.0,11691.0
2017-03-15,109.1,0.03,109.07,109.1,109.04,14440.0,27570.0
2017-03-16,109.3,0.2,109.43,109.43,109.24,27800.0,64873.0
2017-03-17,109.41,0.11,109.28,109.41,109.27,31675.0,126227.0
2017-03-20,109.42,0.01,109.44,109.47,109.37,46147.0,174804.0
2017-03-21,109.42,30.0,109.45,109.64,109.41,100854.0,186986.0
