Date,Open,High,Low,Settle,Volume,Prev. Day Open Interest
2013-10-08,0.0,0.0,0.0,363.85,0.0,76.0
2013-10-09,0.0,0.0,0.0,359.85,0.0,76.0
2013-10-10,363.25,363.25,363.25,366.2,1.0,76.0
2013-10-11,0.0,0.0,0.0,368.95,0.0,75.0
2013-10-12,0.0,0.0,0.0,368.95,0.0,75.0
2013-10-14,0.0,0.0,0.0,368.25,0.0,75.0
2013-10-15,0.0,0.0,0.0,373.9,0.0,75.0
2013-10-16,0.0,0.0,0.0,375.3,0.0,75.0
2013-10-17,0.0,0.0,0.0,374.35,0.0,75.0
2013-10-18,0.0,0.0,0.0,377.3,0.0,75.0
2013-10-19,0.0,0.0,0.0,377.3,0.0,75.0
2013-10-20,0.0,0.0,0.0,377.3,0.0,75.0
2013-10-21,0.0,0.0,0.0,380.2,0.0,75.0
2013-10-22,380.8,383.35,380.8,381.9,21.0,75.0
2013-10-23,0.0,0.0,0.0,380.6,0.0,96.0
2013-10-24,0.0,0.0,0.0,382.15,0.0,96.0
2013-10-25,0.0,0.0,0.0,381.05,0.0,96.0
2013-10-26,0.0,0.0,0.0,381.05,0.0,96.0
2013-10-27,0.0,0.0,0.0,381.05,0.0,96.0
2013-10-28,0.0,0.0,0.0,380.9,0.0,96.0
2013-10-29,0.0,0.0,0.0,383.25,0.0,96.0
2013-10-30,0.0,0.0,0.0,383.45,0.0,96.0
2013-10-31,0.0,0.0,0.0,384.1,0.0,96.0
2013-11-01,0.0,0.0,0.0,383.2,0.0,96.0
2013-11-03,0.0,0.0,0.0,383.2,0.0,96.0
2013-11-04,0.0,0.0,0.0,385.25,0.0,96.0
2013-11-05,0.0,0.0,0.0,383.55,0.0,96.0
2013-11-06,0.0,0.0,0.0,386.6,0.0,96.0
2013-11-07,389.95,389.95,389.95,385.85,10.0,96.0
2013-11-08,0.0,0.0,0.0,386.35,0.0,96.0
2013-11-09,0.0,0.0,0.0,386.35,0.0,96.0
2013-11-10,0.0,0.0,0.0,386.35,0.0,96.0
2013-11-11,0.0,0.0,0.0,387.85,0.0,96.0
2013-11-12,386.4,386.4,386.4,385.9,10.0,96.0
2013-11-13,0.0,0.0,0.0,384.45,0.0,96.0
2013-11-14,0.0,0.0,0.0,388.1,0.0,96.0
2013-11-15,0.0,0.0,0.0,388.3,0.0,96.0
2013-11-16,0.0,0.0,0.0,388.3,0.0,96.0
2013-11-17,0.0,0.0,0.0,388.3,0.0,96.0
2013-11-18,0.0,0.0,0.0,390.2,0.0,96.0
2013-11-19,0.0,0.0,0.0,388.55,0.0,96.0
