Date,Open,High,Low,Settle,Volume,Prev. Day Open Interest
2015-12-09,0.0,0.0,0.0,151.05,0.0,0.0
2015-12-10,0.0,0.0,0.0,151.48,0.0,0.0
2015-12-11,0.0,0.0,0.0,151.78,0.0,0.0
2015-12-14,0.0,0.0,0.0,151.17,0.0,0.0
2015-12-15,0.0,0.0,0.0,150.09,0.0,0.0
2015-12-16,0.0,0.0,0.0,149.97,0.0,0.0
2015-12-17,0.0,0.0,0.0,150.82,0.0,0.0
2015-12-18,0.0,0.0,0.0,151.38,0.0,0.0
2015-12-21,0.0,0.0,0.0,151.33,0.0,0.0
2015-12-22,0.0,0.0,0.0,150.6,0.0,0.0
2015-12-23,0.0,0.0,0.0,150.15,0.0,0.0
2015-12-24,0.0,0.0,0.0,150.15,0.0,0.0
2015-12-28,0.0,0.0,0.0,151.21,0.0,0.0
2015-12-29,0.0,0.0,0.0,149.84,0.0,0.0
2015-12-30,0.0,0.0,0.0,150.05,0.0,0.0
2015-12-31,0.0,0.0,0.0,150.05,0.0,0.0
2016-01-04,0.0,0.0,0.0,150.61,0.0,0.0
2016-01-05,0.0,0.0,0.0,150.89,0.0,0.0
2016-01-06,0.0,0.0,0.0,151.42,0.0,0.0
2016-01-07,0.0,0.0,0.0,150.88,0.0,0.0
2016-01-08,0.0,0.0,0.0,151.4,0.0,0.0
2016-01-11,0.0,0.0,0.0,151.01,0.0,0.0
2016-01-12,0.0,0.0,0.0,150.97,0.0,0.0
2016-01-13,0.0,0.0,0.0,151.31,0.0,0.0
2016-01-14,0.0,0.0,0.0,151.11,0.0,0.0
2016-01-15,0.0,0.0,0.0,151.67,0.0,0.0
2016-01-18,0.0,0.0,0.0,151.6,0.0,0.0
2016-01-19,0.0,0.0,0.0,151.54,0.0,0.0
2016-01-20,0.0,0.0,0.0,152.06,0.0,0.0
2016-01-21,0.0,0.0,0.0,152.66,0.0,0.0
2016-01-22,0.0,0.0,0.0,152.18,0.0,0.0
2016-01-25,0.0,0.0,0.0,152.1,0.0,0.0
2016-01-26,0.0,0.0,0.0,152.21,0.0,0.0
2016-01-27,0.0,0.0,0.0,152.17,0.0,0.0
2016-01-28,0.0,0.0,0.0,152.45,0.0,0.0
2016-01-29,0.0,0.0,0.0,153.5,0.0,0.0
2016-02-01,0.0,0.0,0.0,153.07,0.0,0.0
2016-02-02,0.0,0.0,0.0,153.42,0.0,0.0
2016-02-03,0.0,0.0,0.0,153.92,0.0,0.0
2016-02-04,0.0,0.0,0.0,153.53,0.0,0.0
2016-02-05,0.0,0.0,0.0,153.47,0.0,0.0
2016-02-08,0.0,0.0,0.0,153.96,0.0,0.0
2016-02-09,0.0,0.0,0.0,153.68,0.0,0.0
2016-02-10,0.0,0.0,0.0,153.73,0.0,0.0
2016-02-11,0.0,0.0,0.0,154.24,0.0,0.0
2016-02-12,0.0,0.0,0.0,153.41,0.0,0.0
2016-02-15,0.0,0.0,0.0,153.87,0.0,0.0
2016-02-16,0.0,0.0,0.0,153.52,0.0,0.0
