Date,Open,High,Low,Settle,Volume,Interest
2014-11-24,,,,4364.0,0.0,0.0
2014-11-25,,,,4375.0,0.0,0.0
2014-11-26,,,,4367.5,0.0,0.0
2014-11-27,,,,4376.0,0.0,0.0
2014-11-28,,,,4385.0,0.0,0.0
2014-12-01,,,,4372.5,0.0,0.0
2014-12-02,,,,4383.5,0.0,1.0
2014-12-03,,,,4387.0,0.0,1.0
2014-12-04,,,,4319.0,0.0,1.0
2014-12-05,,,,4416.0,0.0,1.0
2014-12-08,,,,4372.5,0.0,6.0
2014-12-09,,,,4264.0,0.0,4.0
2014-12-10,,,,4227.5,0.0,6.0
2014-12-11,,,,4222.0,0.0,7.0
2014-12-12,,,,4107.5,0.0,11.0
2014-12-15,,,,4007.5,0.0,14.0
2014-12-16,,,,4097.5,0.0,11.0
2014-12-17,,,,4115.0,0.0,19.0
2014-12-18,,,,4249.5,0.0,25.0
2014-12-19,,,,4247.5,0.0,30.0
2014-12-22,,,,4260.0,0.0,38.0
2014-12-23,,,,4321.0,0.0,31.0
2014-12-24,,,,4305.5,0.0,77.0
2014-12-29,,,,4323.5,0.0,76.0
2014-12-30,,,,4248.5,0.0,85.0
2014-12-31,,,,4276.5,0.0,175.0
2015-01-02,,,,4251.5,0.0,176.0
2015-01-05,,,,4111.5,0.0,419.0
2015-01-06,,,,4083.0,0.0,413.0
2015-01-07,,,,4110.0,0.0,778.0
2015-01-08,,,,4261.5,0.0,946.0
2015-01-09,,,,4176.0,0.0,1125.0
2015-01-12,,,,4227.0,0.0,1699.0
2015-01-13,,,,4288.0,0.0,30331.0
2015-01-14,,,,4223.0,0.0,111822.0
2015-01-15,,,,4321.0,0.0,202772.0
2015-01-16,,,,4379.0,0.0,240570.0
2015-01-19,4396.0,4423.5,4365.5,4393.0,87463.0,245603.0
2015-01-20,4418.5,4468.0,4403.0,4445.0,99159.0,240414.0
2015-01-21,4458.5,4490.5,4406.5,4483.5,149120.0,242196.0
2015-01-22,4485.5,4611.5,4461.5,4553.0,170892.0,253303.0
2015-01-23,4596.5,4675.5,4584.5,4641.0,168499.0,259121.0
2015-01-26,4609.5,4695.5,4606.5,4675.0,105829.0,267472.0
2015-01-27,4685.5,4687.5,4592.5,4624.5,132702.0,262243.0
2015-01-28,4672.5,4673.0,4550.5,4610.5,112980.0,263307.0
2015-01-29,4565.5,4672.5,4550.5,4634.0,127799.0,259469.0
2015-01-30,4656.5,4664.0,4583.0,4607.5,141443.0,266291.0
2015-02-02,4610.0,4655.5,4583.0,4629.0,122668.0,277079.0
2015-02-03,4647.0,4703.0,4639.0,4677.5,128845.0,287424.0
2015-02-04,4693.5,4696.0,4642.0,4695.5,102428.0,285258.0
2015-02-05,4633.5,4709.5,4628.5,4705.5,99417.0,275444.0
2015-02-06,4695.0,4709.0,4651.0,4691.0,77762.0,278463.0
2015-02-09,4652.0,4662.5,4610.5,4653.0,123365.0,262991.0
2015-02-10,4662.0,4719.0,4635.5,4696.0,110598.0,285155.0
2015-02-11,4700.0,4705.0,4659.0,4677.5,69125.0,289250.0
2015-02-12,4692.0,4752.5,4664.0,4725.5,113361.0,279515.0
2015-02-13,4748.5,4780.0,4739.5,4758.5,97974.0,287298.0
2015-02-16,4760.0,4767.0,4720.5,4752.5,92116.0,288172.0
2015-02-17,4729.0,4789.0,4682.5,4754.0,213927.0,297798.0
2015-02-18,4770.5,4809.5,4770.5,4798.0,220780.0,295541.0
2015-02-19,4791.0,4841.5,4770.0,4833.5,128110.0,250550.0
2015-02-20,4821.0,4836.5,4782.5,4801.7,11509.0,91882.0
2015-02-24,0.0,0.0,0.0,,0.0,0.0
2015-02-25,0.0,0.0,0.0,,0.0,0.0
2015-02-26,0.0,0.0,0.0,,0.0,0.0
2015-02-27,0.0,0.0,0.0,,0.0,0.0
2015-02-28,0.0,0.0,0.0,,0.0,0.0
2015-03-01,0.0,0.0,0.0,,0.0,0.0
