Date,Open,High,Low,Settle,Volume,Interest
2014-07-21,,,,4296.0,0.0,0.0
2014-07-22,,,,4363.5,0.0,0.0
2014-07-23,,,,4369.0,0.0,18287.0
2014-07-24,,,,4404.0,0.0,18287.0
2014-07-25,,,,4323.0,0.0,18298.0
2014-07-28,,,,4339.5,0.0,18288.0
2014-07-29,,,,4358.5,0.0,18291.0
2014-07-30,,,,4304.5,0.0,18289.0
2014-08-04,,,,4209.5,0.0,18297.0
2014-08-05,,,,4226.5,0.0,18297.0
2014-08-06,,,,4199.0,0.0,18297.0
2014-08-08,,,,4140.0,0.0,18299.0
2014-08-11,,,,4187.5,0.0,18301.0
2014-08-12,,,,4154.0,0.0,18303.0
2014-08-13,,,,4186.0,0.0,18306.0
2014-08-14,,,,4197.5,0.0,18307.0
2014-08-15,,,,4165.0,0.0,18310.0
2014-08-18,,,,4221.0,0.0,18340.0
2014-08-19,,,,4247.0,0.0,18339.0
2014-08-20,,,,4232.5,0.0,18339.0
2014-08-21,,,,4284.0,0.0,18335.0
2014-08-22,,,,4244.5,0.0,18323.0
2014-08-25,,,,4333.0,0.0,18570.0
2014-08-26,,,,4384.0,0.0,18560.0
2014-08-27,,,,4387.5,0.0,18542.0
2014-08-28,,,,4359.0,0.0,18540.0
2014-08-29,,,,4371.0,0.0,18537.0
2014-09-01,,,,4371.0,0.0,18556.0
2014-09-02,,,,4369.5,0.0,18551.0
2014-09-03,,,,4412.0,0.0,18665.0
2014-09-04,,,,4487.0,0.0,34106.0
2014-09-05,,,,4476.5,0.0,33093.0
2014-09-08,,,,4466.0,0.0,32914.0
2014-09-09,,,,4443.5,0.0,32862.0
2014-09-10,,,,4443.5,0.0,32833.0
2014-09-11,,,,4430.0,0.0,43303.0
2014-09-12,,,,4431.5,0.0,53965.0
2014-09-15,,,,4418.0,0.0,60989.0
2014-09-16,,,,4401.0,0.0,85648.0
2014-09-17,,,,4420.5,0.0,183894.0
2014-09-18,,,,4454.5,0.0,234344.0
2014-09-19,,,,4453.0,0.0,240891.0
2014-09-22,,,,4433.0,0.0,259267.0
2014-09-23,,,,4355.5,0.0,252964.0
2014-09-24,,,,4411.0,0.0,273401.0
2014-09-25,,,,4351.0,0.0,280326.0
2014-09-26,,,,4390.0,0.0,290098.0
2014-09-29,,,,4355.0,0.0,288350.0
2014-09-30,,,,4414.0,0.0,279557.0
2014-10-01,,,,4363.0,0.0,288039.0
2014-10-02,,,,4239.0,0.0,289031.0
2014-10-03,,,,4279.0,0.0,298276.0
2014-10-06,,,,4283.5,0.0,291491.0
2014-10-07,,,,4207.5,0.0,284247.0
2014-10-08,,,,4168.0,0.0,285958.0
2014-10-09,,,,4137.5,0.0,287578.0
2014-10-10,,,,4070.5,0.0,297766.0
2014-10-13,,,,4079.5,0.0,300847.0
2014-10-14,,,,4087.5,0.0,339409.0
2014-10-15,,,,3939.0,0.0,308933.0
2014-10-16,,,,3918.5,0.0,255772.0
2014-10-17,,,,4000.1,0.0,156635.0
