Date,Open,High,Low,Settle,Volume,Prev. Day Open Interest
2016-09-19,0.0,0.0,0.0,7914.0,0.0,0.0
2016-09-20,0.0,0.0,0.0,7968.0,0.0,0.0
2016-09-21,0.0,0.0,0.0,7950.0,0.0,0.0
2016-09-22,0.0,0.0,0.0,8047.0,0.0,0.0
2016-09-23,0.0,0.0,0.0,7984.0,0.0,0.0
2016-09-26,7901.0,7901.0,7901.0,7903.0,1.0,0.0
2016-09-27,7849.0,7849.0,7849.0,7887.0,3.0,1.0
2016-09-28,0.0,0.0,0.0,7951.0,0.0,4.0
2016-09-29,0.0,0.0,0.0,7875.0,0.0,4.0
2016-09-30,0.0,0.0,0.0,7859.0,3.0,4.0
2016-10-03,0.0,0.0,0.0,7880.0,0.0,7.0
2016-10-04,0.0,0.0,0.0,7938.0,20.0,7.0
2016-10-05,0.0,0.0,0.0,7933.0,30.0,17.0
2016-10-06,0.0,0.0,0.0,7896.0,0.0,44.0
2016-10-07,0.0,0.0,0.0,7846.0,0.0,44.0
2016-10-10,7799.0,7842.0,7799.0,7909.0,5.0,44.0
2016-10-11,0.0,0.0,0.0,7868.0,2.0,47.0
2016-10-12,0.0,0.0,0.0,7809.0,0.0,45.0
2016-10-13,0.0,0.0,0.0,7724.0,0.0,45.0
2016-10-14,7830.0,7830.0,7830.0,7832.0,1.0,45.0
2016-10-17,7733.0,7733.0,7733.0,7743.0,1.0,46.0
2016-10-18,7777.0,7799.0,7777.0,7804.0,2.0,47.0
2016-10-19,0.0,0.0,0.0,7823.0,0.0,47.0
2016-10-20,7747.0,7831.0,7747.0,7810.0,2.0,47.0
2016-10-21,7754.0,7754.0,7754.0,7764.0,1.0,47.0
2016-10-24,7797.0,7797.0,7714.0,7727.0,3.0,48.0
2016-10-25,0.0,0.0,0.0,7665.0,0.0,50.0
2016-10-26,0.0,0.0,0.0,7611.0,0.0,50.0
2016-10-27,7587.0,7659.0,7587.0,7661.0,36.0,50.0
2016-10-28,7612.0,7648.0,7612.0,7638.0,3.0,64.0
2016-10-31,7574.0,7574.0,7558.0,7572.0,3.0,65.0
2016-11-01,7555.0,7555.0,7499.0,7503.0,16.0,66.0
2016-11-02,7450.0,7450.0,7450.0,7441.0,8.0,78.0
2016-11-03,7371.0,7371.0,7371.0,7384.0,1.0,84.0
2016-11-04,7315.0,7315.0,7315.0,7333.0,62.0,85.0
2016-11-07,7414.0,7458.0,7405.0,7459.0,18.0,105.0
2016-11-08,0.0,0.0,0.0,7467.0,0.0,105.0
2016-11-09,7214.0,7650.0,7214.0,7626.0,19.0,105.0
2016-11-10,7660.0,7660.0,7660.0,7623.0,1.0,107.0
2016-11-11,7704.0,7704.0,7600.0,7593.0,4.0,107.0
2016-11-14,7680.0,7680.0,7592.0,7617.0,6.0,109.0
2016-11-15,7656.0,7666.0,7636.0,7623.0,3.0,109.0
2016-11-16,7627.0,7654.0,7627.0,7651.0,2.0,109.0
2016-11-17,0.0,0.0,0.0,7694.0,0.0,108.0
2016-11-18,7682.0,7682.0,7656.0,7661.0,36.0,108.0
2016-11-21,7590.0,7590.0,7580.0,7599.0,2.0,139.0
2016-11-22,7541.0,7541.0,7541.0,7495.0,1.0,139.0
2016-11-23,7497.0,7511.0,7482.0,7490.0,5.0,140.0
2016-11-24,7518.0,7533.0,7488.0,7524.0,59.0,136.0
2016-11-25,7617.0,7619.0,7617.0,7618.0,3.0,137.0
2016-11-28,7562.0,7610.0,7560.0,7548.0,78.0,212.0
2016-11-29,7529.0,7586.0,7529.0,7570.0,19.0,228.0
2016-11-30,0.0,0.0,0.0,7615.0,0.0,228.0
2016-12-01,7527.0,7549.0,7493.0,7492.0,14.0,236.0
2016-12-02,7473.0,7526.0,7439.0,7525.0,104.0,321.0
2016-12-05,7580.0,7580.0,7580.0,7591.0,130.0,451.0
