Date,Open,High,Low,Settle,Volume,Interest
2015-01-19,0.0,0.0,0.0,423.95,0.0,8.0
2015-01-20,0.0,0.0,0.0,426.4,0.0,8.0
2015-01-21,0.0,0.0,0.0,429.35,0.0,8.0
2015-01-22,430.9,435.75,430.9,436.05,4.0,8.0
2015-01-23,444.0,444.0,441.7,442.4,8.0,12.0
2015-01-26,0.0,0.0,0.0,447.15,0.0,14.0
2015-01-27,443.75,443.75,441.25,442.35,6.0,14.0
2015-01-28,438.9,438.95,438.6,440.25,3.0,15.0
2015-01-29,0.0,0.0,0.0,440.7,0.0,19.0
2015-01-30,437.5,437.5,437.5,438.65,1.0,19.0
2015-02-02,436.0,439.0,436.0,438.8,4.0,19.0
2015-02-03,444.95,445.3,444.95,444.0,2.0,20.0
2015-02-04,439.45,439.45,439.45,442.7,1.0,20.0
2015-02-05,0.0,0.0,0.0,443.75,0.0,20.0
2015-02-06,443.9,443.9,442.0,443.2,2.0,20.0
2015-02-09,436.6,436.6,436.6,439.45,1.0,21.0
2015-02-10,0.0,0.0,0.0,442.05,0.0,22.0
2015-02-11,443.9,446.85,443.4,446.55,6.0,22.0
2015-02-12,451.3,451.55,451.3,449.45,2.0,23.0
2015-02-13,452.85,454.4,452.85,453.9,31.0,27.0
2015-02-16,452.4,452.4,452.4,451.75,1.0,58.0
2015-02-17,447.3,454.6,447.3,452.45,8.0,60.0
2015-02-18,455.15,455.15,455.15,456.3,5.0,64.0
2015-02-19,457.85,457.85,457.85,459.0,1.0,71.0
2015-02-20,458.15,458.15,458.05,458.95,2.0,71.0
2015-02-23,0.0,0.0,0.0,464.2,0.0,73.0
2015-02-24,466.75,466.75,466.75,469.15,1.0,73.0
2015-02-25,469.0,469.0,469.0,467.4,1.0,72.0
2015-02-26,467.65,471.0,467.65,471.4,3.0,73.0
2015-02-27,0.0,0.0,0.0,472.75,0.0,74.0
2015-03-02,0.0,0.0,0.0,474.55,0.0,74.0
2015-03-03,474.55,475.0,469.1,468.75,16.0,74.0
2015-03-04,473.2,473.2,473.15,472.4,4.0,77.0
2015-03-05,477.3,477.3,477.3,477.95,5.0,79.0
2015-03-06,480.0,480.0,477.35,478.7,22.0,83.0
2015-03-09,0.0,0.0,0.0,477.0,0.0,84.0
2015-03-10,474.0,474.0,472.0,472.1,30.0,94.0
2015-03-11,477.75,481.5,477.75,481.0,173.0,116.0
2015-03-12,0.0,0.0,0.0,480.5,0.0,288.0
2015-03-13,478.6,481.75,478.5,481.35,7.0,288.0
2015-03-16,486.5,487.3,486.25,1988.0,13.0,288.0
2015-03-17,484.15,484.15,482.25,483.55,7.0,302.0
2015-03-18,483.6,483.6,483.6,485.5,1.0,303.0
2015-03-19,486.6,486.65,484.35,484.75,62.0,304.0
2015-03-20,488.65,488.95,488.65,488.15,4.0,365.0
2015-03-23,485.25,485.25,485.25,486.55,2.0,367.0
2015-03-24,489.6,489.6,489.5,488.35,2.0,367.0
2015-03-25,485.2,485.2,480.85,481.3,8.0,369.0
2015-03-26,475.25,476.0,471.55,476.0,11.0,366.0
2015-03-27,0.0,0.0,0.0,475.45,0.0,369.0
2015-03-30,484.7,484.7,484.5,484.3,4.0,369.0
2015-03-31,0.0,0.0,0.0,479.2,0.0,373.0
2015-04-01,0.0,0.0,0.0,479.65,0.0,373.0
2015-04-02,0.0,0.0,0.0,481.7,0.0,373.0
