Trade Date,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Prev. Day Open Interest
2008-05-23,24.0,24.0,23.77,23.77,23.49,0.3,6.0,0.0,204.0
2008-05-27,0.0,0.0,0.0,0.0,23.45,-0.04,0.0,0.0,204.0
2008-05-28,23.5,23.5,23.42,23.5,23.44,-0.01,8.0,0.0,204.0
2008-05-29,23.05,23.05,23.05,23.05,22.96,-0.48,7.0,0.0,204.0
2008-05-30,0.0,0.0,0.0,0.0,23.07,0.11,0.0,0.0,204.0
2008-06-02,0.0,0.0,0.0,0.0,23.4,0.33,0.0,0.0,204.0
2008-06-03,23.8,24.0,23.8,24.0,24.02,0.62,35.0,0.0,204.0
2008-06-04,0.0,0.0,0.0,0.0,24.05,0.03,0.0,0.0,204.0
2008-06-05,23.8,23.8,23.71,23.72,23.4,-0.65,10.0,0.0,204.0
2008-06-06,23.51,24.06,23.51,24.06,24.46,1.06,4.0,0.0,204.0
2008-06-09,24.3,24.3,24.3,24.3,24.45,-0.01,4.0,0.0,204.0
2008-06-10,24.25,24.32,24.2,24.2,24.46,0.01,27.0,0.0,204.0
2008-06-11,0.0,0.0,0.0,0.0,24.44,-0.02,0.0,0.0,204.0
2008-06-12,0.0,0.0,0.0,0.0,24.48,0.04,0.0,0.0,204.0
2008-06-13,0.0,0.0,0.0,0.0,23.92,-0.56,0.0,0.0,204.0
2008-06-16,0.0,0.0,0.0,0.0,23.56,-0.36,0.0,0.0,204.0
2008-06-17,0.0,0.0,0.0,0.0,23.53,-0.03,0.0,0.0,204.0
2008-06-18,0.0,0.0,0.0,0.0,23.61,0.08,0.0,0.0,204.0
2008-06-19,0.0,0.0,0.0,0.0,23.36,-0.25,0.0,0.0,204.0
2008-06-20,0.0,0.0,0.0,0.0,23.38,0.02,0.0,0.0,204.0
2008-06-23,23.34,23.34,23.34,23.34,23.26,-0.12,2.0,0.0,204.0
2008-06-24,0.0,0.0,0.0,0.0,23.43,0.17,0.0,0.0,204.0
2008-06-25,22.57,22.57,22.57,22.57,22.8,-0.63,1.0,0.0,204.0
2008-06-26,24.0,24.35,24.0,24.28,24.36,1.56,23.0,0.0,227.0
2008-06-27,24.15,24.19,24.03,24.07,23.97,-0.39,7.0,0.0,230.0
2008-06-30,23.72,23.72,23.65,23.65,23.78,-0.19,3.0,0.0,231.0
2008-07-01,23.98,24.1,23.98,24.0,23.76,-0.02,4.0,0.0,235.0
2008-07-02,24.0,24.3,24.0,24.3,24.35,0.59,4.0,0.0,238.0
2008-07-03,23.9,23.9,23.9,23.9,23.93,-0.42,3.0,0.0,239.0
2008-07-07,23.9,24.27,23.9,24.0,24.06,0.13,7.0,0.0,245.0
2008-07-08,23.9,23.9,23.9,23.9,23.42,-0.64,1.0,0.0,246.0
2008-07-09,23.33,24.0,23.33,24.0,24.18,0.76,4.0,0.0,248.0
2008-07-10,23.91,23.91,23.91,23.91,24.29,0.11,2.0,0.0,250.0
2008-07-11,24.6,24.6,24.4,24.4,24.42,0.13,2.0,0.0,252.0
2008-07-14,0.0,0.0,0.0,0.0,24.72,0.3,0.0,0.0,252.0
2008-07-15,24.31,24.31,24.31,24.31,24.62,-0.1,1.0,0.0,252.0
2008-07-16,24.39,24.39,23.49,23.6,23.47,-1.15,228.0,0.0,426.0
2008-07-17,21.64,24.98,21.64,22.9,23.2,-0.27,204.0,0.0,568.0
2008-07-18,23.1,23.1,23.1,23.1,23.03,-0.17,11.0,0.0,579.0
2008-07-21,22.93,22.93,22.78,22.78,22.69,-0.34,6.0,0.0,568.0
2008-07-22,23.04,23.04,23.04,23.04,22.31,-0.38,1.0,0.0,568.0
2008-07-23,22.2,22.45,22.2,22.45,22.53,0.22,86.0,0.0,579.0
2008-07-24,23.0,23.22,23.0,23.22,23.49,0.96,3.0,0.0,513.0
2008-07-25,0.0,0.0,0.0,0.0,23.26,-0.23,0.0,0.0,513.0
2008-07-28,0.0,0.0,0.0,0.0,23.69,0.43,0.0,0.0,513.0
2008-07-29,23.31,23.31,23.14,23.14,22.78,-0.91,4.0,0.0,517.0
2008-07-30,22.33,22.6,22.33,22.38,22.34,-0.44,8.0,0.0,519.0
2008-07-31,22.59,22.65,22.4,22.65,22.87,0.53,9.0,0.0,521.0
2008-08-01,0.0,0.0,0.0,0.0,22.96,0.09,0.0,0.0,515.0
2008-08-04,23.05,23.05,22.9,22.9,22.89,-0.07,2.0,0.0,516.0
2008-08-05,22.5,22.5,22.5,22.5,22.37,-0.52,1.0,0.0,517.0
2008-08-06,22.45,22.45,22.15,22.15,22.34,-0.03,6.0,0.0,520.0
2008-08-07,22.35,22.4,22.35,22.4,22.58,0.24,16.0,0.0,521.0
2008-08-08,22.5,22.58,22.37,22.58,22.52,-0.06,6.0,0.0,519.0
2008-08-11,22.19,22.45,22.19,22.45,22.53,0.01,2.0,0.0,518.0
2008-08-12,22.94,22.94,22.94,22.94,23.04,0.51,1.0,0.0,518.0
2008-08-13,23.11,23.2,23.08,23.12,23.15,0.11,9.0,0.0,522.0
2008-08-14,23.26,23.26,22.67,22.94,22.84,-0.31,40.0,0.0,542.0
2008-08-15,23.07,23.07,22.61,22.76,22.72,-0.12,8.0,0.0,544.0
2008-08-18,22.95,22.95,22.95,22.95,22.99,0.27,3.0,0.0,544.0
2008-08-19,22.95,23.36,22.95,23.35,23.42,0.43,506.0,0.0,1044.0
2008-08-20,23.21,23.28,23.2,23.2,23.21,-0.21,12.0,0.0,1054.0
2008-08-21,23.28,23.32,23.06,23.06,23.15,-0.06,26.0,0.0,1056.0
2008-08-22,22.9,23.18,22.8,23.18,23.18,0.03,27.0,0.0,1060.0
2008-08-25,23.58,23.58,23.5,23.57,23.62,0.44,8.0,0.0,1009.0
2008-08-26,23.64,23.65,23.56,23.56,23.53,-0.09,4.0,0.0,1007.0
2008-08-27,23.3,23.31,23.3,23.3,23.25,-0.28,12.0,0.0,1004.0
2008-08-28,23.05,23.15,23.01,23.02,23.04,-0.21,51.0,0.0,1043.0
2008-08-29,23.5,23.5,23.17,23.5,23.5,0.46,113.0,0.0,1123.0
2008-09-02,23.32,23.7,23.31,23.7,23.62,0.12,29.0,0.0,1135.0
2008-09-03,23.74,23.94,23.6,23.7,23.66,0.04,14.0,0.0,1131.0
2008-09-04,23.99,24.61,23.99,24.47,24.47,0.81,25.0,0.0,1121.0
2008-09-05,24.69,24.7,24.1,24.1,24.19,-0.28,27.0,0.0,1138.0
2008-09-08,23.72,24.19,23.6,23.6,23.63,-0.56,573.0,0.0,1676.0
2008-09-09,23.84,24.64,23.83,24.6,24.55,0.92,1074.0,0.0,2697.0
2008-09-10,24.17,24.49,24.1,24.15,24.23,-0.32,44.0,0.0,2698.0
2008-09-11,24.74,24.74,24.3,24.3,24.21,-0.02,32.0,0.0,2702.0
2008-09-12,24.5,24.55,24.38,24.42,24.37,0.16,39.0,0.0,2716.0
2008-09-15,25.98,26.0,24.45,25.13,25.21,0.84,22.0,0.0,2722.0
2008-09-16,25.09,25.09,24.5,24.88,24.76,-0.45,212.0,0.0,2705.0
2008-09-17,24.78,25.61,24.78,25.61,25.58,0.82,76.0,0.0,2670.0
2008-09-18,25.33,26.0,25.33,25.64,24.78,-0.8,50.0,0.0,2694.0
2008-09-19,24.35,24.58,24.29,24.39,24.37,-0.41,59.0,0.0,2679.0
2008-09-22,24.29,25.48,24.29,25.48,25.39,1.02,526.0,0.0,2289.0
2008-09-23,25.31,26.23,25.22,26.12,26.1,0.71,1227.0,0.0,2285.0
2008-09-24,25.9,26.25,25.55,25.8,25.68,-0.42,272.0,0.0,2460.0
2008-09-25,25.65,25.65,25.02,25.27,25.32,-0.36,637.0,0.0,2477.0
2008-09-26,25.6,25.88,25.35,25.4,25.43,0.11,62.0,0.0,2474.0
2008-09-29,26.26,28.0,26.05,27.72,27.87,2.44,1749.0,0.0,3339.0
2008-09-30,27.2,27.24,26.47,26.66,26.77,-1.1,72.0,0.0,2100.0
2008-10-01,26.85,27.33,26.85,27.08,27.0,0.23,55.0,0.0,2069.0
2008-10-02,27.65,27.99,27.49,27.77,27.8,0.8,59.0,0.0,2058.0
2008-10-03,27.49,28.2,27.25,28.01,28.05,0.25,74.0,0.0,2088.0
2008-10-06,29.2,33.0,28.74,28.74,28.66,0.61,218.0,0.0,2039.0
2008-10-07,27.9,30.25,27.9,29.83,29.73,1.07,127.0,0.0,2033.0
2008-10-08,29.99,30.21,29.0,29.9,30.2,0.47,89.0,0.0,2030.0
2008-10-09,29.64,31.99,29.64,31.99,31.6,1.4,235.0,0.0,2110.0
2008-10-10,33.25,33.45,31.06,32.26,32.42,0.82,166.0,0.0,2140.0
2008-10-13,30.51,31.5,30.04,30.76,30.52,-1.9,129.0,0.0,2056.0
2008-10-14,29.67,31.95,29.67,31.38,31.38,0.86,61.0,0.0,2044.0
2008-10-15,32.0,35.99,32.0,33.98,34.49,3.11,342.0,0.0,2175.0
2008-10-16,33.9,36.31,33.6,34.54,34.71,0.22,190.0,0.0,2218.0
2008-10-17,35.01,36.0,33.45,35.71,36.08,1.37,251.0,0.0,2308.0
2008-10-20,35.47,35.55,33.65,34.03,34.22,-1.86,382.0,0.0,2409.0
2008-10-21,34.35,36.17,34.28,34.75,34.95,0.73,568.0,0.0,2395.0
2008-10-22,36.0,38.8,36.0,37.91,37.85,2.9,170.0,0.0,2453.0
2008-10-23,37.0,39.18,36.75,38.0,38.11,0.26,428.0,0.0,2398.0
2008-10-24,41.5,42.5,38.75,40.69,40.69,2.58,493.0,0.0,2679.0
2008-10-27,40.25,42.14,39.5,41.6,41.78,1.09,324.0,0.0,2690.0
2008-10-28,40.25,42.35,38.88,39.33,39.2,-2.58,423.0,0.0,2994.0
2008-10-29,39.75,41.25,39.75,41.2,41.28,2.08,403.0,0.0,3184.0
2008-10-30,40.0,41.65,40.0,41.2,41.4,0.12,191.0,0.0,3279.0
2008-10-31,41.55,42.5,40.75,42.09,41.97,0.57,119.0,0.0,3309.0
2008-11-03,41.75,41.85,40.8,41.7,41.78,-0.19,113.0,0.0,3347.0
2008-11-04,41.0,41.0,38.62,40.03,39.85,-1.93,243.0,0.0,3388.0
2008-11-05,40.26,42.46,40.25,42.15,42.21,2.36,208.0,0.0,3373.0
2008-11-06,42.75,46.64,42.3,45.69,45.65,3.44,114.0,0.0,3347.0
2008-11-07,44.54,46.23,44.19,45.25,45.1,-0.55,254.0,0.0,3467.0
2008-11-10,44.75,46.35,44.7,45.75,45.48,0.38,96.0,0.0,3428.0
2008-11-11,46.25,48.25,46.25,46.26,46.62,1.14,148.0,5.0,3439.0
2008-11-12,47.25,50.82,47.23,49.07,47.8,1.18,38.0,0.0,3443.0
2008-11-13,47.93,50.63,47.25,47.26,47.32,-0.48,230.0,0.0,3591.0
2008-11-14,47.75,49.75,47.75,49.6,49.66,2.34,115.0,0.0,3608.0
2008-11-17,49.41,52.0,48.99,51.83,51.71,2.05,195.0,0.0,3615.0
2008-11-18,51.55,54.75,51.5,52.5,52.59,0.88,189.0,0.0,3646.0
2008-11-19,53.25,57.58,52.85,57.05,56.87,4.28,161.0,0.0,3646.0
2008-11-20,56.75,60.15,55.99,59.52,59.77,2.9,277.0,0.0,3782.0
2008-11-21,59.44,60.87,56.9,57.26,56.9,-2.87,449.0,0.0,4002.0
2008-11-24,55.59,56.9,53.1,53.91,54.15,-2.75,524.0,0.0,4049.0
2008-11-25,53.36,55.46,52.1,52.4,52.61,-1.54,517.0,0.0,3707.0
2008-11-26,54.01,54.01,50.61,50.61,50.85,-1.76,253.0,0.0,3594.0
2008-11-28,51.0,51.35,50.37,50.6,50.6,-0.25,45.0,0.0,3458.0
2008-12-01,53.08,56.33,52.62,56.24,56.29,5.69,488.0,0.0,3190.0
2008-12-02,55.99,56.29,54.68,55.3,55.3,-0.99,289.0,0.0,2970.0
2008-12-03,56.5,56.72,54.65,55.19,55.21,-0.09,107.0,0.0,2955.0
2008-12-04,55.5,57.81,54.88,57.81,57.62,2.41,295.0,0.0,3076.0
2008-12-05,58.5,60.0,56.63,56.75,56.75,-0.87,758.0,0.0,3440.0
2008-12-08,55.03,55.85,54.14,54.61,54.67,-2.08,426.0,0.0,3734.0
2008-12-09,55.25,55.65,54.17,55.41,55.38,0.71,563.0,0.0,3632.0
2008-12-10,55.16,55.6,53.78,54.51,54.44,-0.94,379.0,0.0,3715.0
2008-12-11,54.86,55.32,52.6,55.15,55.32,0.88,1015.0,0.0,3940.0
2008-12-12,55.85,56.5,54.22,54.36,54.46,-0.86,524.0,0.0,3888.0
2008-12-15,54.95,56.52,54.66,54.9,54.84,0.38,833.0,0.0,4212.0
2008-12-16,54.5,54.5,52.17,52.3,52.25,-2.59,886.0,0.0,4483.0
2008-12-17,52.62,53.8,51.33,52.2,52.07,-0.18,1193.0,0.0,5201.0
2008-12-18,52.12,52.15,49.58,50.28,50.31,-1.76,1483.0,0.0,5636.0
2008-12-19,50.5,50.5,45.93,47.52,47.35,-2.96,803.0,0.0,5736.0
2008-12-22,46.92,46.92,45.1,45.45,45.51,-1.84,542.0,0.0,5702.0
2008-12-23,45.0,46.52,44.11,46.15,46.15,0.64,311.0,0.0,5769.0
2008-12-24,44.5,46.0,44.5,45.55,45.73,-0.42,122.0,20.0,5565.0
2008-12-26,45.5,45.65,45.05,45.06,45.15,-0.58,134.0,0.0,5542.0
2008-12-29,45.14,47.08,44.51,46.5,46.34,1.19,292.0,0.0,5555.0
2008-12-30,46.09,46.15,44.0,44.11,44.18,-2.16,283.0,0.0,5563.0
2008-12-31,43.39,43.39,30.11,41.97,41.94,-2.24,366.0,0.0,5620.0
2009-01-02,42.0,42.5,38.02,38.74,38.7,-3.24,798.0,0.0,5624.0
2009-01-05,38.95,41.3,38.85,39.83,39.96,1.26,739.0,0.0,5807.0
2009-01-06,38.92,39.7,38.15,39.3,39.53,-0.43,549.0,0.0,5801.0
2009-01-07,40.28,43.6,40.08,43.5,43.52,3.99,559.0,0.0,5577.0
2009-01-08,43.1,44.74,42.85,43.0,42.97,-0.55,544.0,2.0,5561.0
2009-01-09,42.0,44.57,42.0,44.57,44.55,1.58,614.0,0.0,5490.0
2009-01-12,44.15,48.45,44.15,48.14,48.04,3.49,868.0,0.0,5360.0
2009-01-13,48.45,48.45,45.98,46.66,46.67,-1.37,1096.0,6.0,5565.0
2009-01-14,48.5,53.15,47.93,51.87,51.79,5.12,853.0,12.0,5096.0
2009-01-15,51.49,57.56,51.49,53.35,53.26,1.47,1902.0,0.0,5611.0
2009-01-16,48.57,53.32,48.29,49.8,49.65,-3.61,1598.0,0.0,5967.0
2009-01-20,50.67,58.31,50.32,57.95,57.9,8.25,2154.0,0.0,5864.0
2009-01-21,0.0,0.0,0.0,0.0,49.88,-8.02,0.0,0.0,5134.0
