Date,Open,High,Low,Last,Change,Settle,Volume,Prev. Day Open Interest
1995-04-28,1.1365,1.1365,1.1365,,,1.1365,0.0,0.0
1995-05-01,1.1275,1.1275,1.1275,,,1.1275,0.0,0.0
1995-05-02,1.1265,1.1265,1.1265,,,1.1265,0.0,0.0
1995-05-03,1.1295,1.1295,1.1295,,,1.1295,0.0,0.0
1995-05-04,1.1165,1.1165,1.1165,,,1.1165,0.0,0.0
1995-05-05,1.1205,1.1205,1.1205,,,1.1205,0.0,0.0
1995-05-08,1.1305,1.1305,1.1305,,,1.1305,0.0,0.0
1995-05-09,1.1395,1.1395,1.1395,,,1.1395,0.0,0.0
1995-05-10,1.149,1.149,1.149,,,1.149,0.0,0.0
1995-05-11,1.137,1.137,1.137,,,1.137,0.0,0.0
1995-05-12,1.1325,1.1325,1.1325,,,1.1325,0.0,0.0
1995-05-15,1.131,1.131,1.131,,,1.131,0.0,0.0
1995-05-16,1.128,1.128,1.128,,,1.128,0.0,0.0
1995-05-17,1.1179999999999999,1.1179999999999999,1.1179999999999999,,,1.1179999999999999,0.0,0.0
1995-05-18,1.1225,1.1225,1.1225,,,1.1225,0.0,0.0
1995-05-19,1.1205,1.1205,1.1205,,,1.1205,0.0,0.0
1995-05-22,1.117,1.117,1.117,,,1.117,0.0,0.0
1995-05-23,1.126,1.126,1.126,,,1.126,0.0,0.0
1995-05-24,1.128,1.128,1.128,,,1.128,0.0,0.0
1995-05-25,1.1195,1.1195,1.1195,,,1.1195,0.0,0.0
1995-05-26,1.1295,1.1295,1.1295,,,1.1295,0.0,0.0
1995-05-30,1.1275,1.1275,1.1275,,,1.1275,0.0,0.0
1995-05-31,1.1305,1.1305,1.1305,,,1.1305,0.0,0.0
1995-06-01,1.1365,1.1365,1.1365,,,1.1365,0.0,0.0
1995-06-02,1.146,1.146,1.146,,,1.146,0.0,0.0
1995-06-05,1.148,1.148,1.148,,,1.148,0.0,0.0
1995-06-06,1.1395,1.1395,1.1395,,,1.1395,0.0,0.0
1995-06-07,1.14,1.14,1.14,,,1.14,0.0,0.0
1995-06-08,1.139,1.139,1.139,,,1.139,0.0,0.0
1995-06-09,1.1555,1.1555,1.1555,,,1.1555,0.0,0.0
