Trade Date,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Prev. Day Open Interest
2008-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-23,0.0,0.0,0.0,0.0,27.1,27.1,0.0,0.0,0.0
2008-10-24,0.0,0.0,0.0,0.0,26.94,-0.16,0.0,0.0,0.0
2008-10-27,0.0,0.0,0.0,0.0,34.55,7.61,0.0,0.0,0.0
2008-10-28,0.0,0.0,0.0,0.0,37.04,2.49,0.0,0.0,0.0
2008-10-29,0.0,0.0,0.0,0.0,32.16,-4.88,0.0,0.0,0.0
2008-10-30,0.0,0.0,0.0,0.0,18.14,-14.02,0.0,0.0,0.0
2008-10-31,0.0,0.0,0.0,0.0,35.0,16.86,0.0,0.0,0.0
2008-11-03,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0
2008-11-04,0.0,0.0,0.0,0.0,30.04,-4.96,0.0,0.0,0.0
2008-11-05,0.0,0.0,0.0,0.0,30.68,0.64,0.0,0.0,0.0
2008-11-06,0.0,0.0,0.0,0.0,35.0,4.32,0.0,0.0,0.0
2008-11-07,0.0,0.0,0.0,0.0,36.0,1.0,0.0,0.0,0.0
2008-11-10,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0
2008-11-11,0.0,0.0,0.0,0.0,37.01,1.01,0.0,0.0,0.0
2008-11-12,0.0,0.0,0.0,0.0,34.82,-2.19,0.0,0.0,0.0
2008-11-13,0.0,0.0,0.0,0.0,34.82,0.0,0.0,0.0,0.0
2008-11-14,0.0,0.0,0.0,0.0,34.82,0.0,0.0,0.0,0.0
2008-11-17,0.0,0.0,0.0,0.0,34.82,0.0,0.0,0.0,0.0
2008-11-18,0.0,0.0,0.0,0.0,34.82,0.0,0.0,0.0,0.0
2008-11-19,0.0,0.0,0.0,0.0,38.18,3.36,0.0,0.0,0.0
2008-11-20,0.0,0.0,0.0,0.0,38.18,0.0,0.0,0.0,0.0
2008-11-21,0.0,0.0,0.0,0.0,34.81,-3.37,0.0,0.0,0.0
2008-11-24,0.0,0.0,0.0,0.0,41.91,7.1,0.0,0.0,0.0
2008-11-25,0.0,0.0,0.0,0.0,36.36,-5.55,0.0,0.0,0.0
2008-11-26,0.0,0.0,0.0,0.0,35.61,-0.75,0.0,0.0,0.0
2008-11-28,0.0,0.0,0.0,0.0,42.77,7.16,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0,0.0,38.25,-4.52,0.0,0.0,0.0
2008-12-02,0.0,0.0,0.0,0.0,44.94,6.69,0.0,0.0,0.0
2008-12-03,0.0,0.0,0.0,0.0,41.25,-3.69,0.0,0.0,0.0
2008-12-04,0.0,0.0,0.0,0.0,44.13,2.88,0.0,0.0,0.0
2008-12-05,0.0,0.0,0.0,0.0,38.75,-5.38,0.0,0.0,0.0
2008-12-08,0.0,0.0,0.0,0.0,42.25,3.5,0.0,0.0,0.0
2008-12-09,0.0,0.0,0.0,0.0,43.88,1.63,0.0,0.0,0.0
2008-12-10,0.0,0.0,0.0,0.0,38.75,-5.13,0.0,0.0,0.0
2008-12-11,0.0,0.0,0.0,0.0,43.88,0.0,0.0,0.0,0.0
2008-12-12,0.0,0.0,0.0,0.0,43.88,0.0,0.0,0.0,0.0
2008-12-15,0.0,0.0,0.0,0.0,43.88,0.0,0.0,0.0,0.0
2008-12-16,0.0,0.0,0.0,0.0,43.88,0.0,0.0,0.0,0.0
2008-12-17,0.0,0.0,0.0,0.0,40.18,-3.7,0.0,0.0,0.0
2008-12-18,41.0,41.0,41.0,41.0,40.43,0.25,1.0,0.0,1.0
2008-12-19,39.0,39.0,39.0,39.0,39.14,-1.29,1.0,0.0,2.0
2008-12-22,0.0,0.0,0.0,0.0,39.66,0.52,0.0,0.0,2.0
2008-12-23,0.0,0.0,0.0,0.0,39.75,0.09,0.0,0.0,2.0
2008-12-24,0.0,0.0,0.0,0.0,39.12,-0.63,0.0,0.0,2.0
2008-12-26,40.0,40.0,40.0,40.0,39.71,0.59,1.0,0.0,2.0
2008-12-29,0.0,0.0,0.0,0.0,39.5,-0.21,0.0,0.0,2.0
2008-12-30,0.0,0.0,0.0,0.0,38.45,-1.05,0.0,0.0,2.0
2008-12-31,39.0,39.0,39.0,39.0,38.47,0.02,2.0,0.0,4.0
2009-01-02,37.6,37.6,36.4,36.4,36.5,-1.97,2.0,0.0,6.0
2009-01-05,35.75,35.75,35.75,35.75,36.02,-0.48,1.0,0.0,6.0
2009-01-06,35.2,35.5,35.2,35.5,35.53,-0.49,4.0,0.0,6.0
2009-01-07,0.0,0.0,0.0,0.0,36.37,0.84,0.0,0.0,6.0
2009-01-08,0.0,0.0,0.0,0.0,36.49,0.12,0.0,0.0,6.0
2009-01-09,0.0,0.0,0.0,0.0,36.17,-0.32,0.0,0.0,6.0
2009-01-12,0.0,0.0,0.0,0.0,37.61,1.44,0.0,0.0,6.0
2009-01-13,0.0,0.0,0.0,0.0,37.79,0.18,0.0,0.0,6.0
2009-01-14,0.0,0.0,0.0,0.0,38.6,0.81,0.0,0.0,6.0
2009-01-15,0.0,0.0,0.0,0.0,38.68,0.08,0.0,0.0,6.0
2009-01-16,0.0,0.0,0.0,0.0,38.99,0.31,0.0,0.0,6.0
2009-01-20,0.0,0.0,0.0,0.0,41.36,2.37,0.0,0.0,6.0
2009-01-21,0.0,0.0,0.0,0.0,38.97,-2.39,0.0,0.0,6.0
2009-01-22,0.0,0.0,0.0,0.0,39.85,0.88,0.0,0.0,6.0
2009-01-23,39.66,39.66,39.66,39.66,38.95,-0.9,1.0,0.0,7.0
2009-01-26,0.0,0.0,0.0,0.0,38.61,-0.34,0.0,0.0,7.0
2009-01-27,37.43,37.43,36.95,37.02,37.03,-1.58,15.0,0.0,19.0
2009-01-28,36.7,37.3,36.62,36.69,36.64,-0.39,21.0,0.0,29.0
2009-01-29,36.42,36.68,35.7,36.16,35.61,-1.03,178.0,0.0,150.0
2009-01-30,35.91,36.97,35.91,36.96,37.07,1.46,30.0,0.0,168.0
2009-02-02,37.3,37.8,37.25,37.78,37.7,0.63,16.0,0.0,172.0
2009-02-03,37.3,37.77,37.3,37.65,37.75,0.05,70.0,34.0,221.0
2009-02-04,36.95,37.65,36.88,37.25,37.2,-0.55,49.0,0.0,242.0
2009-02-05,37.45,37.75,37.1,37.1,37.1,-0.1,39.0,0.0,261.0
2009-02-06,37.05,37.05,36.1,36.5,36.45,-0.65,110.0,0.0,326.0
2009-02-09,35.85,36.95,35.8,36.65,36.65,0.2,69.0,0.0,343.0
2009-02-10,36.95,37.8,36.95,37.35,37.3,0.65,28.0,0.0,337.0
2009-02-11,37.05,37.4,37.0,37.15,37.2,-0.1,23.0,0.0,345.0
2009-02-12,37.3,37.75,36.9,37.0,36.85,-0.35,37.0,0.0,358.0
2009-02-13,36.8,36.85,36.3,36.8,36.85,0.0,42.0,0.0,363.0
2009-02-17,37.29,37.8,37.29,37.7,37.75,0.9,35.0,0.0,371.0
2009-02-18,37.3,37.75,37.3,37.7,37.75,0.0,42.0,0.0,376.0
2009-02-19,37.05,37.59,37.0,37.59,37.9,0.15,23.0,0.0,378.0
2009-02-20,38.4,38.9,38.2,38.7,38.7,0.8,78.0,0.0,426.0
2009-02-23,38.3,39.5,38.1,39.5,39.55,0.85,34.0,0.0,433.0
2009-02-24,39.0,39.15,38.2,38.2,38.2,-1.35,45.0,0.0,429.0
2009-02-25,38.3,38.8,38.04,38.1,38.3,0.1,43.0,0.0,421.0
2009-02-26,38.0,39.05,37.95,39.05,39.05,0.75,36.0,0.0,440.0
2009-02-27,39.8,39.8,38.65,39.25,39.4,0.35,51.0,0.0,471.0
2009-03-02,39.9,40.25,39.6,39.9,39.9,0.5,28.0,0.0,476.0
2009-03-03,39.6,40.0,39.4,39.9,39.85,-0.05,33.0,0.0,472.0
2009-03-04,39.25,39.25,37.9,38.05,38.05,-1.8,62.0,0.0,470.0
2009-03-05,38.2,38.8,38.2,38.49,38.55,0.5,18.0,0.0,473.0
2009-03-06,38.45,38.9,38.45,38.55,38.65,0.1,26.0,0.0,481.0
2009-03-09,38.1,38.55,38.05,38.45,38.6,-0.05,32.0,0.0,485.0
2009-03-10,37.45,37.45,36.3,36.3,36.35,-2.25,50.0,0.0,482.0
2009-03-11,36.15,36.25,35.9,36.2,36.15,-0.2,46.0,0.0,480.0
2009-03-12,36.05,36.05,35.65,35.65,35.85,-0.3,13.0,0.0,480.0
2009-03-13,36.0,36.25,35.95,36.25,36.25,0.4,14.0,0.0,484.0
2009-03-16,36.0,36.9,36.0,36.8,36.75,0.5,96.0,0.0,526.0
2009-03-17,36.79,36.95,36.1,36.1,36.25,-0.5,37.0,0.0,542.0
2009-03-18,36.6,36.95,36.11,36.8,36.75,0.5,123.0,0.0,559.0
2009-03-19,36.78,38.15,36.78,38.15,38.15,1.4,39.0,0.0,565.0
2009-03-20,38.4,40.0,38.4,39.75,39.85,1.7,91.0,0.0,582.0
2009-03-23,39.6,39.6,38.15,38.45,38.5,-1.35,52.0,0.0,594.0
2009-03-24,38.45,38.9,38.08,38.9,39.0,0.5,561.0,466.0,1024.0
2009-03-25,38.55,38.93,37.95,38.7,38.65,-0.35,74.0,0.0,1036.0
2009-03-26,38.35,38.4,37.75,38.05,38.05,-0.6,26.0,0.0,1037.0
2009-03-27,38.1,39.15,38.1,39.15,39.3,1.25,32.0,0.0,1053.0
