Date,Open,High,Low,Settle,Volume,Prev. Day Open Interest
2016-06-09,0.0,0.0,0.0,162.0,0.0,0.0
2016-06-10,0.0,0.0,0.0,162.29,0.0,0.0
2016-06-13,0.0,0.0,0.0,162.14,0.0,0.0
2016-06-14,0.0,0.0,0.0,162.64,0.0,0.0
2016-06-15,0.0,0.0,0.0,162.63,0.0,0.0
2016-06-16,0.0,0.0,0.0,162.82,0.0,0.0
2016-06-17,0.0,0.0,0.0,162.87,0.0,0.0
2016-06-20,164.0,165.08,164.0,164.17,1.0,0.0
2016-06-21,0.0,0.0,0.0,164.36,0.0,1.0
2016-06-22,0.0,0.0,0.0,164.15,0.0,1.0
2016-06-23,163.21,163.21,163.21,163.8,1.0,1.0
2016-06-24,166.99,166.99,166.99,165.84,1.0,2.0
2016-06-27,0.0,0.0,0.0,166.54,0.0,2.0
2016-06-28,166.34,166.34,166.34,166.71,1.0,2.0
2016-06-29,0.0,0.0,0.0,166.77,0.0,3.0
2016-06-30,0.0,0.0,0.0,166.62,0.0,3.0
2016-07-01,0.0,0.0,0.0,166.47,0.0,3.0
2016-07-04,0.0,0.0,0.0,166.58,0.0,3.0
2016-07-05,166.95,167.3,166.95,167.27,2.0,3.0
2016-07-06,167.28,167.28,167.28,167.22,1.0,5.0
2016-07-07,0.0,0.0,0.0,167.07,0.0,5.0
2016-07-08,0.0,0.0,0.0,167.29,0.0,5.0
2016-07-11,167.5,167.5,167.5,167.08,1.0,5.0
2016-07-12,167.0,167.0,167.0,166.15,1.0,6.0
2016-07-13,166.69,166.7,166.69,166.79,2.0,6.0
2016-07-14,0.0,0.0,0.0,166.17,0.0,8.0
2016-07-15,165.94,165.94,165.94,165.56,10.0,8.0
2016-07-18,165.66,165.66,165.66,165.86,2.0,18.0
2016-07-19,166.02,166.02,166.02,165.99,1.0,20.0
2016-07-20,0.0,0.0,0.0,165.82,0.0,21.0
2016-07-21,165.89,165.89,165.89,165.67,2.0,21.0
2016-07-22,165.5,165.92,165.5,165.87,4.0,22.0
2016-07-25,165.7,165.7,165.7,166.22,2.0,26.0
2016-07-26,166.2,166.42,166.2,165.99,4.0,27.0
2016-07-27,0.0,0.0,0.0,166.86,0.0,31.0
2016-07-28,0.0,0.0,0.0,166.91,0.0,31.0
2016-07-29,167.19,167.55,167.19,167.31,4.0,31.0
2016-08-01,167.1,167.1,167.1,166.97,1.0,33.0
2016-08-02,167.0,167.0,166.27,166.34,2.0,34.0
2016-08-03,0.0,0.0,0.0,166.29,1.0,34.0
2016-08-04,166.76,167.1,166.76,167.09,2.0,34.0
2016-08-05,0.0,0.0,0.0,166.65,0.0,36.0
2016-08-08,166.6,166.6,166.6,166.6,1.0,36.0
2016-08-09,0.0,0.0,0.0,166.94,0.0,37.0
2016-08-10,167.0,167.5,167.0,167.34,13.0,37.0
2016-08-11,166.99,166.99,166.99,167.16,1.0,50.0
2016-08-12,167.13,167.38,167.12,167.31,12.0,49.0
2016-08-15,167.4,167.4,167.0,166.87,32.0,59.0
2016-08-16,167.11,167.18,166.35,166.28,182.0,88.0
2016-08-17,166.6,166.63,166.6,166.54,4.0,240.0
2016-08-18,166.86,167.17,166.84,166.9,15.0,160.0
2016-08-19,166.55,166.55,166.55,166.57,68.0,171.0
2016-08-22,167.0,167.24,167.0,167.13,6.0,234.0
2016-08-23,167.1,167.45,167.1,167.3,104.0,236.0
2016-08-24,167.38,167.38,167.22,167.23,73.0,340.0
2016-08-25,167.13,167.13,167.0,167.17,76.0,311.0
2016-08-26,167.48,167.55,167.0,167.4,35.0,365.0
2016-08-29,166.98,167.33,166.8,167.27,26.0,398.0
2016-08-30,167.12,167.55,167.12,167.43,49.0,423.0
2016-08-31,167.33,167.43,167.11,167.14,137.0,461.0
2016-09-01,167.02,167.2,166.78,167.13,87.0,547.0
2016-09-02,167.05,167.37,166.62,166.64,230.0,571.0
2016-09-05,167.0,167.15,166.89,167.04,359.0,783.0
2016-09-06,166.95,167.83,166.95,167.74,383.0,1020.0
2016-09-07,167.89,168.18,167.8,168.09,356.0,1264.0
2016-09-08,168.05,168.21,167.02,167.38,2990.0,1590.0
